Edge1-Edge2	KappaScore
GO:0044271 (term-term-ontology) GO:0034654	2.0
GO:0044843 (term-term) GO:0000082	0.9327581077060397
GO:0044843 (term-term) GO:0004693	0.45370026031982197
GO:0044843 (term-term) GO:0040008	0.41161962181419526
GO:0044843 (term-term-ontology) GO:0000082	2.0
GO:0045597 (term-term) GO:0045595	0.7618738855568165
GO:0045597 (term-term-ontology) GO:0045595	2.0
GO:0045892 (term-term) GO:0000122	0.7829010566762727
GO:0045892 (term-term) GO:0006351	0.4440854688303106
GO:0045892 (term-term) GO:0006355	0.45036480212248503
GO:0045892 (term-term) GO:0006357	0.4518554450642737
GO:0045892 (term-term) GO:0006366	0.4449633625895806
GO:0045892 (term-term) GO:0009890	0.8851095295313801
GO:0045892 (term-term) GO:0009892	0.5718683400426237
GO:0045892 (term-term) GO:0010558	0.8950691800538584
GO:0045892 (term-term) GO:0010605	0.5938173975557153
GO:0045892 (term-term) GO:0018130	0.401388789462381
GO:0045892 (term-term) GO:0019438	0.401388789462381
GO:0045892 (term-term) GO:0031324	0.6629381058911259
GO:0045892 (term-term) GO:0031327	0.8851095295313801
GO:0045892 (term-term) GO:0032774	0.4440854688303106
GO:0045892 (term-term) GO:0034654	0.401388789462381
GO:0045892 (term-term-ontology) GO:0000122	2.0
GO:0045892 (term-term-ontology) GO:0001217	2.0
GO:0045892 (term-term-ontology) GO:0006351	2.0
GO:0045892 (term-term-ontology) GO:0006355	2.0
GO:0045893 (term-term) GO:0000981	0.42311416248569683
GO:0045893 (term-term) GO:0001216	0.4046689072576983
GO:0045893 (term-term) GO:0003700	0.514367573944552
GO:0045893 (term-term) GO:0006351	0.6646884272997033
GO:0045893 (term-term) GO:0006355	0.6727383583568325
GO:0045893 (term-term) GO:0006357	0.6590169141586595
GO:0045893 (term-term) GO:0006366	0.650653983353151
GO:0045893 (term-term) GO:0009059	0.5624394966118104
GO:0045893 (term-term) GO:0009889	0.5547542933610883
GO:0045893 (term-term) GO:0009891	0.927453655404863
GO:0045893 (term-term) GO:0009893	0.5394590589107076
GO:0045893 (term-term) GO:0010468	0.4497419870630134
GO:0045893 (term-term) GO:0010556	0.5701499216827031
GO:0045893 (term-term) GO:0010557	0.9453974389949262
GO:0045893 (term-term) GO:0010604	0.6012463398153015
GO:0045893 (term-term) GO:0016070	0.5167023080893741
GO:0045893 (term-term) GO:0018130	0.609084755959991
GO:0045893 (term-term) GO:0019219	0.5167023080893741
GO:0045893 (term-term) GO:0019438	0.609084755959991
GO:0045893 (term-term) GO:0031325	0.6486691438537956
GO:0045893 (term-term) GO:0031326	0.5547542933610883
GO:0045893 (term-term) GO:0031328	0.927453655404863
GO:0045893 (term-term) GO:0032774	0.6646884272997033
GO:0045893 (term-term) GO:0034654	0.609084755959991
GO:0045893 (term-term) GO:0044271	0.5470941883767536
GO:0045893 (term-term-ontology) GO:0001216	2.0
GO:0045893 (term-term-ontology) GO:0003713	2.0
GO:0045893 (term-term-ontology) GO:0006351	2.0
GO:0045893 (term-term-ontology) GO:0006355	2.0
GO:0045934 (term-term) GO:0000122	0.6325906091613273
GO:0045934 (term-term) GO:0009890	0.8518745084331032
GO:0045934 (term-term) GO:0009892	0.7152980080308637
GO:0045934 (term-term) GO:0010556	0.4002908033442386
GO:0045934 (term-term) GO:0010558	0.8415286177579104
GO:0045934 (term-term) GO:0010605	0.7219620604809905
GO:0045934 (term-term) GO:0016070	0.41856642607017785
GO:0045934 (term-term) GO:0018130	0.40110415899889573
GO:0045934 (term-term) GO:0019219	0.43471735867933964
GO:0045934 (term-term) GO:0019438	0.40110415899889573
GO:0045934 (term-term) GO:0031324	0.8161555356707069
GO:0045934 (term-term) GO:0031327	0.8518745084331032
GO:0045934 (term-term) GO:0034654	0.40110415899889573
GO:0045934 (term-term) GO:0045892	0.8366609449814798
GO:0045934 (term-term-ontology) GO:0019219	2.0
GO:0045934 (term-term-ontology) GO:0031324	2.0
GO:0045935 (term-term) GO:0003700	0.4277791174342899
GO:0045935 (term-term) GO:0006351	0.5884540875629601
GO:0045935 (term-term) GO:0006355	0.596960533457393
GO:0045935 (term-term) GO:0006357	0.555293191656828
GO:0045935 (term-term) GO:0006366	0.5466844961850075
GO:0045935 (term-term) GO:0009059	0.6004304712122375
GO:0045935 (term-term) GO:0009889	0.6093569946992395
GO:0045935 (term-term) GO:0009891	0.8928656079639725
GO:0045935 (term-term) GO:0009893	0.6445177626026243
GO:0045935 (term-term) GO:0010468	0.4577652524944779
GO:0045935 (term-term) GO:0010556	0.6088762402892086
GO:0045935 (term-term) GO:0010557	0.8927300055375367
GO:0045935 (term-term) GO:0010604	0.695042023286298
GO:0045935 (term-term) GO:0016070	0.5499731944550815
GO:0045935 (term-term) GO:0018130	0.598950698248592
GO:0045935 (term-term) GO:0019219	0.6192080876158381
GO:0045935 (term-term) GO:0019438	0.598950698248592
GO:0045935 (term-term) GO:0031325	0.7638727652658461
GO:0045935 (term-term) GO:0031326	0.6093569946992395
GO:0045935 (term-term) GO:0031328	0.8928656079639725
GO:0045935 (term-term) GO:0032774	0.5884540875629601
GO:0045935 (term-term) GO:0034654	0.598950698248592
GO:0045935 (term-term) GO:0044271	0.6009213051823414
GO:0045935 (term-term) GO:0045893	0.8743746525847695
GO:0045935 (term-term-ontology) GO:0019219	2.0
GO:0045935 (term-term-ontology) GO:0031325	2.0
GO:0045937 (term-term) GO:0001932	0.7724244771494962
GO:0045937 (term-term) GO:0001934	0.9209375546615356
GO:0045937 (term-term) GO:0006468	0.6313714829414161
GO:0045937 (term-term) GO:0010562	1.0
GO:0045937 (term-term) GO:0019220	0.8070849338454973
GO:0045937 (term-term) GO:0031399	0.658161252137314
GO:0045937 (term-term) GO:0031401	0.7834291611381395
GO:0045937 (term-term) GO:0042325	0.7780631515334644
GO:0045937 (term-term) GO:0042327	0.941541645111226
GO:0045937 (term-term-ontology) GO:0010562	2.0
GO:0045937 (term-term-ontology) GO:0019220	2.0
GO:0045937 (term-term-ontology) GO:0042327	2.0
GO:0045944 (term-term) GO:0000981	0.4319369147363233
GO:0045944 (term-term) GO:0001216	0.5355674992096111
GO:0045944 (term-term) GO:0001228	0.5215918712955122
GO:0045944 (term-term) GO:0003700	0.4904401154401154
GO:0045944 (term-term) GO:0006351	0.5132927372642211
GO:0045944 (term-term) GO:0006355	0.5202234636871508
GO:0045944 (term-term) GO:0006357	0.70026525198939
GO:0045944 (term-term) GO:0006366	0.6921967633392084
GO:0045944 (term-term) GO:0009059	0.42688763483105946
GO:0045944 (term-term) GO:0009889	0.42051282051282046
GO:0045944 (term-term) GO:0009891	0.7498154981549814
GO:0045944 (term-term) GO:0009893	0.4078742387763772
GO:0045944 (term-term) GO:0010556	0.43329989969909716
GO:0045944 (term-term) GO:0010557	0.7667794931065796
GO:0045944 (term-term) GO:0010604	0.4593301435406698
GO:0045944 (term-term) GO:0018130	0.4659347051552389
GO:0045944 (term-term) GO:0019438	0.4659347051552389
GO:0045944 (term-term) GO:0031325	0.49955713020372017
GO:0045944 (term-term) GO:0031326	0.42051282051282046
GO:0045944 (term-term) GO:0031328	0.7498154981549814
GO:0045944 (term-term) GO:0032774	0.5132927372642211
GO:0045944 (term-term) GO:0034654	0.4659347051552389
GO:0045944 (term-term) GO:0044271	0.4141751296072723
GO:0045944 (term-term) GO:0045893	0.8190781157832645
GO:0045944 (term-term) GO:0045935	0.70026525198939
GO:0045944 (term-term-ontology) GO:0001228	2.0
GO:0045944 (term-term-ontology) GO:0006357	2.0
GO:0045944 (term-term-ontology) GO:0006366	2.0
GO:0045944 (term-term-ontology) GO:0045893	2.0
GO:0048144 (term-term) GO:0000082	0.40742234772085567
GO:0048145 (term-term) GO:0000082	0.40742234772085567
GO:0048145 (term-term) GO:0048144	1.0
GO:0048145 (term-term-ontology) GO:0042127	2.0
GO:0048145 (term-term-ontology) GO:0048144	2.0
GO:0048146 (term-term) GO:0048144	0.8526727509778356
GO:0048146 (term-term) GO:0048145	0.8526727509778356
GO:0048146 (term-term-ontology) GO:0008284	2.0
GO:0048146 (term-term-ontology) GO:0048144	2.0
GO:0048146 (term-term-ontology) GO:0048145	2.0
GO:0048659 (term-term) GO:0033002	0.945065629557608
GO:0048659 (term-term-ontology) GO:0033002	2.0
GO:0048660 (term-term) GO:0033002	0.945065629557608
GO:0048660 (term-term) GO:0048659	1.0
GO:0048660 (term-term-ontology) GO:0042127	2.0
GO:0048660 (term-term-ontology) GO:0048659	2.0
GO:0051090 (term-term-ontology) GO:0003700	2.0
GO:0051090 (term-term-ontology) GO:0006355	2.0
GO:0051094 (term-term) GO:0045595	0.6756307599335246
GO:0051094 (term-term) GO:0045597	0.8779038357644515
GO:0051094 (term-term-ontology) GO:0045597	2.0
GO:0051098 (term-term) GO:0043393	0.8096574957888825
GO:0051098 (term-term-ontology) GO:0043393	2.0
GO:0051100 (term-term) GO:0043393	0.5104693140794222
GO:0051100 (term-term) GO:0051098	0.7322274881516586
GO:0051100 (term-term-ontology) GO:0051098	2.0
GO:0051172 (term-term) GO:0000122	0.48362528560548357
GO:0051172 (term-term) GO:0009059	0.43452877397831524
GO:0051172 (term-term) GO:0009889	0.4265697190032568
GO:0051172 (term-term) GO:0009890	0.768878344105375
GO:0051172 (term-term) GO:0009892	0.8935719331292677
GO:0051172 (term-term) GO:0010468	0.40122397193820436
GO:0051172 (term-term) GO:0010556	0.4425047438330171
GO:0051172 (term-term) GO:0010558	0.7593578507658286
GO:0051172 (term-term) GO:0010605	0.9021182770296874
GO:0051172 (term-term) GO:0016070	0.42108038875913495
GO:0051172 (term-term) GO:0019219	0.4381074361485723
GO:0051172 (term-term) GO:0031324	0.9460749224528752
GO:0051172 (term-term) GO:0031326	0.4265697190032568
GO:0051172 (term-term) GO:0031327	0.768878344105375
GO:0051172 (term-term) GO:0044271	0.4186275251569947
GO:0051172 (term-term) GO:0045892	0.6629381058911259
GO:0051172 (term-term) GO:0045934	0.8161555356707069
GO:0051172 (term-term-ontology) GO:0009892	2.0
GO:0051172 (term-term-ontology) GO:0045934	2.0
GO:0051173 (term-term) GO:0006351	0.48319024311963404
GO:0051173 (term-term) GO:0006355	0.49298934380257997
GO:0051173 (term-term) GO:0009059	0.537983481887317
GO:0051173 (term-term) GO:0009889	0.5650642862992383
GO:0051173 (term-term) GO:0009891	0.7222947546271408
GO:0051173 (term-term) GO:0009893	0.8607802874743327
GO:0051173 (term-term) GO:0010468	0.404716113387407
GO:0051173 (term-term) GO:0010556	0.5478892790071038
GO:0051173 (term-term) GO:0010557	0.705751704066784
GO:0051173 (term-term) GO:0010604	0.9174445977757936
GO:0051173 (term-term) GO:0016070	0.4219948849104859
GO:0051173 (term-term) GO:0018130	0.5053902893734296
GO:0051173 (term-term) GO:0019219	0.5152215163765367
GO:0051173 (term-term) GO:0019438	0.5053902893734296
GO:0051173 (term-term) GO:0031323	0.4926172178568344
GO:0051173 (term-term) GO:0031325	0.8817896515651404
GO:0051173 (term-term) GO:0031326	0.5650642862992383
GO:0051173 (term-term) GO:0031328	0.7222947546271408
GO:0051173 (term-term) GO:0032774	0.48319024311963404
GO:0051173 (term-term) GO:0034654	0.5053902893734296
GO:0051173 (term-term) GO:0044271	0.5366193717706881
GO:0051173 (term-term) GO:0045893	0.6566654006836308
GO:0051173 (term-term) GO:0045935	0.7724773484085806
GO:0051173 (term-term) GO:0045944	0.506404086769823
GO:0051173 (term-term-ontology) GO:0009893	2.0
GO:0051173 (term-term-ontology) GO:0045935	2.0
GO:0051174 (term-term) GO:0001932	0.892803902967882
GO:0051174 (term-term) GO:0001934	0.7321084605126684
GO:0051174 (term-term) GO:0006468	0.7503988219413426
GO:0051174 (term-term) GO:0010562	0.8070849338454973
GO:0051174 (term-term) GO:0019220	1.0
GO:0051174 (term-term) GO:0031399	0.77018782150975
GO:0051174 (term-term) GO:0031401	0.690168429298864
GO:0051174 (term-term) GO:0042325	0.924857028860221
GO:0051174 (term-term) GO:0042327	0.7514298284205895
GO:0051174 (term-term) GO:0045937	0.8070849338454973
GO:0051174 (term-term-ontology) GO:0010562	2.0
GO:0051174 (term-term-ontology) GO:0019220	2.0
GO:0051174 (term-term-ontology) GO:0031323	2.0
GO:0051247 (term-term) GO:0001932	0.6153659129589107
GO:0051247 (term-term) GO:0001934	0.6035087719298244
GO:0051247 (term-term) GO:0006468	0.5289014084507041
GO:0051247 (term-term) GO:0010562	0.6153070230740133
GO:0051247 (term-term) GO:0019220	0.6206736890843849
GO:0051247 (term-term) GO:0031399	0.7752982766239505
GO:0051247 (term-term) GO:0031401	0.8130465610966672
GO:0051247 (term-term) GO:0042325	0.6208053691275167
GO:0051247 (term-term) GO:0042327	0.5919525406241939
GO:0051247 (term-term) GO:0045937	0.6153070230740133
GO:0051247 (term-term) GO:0051174	0.6206736890843849
GO:0051247 (term-term-ontology) GO:0010604	2.0
GO:0051247 (term-term-ontology) GO:0031401	2.0
GO:0051247 (term-term-ontology) GO:0051173	2.0
GO:0051252 (term-term) GO:0003700	0.42688763483105946
GO:0051252 (term-term) GO:0006351	0.8617342360714577
GO:0051252 (term-term) GO:0006355	0.8712669867361055
GO:0051252 (term-term) GO:0006357	0.6699208240448918
GO:0051252 (term-term) GO:0006366	0.6604514985746206
GO:0051252 (term-term) GO:0009059	0.8476704018872696
GO:0051252 (term-term) GO:0009889	0.8377396739589492
GO:0051252 (term-term) GO:0009891	0.5373417241640761
GO:0051252 (term-term) GO:0009893	0.4148060106970032
GO:0051252 (term-term) GO:0010468	0.8317716087223049
GO:0051252 (term-term) GO:0010556	0.8575510547104799
GO:0051252 (term-term) GO:0010557	0.5564948297984753
GO:0051252 (term-term) GO:0010604	0.48290207171977695
GO:0051252 (term-term) GO:0016070	0.9419967490803318
GO:0051252 (term-term) GO:0018130	0.8311893103162088
GO:0051252 (term-term) GO:0019219	0.9419967490803318
GO:0051252 (term-term) GO:0019438	0.8311893103162088
GO:0051252 (term-term) GO:0031323	0.6229493002131801
GO:0051252 (term-term) GO:0031324	0.4173932822806884
GO:0051252 (term-term) GO:0031325	0.43495368472825646
GO:0051252 (term-term) GO:0031326	0.8377396739589492
GO:0051252 (term-term) GO:0031328	0.5373417241640761
GO:0051252 (term-term) GO:0032774	0.8617342360714577
GO:0051252 (term-term) GO:0034654	0.8311893103162088
GO:0051252 (term-term) GO:0044271	0.8277584892878316
GO:0051252 (term-term) GO:0045893	0.5624394966118104
GO:0051252 (term-term) GO:0045934	0.4427442164043803
GO:0051252 (term-term) GO:0045935	0.5830578830040741
GO:0051252 (term-term) GO:0045944	0.42688763483105946
GO:0051252 (term-term) GO:0051172	0.4516642656759421
GO:0051252 (term-term) GO:0051173	0.46406083898928785
GO:0051252 (term-term-ontology) GO:0016070	2.0
GO:0051252 (term-term-ontology) GO:0019219	2.0
GO:0051253 (term-term) GO:0000122	0.6760897499258673
GO:0051253 (term-term) GO:0009890	0.8392603129445235
GO:0051253 (term-term) GO:0009892	0.6705539358600584
GO:0051253 (term-term) GO:0010558	0.8487822285663307
GO:0051253 (term-term) GO:0010605	0.6944488627326229
GO:0051253 (term-term) GO:0016070	0.4020320327383053
GO:0051253 (term-term) GO:0019219	0.4020320327383053
GO:0051253 (term-term) GO:0031324	0.768878344105375
GO:0051253 (term-term) GO:0031327	0.8392603129445235
GO:0051253 (term-term) GO:0045892	0.8851095295313801
GO:0051253 (term-term) GO:0045934	0.9506248361443679
GO:0051253 (term-term) GO:0051172	0.768878344105375
GO:0051253 (term-term) GO:0051252	0.4406341918358564
GO:0051253 (term-term-ontology) GO:0010605	2.0
GO:0051253 (term-term-ontology) GO:0016070	2.0
GO:0051253 (term-term-ontology) GO:0045934	2.0
GO:0051253 (term-term-ontology) GO:0051252	2.0
GO:0051254 (term-term) GO:0003700	0.4682572442830017
GO:0051254 (term-term) GO:0006351	0.6274058737826854
GO:0051254 (term-term) GO:0006355	0.6356238003838772
GO:0051254 (term-term) GO:0006357	0.6245550193813779
GO:0051254 (term-term) GO:0006366	0.6161017618709016
GO:0051254 (term-term) GO:0009059	0.5906106121216695
GO:0051254 (term-term) GO:0009889	0.5825857519788918
GO:0051254 (term-term) GO:0009891	0.909924272618573
GO:0051254 (term-term) GO:0009893	0.5835902835225991
GO:0051254 (term-term) GO:0010468	0.47223663725998966
GO:0051254 (term-term) GO:0010556	0.5986548779566236
GO:0051254 (term-term) GO:0010557	0.9277551346599535
GO:0051254 (term-term) GO:0010604	0.6481889285443088
GO:0051254 (term-term) GO:0016070	0.5596852753840389
GO:0051254 (term-term) GO:0018130	0.5704402037557974
GO:0051254 (term-term) GO:0019219	0.5596852753840389
GO:0051254 (term-term) GO:0019438	0.5704402037557974
GO:0051254 (term-term) GO:0031325	0.6974680639485964
GO:0051254 (term-term) GO:0031326	0.5825857519788918
GO:0051254 (term-term) GO:0031328	0.909924272618573
GO:0051254 (term-term) GO:0032774	0.6274058737826854
GO:0051254 (term-term) GO:0034654	0.5704402037557974
GO:0051254 (term-term) GO:0044271	0.5745802273925156
GO:0051254 (term-term) GO:0045893	0.9453974389949262
GO:0051254 (term-term) GO:0045935	0.9284866703583579
GO:0051254 (term-term) GO:0045944	0.7667794931065796
GO:0051254 (term-term) GO:0051173	0.705751704066784
GO:0051254 (term-term) GO:0051252	0.6076685032832667
GO:0051254 (term-term-ontology) GO:0010604	2.0
GO:0051254 (term-term-ontology) GO:0016070	2.0
GO:0051254 (term-term-ontology) GO:0045935	2.0
GO:0051254 (term-term-ontology) GO:0051252	2.0
GO:0051338 (term-term) GO:0001932	0.6673896204492639
GO:0051338 (term-term) GO:0001934	0.5651565506384469
GO:0051338 (term-term) GO:0006468	0.5699333967649858
GO:0051338 (term-term) GO:0010562	0.5139784946236561
GO:0051338 (term-term) GO:0019220	0.6463223787167448
GO:0051338 (term-term) GO:0031396	0.48978714254998906
GO:0051338 (term-term) GO:0031399	0.5987110351177164
GO:0051338 (term-term) GO:0031401	0.5501990269792131
GO:0051338 (term-term) GO:0042325	0.6756307599335246
GO:0051338 (term-term) GO:0042327	0.5518192791860669
GO:0051338 (term-term) GO:0045937	0.5139784946236561
GO:0051338 (term-term) GO:0051174	0.6463223787167448
GO:0051338 (term-term) GO:0051247	0.5013239187996473
GO:0051347 (term-term) GO:0001932	0.593594793629046
GO:0051347 (term-term) GO:0001934	0.6854245376814475
GO:0051347 (term-term) GO:0006468	0.47049348367257293
GO:0051347 (term-term) GO:0010562	0.6225644832065318
GO:0051347 (term-term) GO:0019220	0.5108981295408875
GO:0051347 (term-term) GO:0031396	0.56076703809277
GO:0051347 (term-term) GO:0031399	0.5383856881250884
GO:0051347 (term-term) GO:0031401	0.6171963219874174
GO:0051347 (term-term) GO:0042325	0.5682006977903306
GO:0051347 (term-term) GO:0042327	0.6688806407501466
GO:0051347 (term-term) GO:0045937	0.6225644832065318
GO:0051347 (term-term) GO:0051174	0.5108981295408875
GO:0051347 (term-term) GO:0051247	0.4697680654243198
GO:0051347 (term-term) GO:0051338	0.8322508814251256
GO:0051347 (term-term-ontology) GO:0051338	2.0
GO:0051438 (term-term) GO:0031396	0.714406065711878
GO:0051438 (term-term) GO:0051347	0.42121120819523966
GO:0051438 (term-term-ontology) GO:0051338	2.0
GO:0051443 (term-term) GO:0031396	0.584558823529413
GO:0051443 (term-term) GO:0051438	0.8526727509778356
GO:0051443 (term-term-ontology) GO:0051347	2.0
GO:0051443 (term-term-ontology) GO:0051438	2.0
GO:0060070 (term-term) GO:0007267	0.7320687611144043
GO:0060070 (term-term) GO:0016055	0.8492328218812545
GO:0060070 (term-term) GO:0030111	0.6913334988825426
GO:0060070 (term-term-ontology) GO:0016055	2.0
GO:0060548 (term-term) GO:0006915	0.6428119863446704
GO:0060548 (term-term) GO:0010941	0.7112927950945324
GO:0060548 (term-term) GO:0012501	0.6499814149423861
GO:0060548 (term-term) GO:0042981	0.698827292110874
GO:0060548 (term-term) GO:0043066	0.9431684828164291
GO:0060548 (term-term) GO:0043067	0.7051917558048526
GO:0060548 (term-term) GO:0043069	0.9626199139927224
GO:0060548 (term-term-ontology) GO:0010941	2.0
GO:0060548 (term-term-ontology) GO:0043069	2.0
GO:0060828 (term-term) GO:0007267	0.5869705439690389
GO:0060828 (term-term) GO:0016055	0.6936159723933941
GO:0060828 (term-term) GO:0030111	0.8096574957888825
GO:0060828 (term-term) GO:0030177	0.450018719580681
GO:0060828 (term-term) GO:0060070	0.8368466647415533
GO:0060828 (term-term-ontology) GO:0030111	2.0
GO:0060828 (term-term-ontology) GO:0060070	2.0
GO:0060966 (term-term-ontology) GO:0010468	2.0
GO:0070920 (term-term) GO:0060966	0.920812894183602
GO:0070920 (term-term-ontology) GO:0051252	2.0
GO:0070920 (term-term-ontology) GO:0060966	2.0
GO:0071383 (term-term) GO:0009725	0.6435331230283908
GO:0071383 (term-term) GO:0009755	0.9044397463002112
GO:0071383 (term-term) GO:0030518	0.9500662836942111
GO:0071383 (term-term) GO:0030520	0.8353569694026236
GO:0071383 (term-term) GO:0032870	0.6661742983751842
GO:0071383 (term-term) GO:0043401	0.9500662836942111
GO:0071383 (term-term-ontology) GO:0032870	2.0
GO:0071383 (term-term-ontology) GO:0043401	2.0
GO:0071480 (term-term) GO:0010332	0.9068425391591096
GO:0071480 (term-term-ontology) GO:0010332	2.0
GO:0071495 (term-term) GO:0009725	0.6862200624783064
GO:0071495 (term-term) GO:0009755	0.4252288911495416
GO:0071495 (term-term) GO:0032870	0.7018469656992085
GO:0071495 (term-term) GO:0071383	0.4252288911495416
GO:0071495 (term-term-ontology) GO:0032870	2.0
GO:0090304 (term-term) GO:0006351	0.7559395248380131
GO:0090304 (term-term) GO:0006355	0.7474546809038985
GO:0090304 (term-term) GO:0006357	0.5605124685426677
GO:0090304 (term-term) GO:0006366	0.5677123182861514
GO:0090304 (term-term) GO:0009059	0.793274675494381
GO:0090304 (term-term) GO:0009889	0.7628541448058761
GO:0090304 (term-term) GO:0009891	0.45067683793283975
GO:0090304 (term-term) GO:0010468	0.728816688203803
GO:0090304 (term-term) GO:0010556	0.7842388474223224
GO:0090304 (term-term) GO:0010557	0.4709816452403953
GO:0090304 (term-term) GO:0010604	0.4395416452881819
GO:0090304 (term-term) GO:0016070	0.9295071740486589
GO:0090304 (term-term) GO:0018130	0.7785635170827299
GO:0090304 (term-term) GO:0019219	0.90936636663399
GO:0090304 (term-term) GO:0019438	0.7785635170827299
GO:0090304 (term-term) GO:0031323	0.5562380424932032
GO:0090304 (term-term) GO:0031326	0.7628541448058761
GO:0090304 (term-term) GO:0031328	0.45067683793283975
GO:0090304 (term-term) GO:0032774	0.7559395248380131
GO:0090304 (term-term) GO:0034654	0.7785635170827299
GO:0090304 (term-term) GO:0044271	0.7718774686210831
GO:0090304 (term-term) GO:0045893	0.46445497630331756
GO:0090304 (term-term) GO:0045935	0.5432776633874781
GO:0090304 (term-term) GO:0051173	0.4253438932888704
GO:0090304 (term-term) GO:0051252	0.8720271800679502
GO:0090304 (term-term) GO:0051254	0.5045701122092591
GO:0090304 (term-term-ontology) GO:0016070	2.0
GO:0097472 (term-term) GO:0000082	0.5615056266977106
GO:0097472 (term-term) GO:0004693	0.9388858842617644
GO:0097472 (term-term) GO:0044843	0.5131059245960506
GO:0097472 (term-term) GO:0048659	0.4214029697900657
GO:0097472 (term-term) GO:0048660	0.4214029697900657
GO:0097472 (term-term-ontology) GO:0004693	2.0
GO:0097659 (term-term) GO:0003700	0.5132927372642211
GO:0097659 (term-term) GO:0006351	1.0
GO:0097659 (term-term) GO:0006355	0.990957829879171
GO:0097659 (term-term) GO:0006357	0.7810925997675318
GO:0097659 (term-term) GO:0006366	0.7895716945996277
GO:0097659 (term-term) GO:0009059	0.88016967126193
GO:0097659 (term-term) GO:0009889	0.8523117137722594
GO:0097659 (term-term) GO:0009891	0.5916814023218268
GO:0097659 (term-term) GO:0010468	0.7175941352882373
GO:0097659 (term-term) GO:0010556	0.8711306614532421
GO:0097659 (term-term) GO:0010557	0.6100759144237405
GO:0097659 (term-term) GO:0010604	0.41412832145171746
GO:0097659 (term-term) GO:0016070	0.8233939294233774
GO:0097659 (term-term) GO:0018130	0.9360084135587737
GO:0097659 (term-term) GO:0019219	0.8048038167311014
GO:0097659 (term-term) GO:0019438	0.9360084135587737
GO:0097659 (term-term) GO:0031323	0.5051944706791449
GO:0097659 (term-term) GO:0031325	0.4552466655953721
GO:0097659 (term-term) GO:0031326	0.8523117137722594
GO:0097659 (term-term) GO:0031328	0.5916814023218268
GO:0097659 (term-term) GO:0032774	1.0
GO:0097659 (term-term) GO:0034654	0.9360084135587737
GO:0097659 (term-term) GO:0044271	0.8613496932515338
GO:0097659 (term-term) GO:0045892	0.4440854688303106
GO:0097659 (term-term) GO:0045893	0.6646884272997033
GO:0097659 (term-term) GO:0045935	0.5884540875629601
GO:0097659 (term-term) GO:0045944	0.5132927372642211
GO:0097659 (term-term) GO:0051173	0.48319024311963404
GO:0097659 (term-term) GO:0051252	0.8617342360714577
GO:0097659 (term-term) GO:0051254	0.6274058737826854
GO:0097659 (term-term) GO:0090304	0.7559395248380131
GO:0097659 (term-term-ontology) GO:0006351	2.0
GO:0097659 (term-term-ontology) GO:0032774	2.0
GO:0140110 (term-term) GO:0000981	0.6054257319366102
GO:0140110 (term-term) GO:0001216	0.42288049029622077
GO:0140110 (term-term) GO:0001228	0.41102010424422936
GO:0140110 (term-term) GO:0003700	0.8460490463215257
GO:0140110 (term-term) GO:0006351	0.6402910413824464
GO:0140110 (term-term) GO:0006355	0.6481889285443088
GO:0140110 (term-term) GO:0006357	0.6134139549685735
GO:0140110 (term-term) GO:0006366	0.6052088296013975
GO:0140110 (term-term) GO:0009059	0.5402766476810414
GO:0140110 (term-term) GO:0009889	0.5327820437093918
GO:0140110 (term-term) GO:0009891	0.5359529752798131
GO:0140110 (term-term) GO:0010468	0.4306895062616956
GO:0140110 (term-term) GO:0010556	0.5477990217874612
GO:0140110 (term-term) GO:0010557	0.5523486134691568
GO:0140110 (term-term) GO:0016070	0.495720242885361
GO:0140110 (term-term) GO:0018130	0.5858328970005235
GO:0140110 (term-term) GO:0019219	0.495720242885361
GO:0140110 (term-term) GO:0019438	0.5858328970005235
GO:0140110 (term-term) GO:0031326	0.5327820437093918
GO:0140110 (term-term) GO:0031328	0.5359529752798131
GO:0140110 (term-term) GO:0032774	0.6402910413824464
GO:0140110 (term-term) GO:0034654	0.5858328970005235
GO:0140110 (term-term) GO:0044271	0.5253150563785097
GO:0140110 (term-term) GO:0045893	0.6023406170717734
GO:0140110 (term-term) GO:0045935	0.5055294772853848
GO:0140110 (term-term) GO:0045944	0.5189032697547685
GO:0140110 (term-term) GO:0051252	0.5402766476810414
GO:0140110 (term-term) GO:0051254	0.5523486134691568
GO:0140110 (term-term) GO:0090304	0.44495810459404794
GO:0140110 (term-term) GO:0097659	0.6402910413824464
GO:0140110 (term-term-ontology) GO:0003700	2.0
GO:0140110 (term-term-ontology) GO:0003712	2.0
GO:0140110 (term-term-ontology) GO:0006355	2.0
GO:0198738 (term-term) GO:0007267	0.8779038357644515
GO:0198738 (term-term) GO:0016055	1.0
GO:0198738 (term-term) GO:0030111	0.8767720828789534
GO:0198738 (term-term) GO:0030177	0.5829158977063007
GO:0198738 (term-term) GO:0060070	0.8492328218812545
GO:0198738 (term-term) GO:0060828	0.6936159723933941
GO:0198738 (term-term-ontology) GO:0007267	2.0
GO:0198738 (term-term-ontology) GO:0016055	2.0
GO:1901362 (term-term) GO:0003700	0.4659347051552389
GO:1901362 (term-term) GO:0006351	0.9360084135587737
GO:1901362 (term-term) GO:0006355	0.9270084779975776
GO:1901362 (term-term) GO:0006357	0.7210091813903249
GO:1901362 (term-term) GO:0006366	0.7292262502898663
GO:1901362 (term-term) GO:0009059	0.906216283509005
