Gene,Group,Correlation
FRMD4A,SHH,0.779230769230769
PEX2,Group3,0.779230769230769
ABCC9,Group4,0.779230769230769
VRK1,Group3,0.779230769230769
LMO1,Group3,0.779230769230769
BTG2,WNT,0.779230769230769
PEX2,WNT,0.779230769230769
DMRTA2,Group3,0.779230769230769
CA4,Group4,0.778461538461538
TJP1,Group4,0.778461538461538
MAP2,Group4,0.778461538461538
NXPH4,Group3,0.777692307692308
DTD2,Group3,0.777692307692308
REEP1,Group3,0.777692307692308
HAND2,WNT,0.777558994998614
FAT1,SHH,0.776923076923077
GPC6,WNT,0.776923076923077
NOVA2,Group4,0.776923076923077
NOVA2,SHH,0.776923076923077
SIK3,Group3,0.776923076923077
SIK3,Group4,0.776923076923077
PLEKHO2,WNT,0.776153846153846
PDIA2,WNT,0.776153846153846
FOXO6,SHH,0.776153846153846
TSHZ1,Group4,0.776153846153846
FOXO6,Group3,0.776153846153846
NRG2,Group4,0.776153846153846
SLC2A3,SHH,0.776153846153846
SIK1,SHH,0.775384615384615
UBE2L6,SHH,0.775384615384615
SOX4,Group4,0.775384615384615
EPHA8,Group3,0.775384615384615
DGKI,Group3,0.775384615384615
UBE2L6,Group4,0.775384615384615
TBC1D12,Group4,0.775384615384615
ABTB2,SHH,0.774615384615385
OSBPL6,Group3,0.774615384615385
LPHN2,SHH,0.773846153846154
NYAP1,SHH,0.773846153846154
ST8SIA2,WNT,0.773076923076923
EIF2B3,Group3,0.773076923076923
ZNF311,Group3,0.773076923076923
MED13L,Group4,0.773076923076923
RPL18,SHH,0.773076923076923
ISPD,SHH,0.773076923076923
ST8SIA2,Group4,0.773076923076923
CLIP4,Group3,0.772307692307692
PGAP1,Group4,0.772307692307692
SHC1,WNT,0.771538461538462
ARHGEF12,Group4,0.771538461538462
ERICH2,WNT,0.771538461538462
SLFN11,WNT,0.771538461538462
VSTM2A,WNT,0.770769230769231
TMEM51,WNT,0.770769230769231
ST8SIA5,SHH,0.770769230769231
KLHL13,Group4,0.770769230769231
LRRC16B,WNT,0.77
SLC35F2,Group3,0.77
SLC35F2,Group4,0.77
TM2D1,WNT,0.77
NBEA,Group4,0.769230769230769
LGR5,WNT,0.769230769230769
RYBP,Group4,0.769230769230769
CDH8,Group3,0.769230769230769
PBX4,SHH,0.769230769230769
SOX11,Group4,0.768461538461539
LPPR1,Group3,0.768461538461539
CRABP2,WNT,0.768461538461539
STOM,WNT,0.768461538461539
STOM,Group3,0.768461538461539
MAP3K1,SHH,0.768461538461539
DOCK10,SHH,0.768461538461539
NUP93,Group3,0.768461538461539
TRPS1,SHH,0.767692307692308
TSPAN2,Group4,0.767692307692308
RASGEF1C,SHH,0.767692307692308
CPNE9,WNT,0.767692307692308
STK33,WNT,0.766923076923077
STK33,SHH,0.766923076923077
GPRC5C,SHH,0.766923076923077
TULP1,Group3,0.766923076923077
ARAP3,SHH,0.766153846153846
CACNA1G,Group3,0.766153846153846
NABP1,SHH,0.766153846153846
SIX1,Group4,0.766153846153846
RXRG,Group3,0.766153846153846
CPLX1,SHH,0.765384615384615
C16orf95,Group4,0.765384615384615
MYOT,WNT,0.765384615384615
C5orf30,Group3,0.764615384615385
KIF26A,SHH,0.764615384615385
EDA,WNT,0.764615384615385
SYNDIG1,WNT,0.764615384615385
ABRACL,Group4,0.764615384615385
SYDE2,Group3,0.764615384615385
PLCXD3,SHH,0.764615384615385
HLTF,Group4,0.764615384615385
SYDE2,Group4,0.764615384615385
HLTF,Group3,0.764615384615385
CAMKV,Group3,0.764615384615385
KRAS,Group4,0.763846153846154
PRPH,WNT,0.763846153846154
GPR161,WNT,0.763846153846154
TMEM260,WNT,0.763846153846154
TMEM233,Group3,0.763076923076923
TMEM178B,Group4,0.763076923076923
PELI2,SHH,0.763076923076923
PELI2,Group4,0.763076923076923
CTDSPL,SHH,0.762307692307692
PPTC7,Group3,0.762307692307692
PBX1,SHH,0.762307692307692
INADL,WNT,0.762307692307692
CAMTA1,Group4,0.762307692307692
CTDSPL,WNT,0.762307692307692
TWIST2,WNT,0.762167843135043
PRLR,SHH,0.761538461538462
SIRPA,WNT,0.760769230769231
TNC,WNT,0.760769230769231
AHI1,Group4,0.760769230769231
AHI1,Group3,0.760769230769231
ERC1,Group4,0.760769230769231
TRPC7,Group3,0.760695053656171
PDE1A,SHH,0.76
C5orf38,WNT,0.76
C5orf38,SHH,0.76
SLC45A1,SHH,0.76
EPHB4,WNT,0.76
BCL2L11,SHH,0.76
EPHB4,SHH,0.76
DSCR4,WNT,0.759529250173788
CACHD1,WNT,0.759230769230769
MPP4,Group3,0.759230769230769
CDH1,Group4,0.759230769230769
TYW3,WNT,0.759230769230769
PLEKHA6,SHH,0.759230769230769
NOS1AP,Group3,0.759230769230769
KIF1A,Group4,0.758461538461539
EMC1,WNT,0.758461538461539
RGL1,WNT,0.758461538461539
KCNJ11,Group4,0.758461538461539
TCEAL2,Group4,0.758461538461539
PITPNM3,Group4,0.758461538461539
ALDH4A1,Group3,0.757692307692308
LRAT,Group3,0.757692307692308
GLRB,Group4,0.757692307692308
TCEB2,SHH,0.757692307692308
KIAA2022,Group4,0.757692307692308
LPHN3,Group4,0.756923076923077
GCLC,Group3,0.756923076923077
SFRP1,SHH,0.756923076923077
SOX6,WNT,0.756153846153846
ADAM19,WNT,0.756153846153846
KIAA1107,Group3,0.756153846153846
TCEAL6,Group4,0.756153846153846
TGDS,SHH,0.756153846153846
ATP2B3,Group3,0.755914612944428
RIMS2,Group3,0.755384615384615
ENOX1,Group4,0.755384615384615
DAAM1,SHH,0.755384615384615
CMIP,SHH,0.755384615384615
PAWR,SHH,0.754615384615385
APC2,Group4,0.754615384615385
APC2,SHH,0.754615384615385
SULT1C4,SHH,0.753846153846154
KCNA3,SHH,0.753846153846154
PABPC5,SHH,0.753846153846154
PAM,WNT,0.753846153846154
PYY,Group3,0.753221787351241
CCIN,Group3,0.753076923076923
MPST,SHH,0.753076923076923
MYO7A,SHH,0.753076923076923
MYO7A,WNT,0.753076923076923
HIP1,Group3,0.753076923076923
GRM8,Group4,0.753076923076923
TRPM3,Group4,0.752307692307692
CA10,WNT,0.752307692307692
TRPM3,WNT,0.752307692307692
SERPINH1,WNT,0.752307692307692
MTERFD1,SHH,0.752307692307692
NTN5,WNT,0.751538461538462
NOX4,SHH,0.751538461538462
NHSL2,Group4,0.751538461538462
FZD10,WNT,0.751538461538462
ABCD2,WNT,0.750769230769231
GLI3,WNT,0.750769230769231
SCG5,SHH,0.750769230769231
GLI3,SHH,0.750769230769231
TMEM91,Group4,0.750769230769231
PMP22,WNT,0.750769230769231
TMEM91,Group3,0.750769230769231
CUL1,Group3,0.750769230769231
CUL1,Group4,0.750769230769231
KRT83,WNT,0.750603148706849
SH3BGRL,SHH,0.75
HIST3H2A,SHH,0.75
DSCR8,WNT,0.749291163009122
CRY1,Group3,0.749230769230769
AKAP12,WNT,0.749230769230769
KIF21A,SHH,0.749230769230769
BTBD17,SHH,0.749230769230769
PKDCC,WNT,0.749230769230769
DGKQ,SHH,0.748461538461538
RELN,Group4,0.748461538461538
SORBS1,Group4,0.748461538461538
CHRNA5,SHH,0.748461538461538
CYFIP1,SHH,0.748461538461538
CNR1,SHH,0.748461538461538
CCNJL,WNT,0.747692307692308
NAV2,WNT,0.747692307692308
LRRTM2,Group3,0.747692307692308
DYRK2,Group3,0.747692307692308
ELAVL2,Group4,0.747692307692308
TMEM144,SHH,0.747692307692308
CHRM4,WNT,0.747692307692308
EPDR1,WNT,0.747692307692308
KIAA1586,Group4,0.746923076923077
KCTD10,Group4,0.746923076923077
CLIC6,Group3,0.746153846153846
TLE1,WNT,0.746153846153846
ITPR3,SHH,0.746153846153846
TLE1,Group4,0.746153846153846
SH3RF1,Group3,0.746153846153846
GPC1,SHH,0.746153846153846
MDFIC,SHH,0.746153846153846
GPC1,WNT,0.746153846153846
ROR1,SHH,0.745384615384615
TAL1,Group4,0.745384615384615
RPS6KA2,SHH,0.745384615384615
PRKCZ,SHH,0.745384615384615
SLC26A11,Group4,0.745384615384615
SLC30A5,WNT,0.744615384615385
PID1,SHH,0.744615384615385
PID1,WNT,0.744615384615385
PPM1E,Group3,0.744615384615385
ANXA6,WNT,0.744615384615385
SLC30A5,Group3,0.744615384615385
KLF13,SHH,0.744615384615385
RAB11FIP4,WNT,0.744615384615385
PPM1E,Group4,0.744615384615385
VSTM2L,Group3,0.744615384615385
IQSEC3,WNT,0.743846153846154
ARHGAP20,WNT,0.743846153846154
PPM1A,Group3,0.743846153846154
NEUROG1,Group4,0.743846153846154
SH3BGRL3,SHH,0.743846153846154
TRAK2,Group3,0.743846153846154
C1orf115,Group4,0.743846153846154
NEUROG1,WNT,0.743846153846154
PPM1A,Group4,0.743846153846154
AC011897.1,SHH,0.743846153846154
CD70,Group3,0.743482704381144
CA14,SHH,0.743076923076923
ADAMTS5,WNT,0.743076923076923
GCK,SHH,0.742307692307692
COL27A1,Group3,0.742307692307692
FRY,Group3,0.742307692307692
CPEB4,Group4,0.742307692307692
SEMA4C,SHH,0.742307692307692
KAZN,WNT,0.742307692307692
PDC,Group3,0.74193378208035
KCND2,SHH,0.741538461538461
MFHAS1,WNT,0.741538461538461
ILVBL,WNT,0.741538461538461
ARL4C,SHH,0.741538461538461
RP11-508N12.4,Group4,0.741538461538461
BARD1,SHH,0.741538461538461
BTN2A2,Group4,0.741538461538461
ARL4C,WNT,0.741538461538461
SLC35D3,WNT,0.741296416867131
FCHSD1,WNT,0.740769230769231
FCHSD1,SHH,0.740769230769231
AKR1E2,Group4,0.740769230769231
B3GNT8,Group4,0.740769230769231
FBXL17,Group3,0.740769230769231
ACVR2A,Group3,0.740769230769231
AKR1E2,Group3,0.740769230769231
THBS1,Group4,0.740769230769231
CRYZ,WNT,0.74
NPR2,Group4,0.74
MCF2L2,Group3,0.74
JOSD2,SHH,0.74
JOSD2,WNT,0.74
SH2B2,Group4,0.74
AACS,Group4,0.74
ZNRF2,WNT,0.739230769230769
ABCG4,Group3,0.739230769230769
LHFPL2,SHH,0.739230769230769
GYPC,SHH,0.738461538461539
LGI4,WNT,0.738461538461539
CMC1,Group4,0.738461538461539
HSPB8,Group3,0.738461538461539
HHIP,SHH,0.738461538461539
SP9,WNT,0.738218901903489
ACE,WNT,0.737692307692308
PRKCA,WNT,0.737692307692308
PCNXL2,SHH,0.737692307692308
PTPRU,Group3,0.737692307692308
PPM1L,Group4,0.736923076923077
AC016559.1,Group3,0.736923076923077
SCN3B,Group4,0.736923076923077
SIX5,WNT,0.736153846153846
EML4,Group3,0.736153846153846
GAS7,Group3,0.736153846153846
EDA2R,SHH,0.736153846153846
EML4,WNT,0.736153846153846
AC069368.3,WNT,0.735384615384615
DPM3,WNT,0.735384615384615
KANSL2,Group3,0.735384615384615
CDCA7,SHH,0.735384615384615
CDCA7,Group3,0.735384615384615
AL009178.1,SHH,0.735141386939848
HDAC4,SHH,0.734615384615385
EGFLAM,WNT,0.734615384615385
SPECC1,SHH,0.734615384615385
PLCB4,SHH,0.734615384615385
SPECC1,Group4,0.734615384615385
PLCB4,WNT,0.734615384615385
NT5DC1,SHH,0.733846153846154
RPL14,SHH,0.733846153846154
NT5DC1,Group3,0.733846153846154
INSM1,SHH,0.733846153846154
WFS1,WNT,0.733846153846154
PRKAR2B,Group4,0.733846153846154
ZDHHC13,WNT,0.733846153846154
AFF1,Group3,0.733846153846154
ZDHHC13,SHH,0.733846153846154
TFDP2,SHH,0.733846153846154
FBN3,Group3,0.733076923076923
IL17RC,WNT,0.733076923076923
S100A6,WNT,0.733076923076923
FBN3,Group4,0.733076923076923
DLC1,Group4,0.733076923076923
ATP2B4,SHH,0.733076923076923
DLG2,Group4,0.733076923076923
SNX16,Group4,0.733076923076923
IL17RC,SHH,0.733076923076923
SHISA2,WNT,0.733076923076923
ADAMTS20,WNT,0.732307692307692
NMU,SHH,0.732307692307692
KHDRBS3,SHH,0.732307692307692
MTRR,Group3,0.732307692307692
KANK1,WNT,0.732307692307692
HOXD10,WNT,0.73192040016525
CCDC8,WNT,0.731538461538462
RAB3IL1,WNT,0.731538461538462
MAGI2,Group4,0.731538461538462
C14orf39,Group3,0.731538461538462
TBC1D2B,Group4,0.731538461538462
C14orf39,Group4,0.731538461538462
TBC1D2B,SHH,0.731538461538462
NOTCH2,SHH,0.730769230769231
NOTCH2,WNT,0.730769230769231
CLCN4,WNT,0.730769230769231
SBK1,Group4,0.730769230769231
CHST1,Group4,0.730769230769231
CLCN4,Group4,0.730769230769231
C11orf70,SHH,0.730769230769231
RP11-565P22.6,Group3,0.730769230769231
COL25A1,SHH,0.73
SVEP1,WNT,0.73
SYT7,SHH,0.73
PLEKHG4B,SHH,0.73
ATP6V0A2,Group4,0.729230769230769
RADIL,Group4,0.729230769230769
ESRRB,SHH,0.729230769230769
CIRH1A,Group4,0.729230769230769
EPHA7,WNT,0.728461538461538
F3,SHH,0.728461538461538
NLRP11,WNT,0.728461538461538
PGBD5,SHH,0.728461538461538
RGN,WNT,0.728461538461538
ASCL5,WNT,0.727692307692308
ATP8A2,WNT,0.727692307692308
IGFBP5,SHH,0.727692307692308
C1orf95,WNT,0.727692307692308
THBS3,SHH,0.727692307692308
THBS3,WNT,0.727692307692308
LRRC53,WNT,0.727447599530744
TBX18,SHH,0.726923076923077
LRRC2,Group3,0.726923076923077
IRX2,WNT,0.726923076923077
TMEM155,Group4,0.726923076923077
AP5M1,Group4,0.726923076923077
ESPNL,WNT,0.726923076923077
C6orf123,SHH,0.726923076923077
PER2,Group4,0.726923076923077
ZDHHC2,WNT,0.726153846153846
HRASLS,Group4,0.726153846153846
GALNT15,WNT,0.726153846153846
FAM180B,Group3,0.726153846153846
GRIA2,Group4,0.726153846153846
KALRN,Group4,0.726153846153846
EP400,SHH,0.726153846153846
ERLIN1,Group3,0.726153846153846
KCNC4,Group3,0.725384615384615
C16orf89,SHH,0.725384615384615
TTLL5,Group3,0.725384615384615
ADAM11,WNT,0.725384615384615
TWF2,SHH,0.724615384615385
CELF4,Group4,0.724615384615385
DYRK4,WNT,0.724615384615385
MRPL32,WNT,0.724615384615385
SYCE1L,SHH,0.724615384615385
HAPLN3,SHH,0.724615384615385
ACSL6,WNT,0.724615384615385
SMAD7,Group3,0.723846153846154
DACH1,Group4,0.723846153846154
SMAD7,Group4,0.723846153846154
PRKACB,Group4,0.723846153846154
MID2,Group4,0.723846153846154
NPM1,SHH,0.723076923076923
C1orf204,Group4,0.723076923076923
TNIK,Group4,0.723076923076923
AK5,WNT,0.722307692307692
ABCC8,WNT,0.722307692307692
PRELID2,WNT,0.722307692307692
CHN2,Group4,0.722307692307692
TSPAN11,WNT,0.722307692307692
ABCC8,Group4,0.722307692307692
FAM84A,SHH,0.722307692307692
EXT1,WNT,0.722307692307692
SLC8A2,SHH,0.721538461538462
DPYSL3,Group4,0.721538461538462
FHL2,SHH,0.721538461538462
NPY1R,Group4,0.721538461538462
RSPO2,Group4,0.721538461538462
SEL1L3,WNT,0.721538461538462
LMO2,WNT,0.721538461538462
NANOS1,Group3,0.721538461538462
NTS,SHH,0.721388622312235
AKNA,Group3,0.720769230769231
COL13A1,WNT,0.720769230769231
ZNF736,Group3,0.720769230769231
OPHN1,SHH,0.720769230769231
WNT11,WNT,0.720769230769231
EIF4E,Group4,0.720769230769231
PPM1H,SHH,0.72
BCOR,Group3,0.72
GSPT2,Group4,0.72
FGFBP2,Group3,0.72
WNT5A,SHH,0.719230769230769
FAM213B,SHH,0.719230769230769
MAPKAPK5,Group3,0.719230769230769
PHYHIPL,Group3,0.719230769230769
PKP4,WNT,0.718461538461538
DPYSL5,Group4,0.718461538461538
IGDCC3,Group3,0.718461538461538
PALD1,WNT,0.718461538461538
IGDCC3,Group4,0.718461538461538
FGF5,SHH,0.717692307692308
RGS9,SHH,0.717692307692308
ARHGEF10,SHH,0.717692307692308
NHS,WNT,0.717692307692308
MAP3K13,Group4,0.717692307692308
ARHGEF10,WNT,0.717692307692308
ABCB9,SHH,0.717692307692308
MAP3K13,Group3,0.717692307692308
BEGAIN,Group4,0.716923076923077
IFFO2,Group4,0.716923076923077
RHOU,WNT,0.716153846153846
TCF4,SHH,0.716153846153846
DLX3,WNT,0.716153846153846
PLA2G16,WNT,0.716153846153846
SDSL,Group4,0.715384615384615
PRKX,Group4,0.715384615384615
ART3,Group3,0.715384615384615
TMEM167A,Group4,0.715384615384615
YIPF5,Group3,0.715384615384615
EYA1,SHH,0.715384615384615
RAVER2,WNT,0.715384615384615
FBXO16,SHH,0.714615384615385
ZNF385B,WNT,0.714615384615385
FBXO16,Group3,0.714615384615385
LRP5L,SHH,0.714615384615385
ZNF385B,Group3,0.714615384615385
GPR21,Group4,0.714615384615385
TMEM38B,WNT,0.714615384615385
TMEM38B,Group3,0.714615384615385
CTD-3214H19.16,Group3,0.714615384615385
MSRB2,Group4,0.713846153846154
NECAB1,WNT,0.713846153846154
C7orf73,Group3,0.713846153846154
MSX2,WNT,0.713846153846154
COL21A1,SHH,0.713846153846154
DDX55,Group3,0.713846153846154
BNC1,SHH,0.713846153846154
RGS7BP,Group4,0.713846153846154
KCNH7,Group4,0.713076923076923
SPATS2L,Group3,0.713076923076923
RPL7,SHH,0.713076923076923
MYO10,Group4,0.713076923076923
KCTD1,Group4,0.713076923076923
GTF3C4,Group4,0.712307692307692
MARS,Group3,0.712307692307692
ADCYAP1R1,Group4,0.711538461538462
ADCYAP1R1,WNT,0.711538461538462
GMPS,SHH,0.711538461538462
CNKSR2,SHH,0.711538461538462
CERS1,Group4,0.711538461538462
PHF17,Group4,0.711538461538462
YAP1,WNT,0.711538461538462
KREMEN1,WNT,0.711538461538462
TTBK1,SHH,0.711538461538462
LRP4,WNT,0.711538461538462
SERINC5,WNT,0.710769230769231
PDZRN3,WNT,0.710769230769231
SLC43A2,Group3,0.710769230769231
TBCB,SHH,0.710769230769231
MAP10,Group4,0.710769230769231
LARP1B,Group4,0.710769230769231
PTPRF,Group3,0.710769230769231
MAP10,Group3,0.710769230769231
KCNG4,WNT,0.710180874914072
TBC1D9,Group3,0.71
TBC1D9,Group4,0.71
TLE2,Group3,0.71
DLG3,Group4,0.71
ZNF154,Group3,0.71
ARHGAP24,WNT,0.71
PPP1R21,Group4,0.71
TLE2,Group4,0.71
SEC61B,WNT,0.709230769230769
HSCB,WNT,0.709230769230769
HSCB,SHH,0.709230769230769
NTNG2,SHH,0.709230769230769
ITGA8,WNT,0.709230769230769
GNAZ,Group4,0.709230769230769
TMEM64,WNT,0.708461538461538
ADAMTS1,WNT,0.708461538461538
TMEM64,Group3,0.708461538461538
DDC,WNT,0.70782844163753
MC4R,Group3,0.70782844163753
OPRM1,SHH,0.707692307692308
GABRA2,SHH,0.707692307692308
PPM1D,Group4,0.707692307692308
PRIMA1,SHH,0.707692307692308
PPM1D,Group3,0.707692307692308
C11orf96,Group3,0.706923076923077
KIAA0922,SHH,0.706923076923077
CADPS,Group4,0.706923076923077
DAPK2,Group4,0.706923076923077
SLC7A14,Group4,0.706923076923077
FAM183A,Group3,0.706153846153846
NLN,Group3,0.706153846153846
PROX1,SHH,0.706153846153846
TENM2,WNT,0.706153846153846
COL12A1,WNT,0.706153846153846
TRAF3IP2,Group3,0.706153846153846
LURAP1L,WNT,0.706153846153846
FGF18,WNT,0.706153846153846
MID1,WNT,0.705384615384615
IGSF11,WNT,0.705384615384615
CLIP1,Group4,0.705384615384615
LRRC3,Group3,0.705384615384615
ALS2,Group4,0.705384615384615
GDF1,Group4,0.705384615384615
KIAA1755,WNT,0.705384615384615
TGFB1I1,WNT,0.705384615384615
TGFB1I1,SHH,0.705384615384615
KIAA1755,SHH,0.705384615384615
PHF21B,WNT,0.704615384615385
NAV3,WNT,0.704615384615385
NGF,WNT,0.703846153846154
GOLGA7B,WNT,0.703846153846154
RTTN,WNT,0.703846153846154
TPO,WNT,0.70376961554351
RNF144A,Group4,0.703076923076923
TRIP10,Group3,0.703076923076923
NTPCR,WNT,0.702307692307692
ASS1,Group3,0.702307692307692
H3F3C,Group4,0.702307692307692
DIRC2,Group4,0.702307692307692
MAN1C1,WNT,0.702307692307692
PFDN5,SHH,0.702307692307692
SLC35G1,Group4,0.702307692307692
TST,WNT,0.702307692307692
MRS2,Group4,0.701538461538462
MRS2,Group3,0.701538461538462
GNA12,Group4,0.701538461538462
TMEM132E,Group4,0.701538461538462
ETV1,Group3,0.701538461538462
SLC16A7,Group4,0.701538461538462
IGF2BP1,Group3,0.701350049470228
NNAT,Group4,0.700769230769231
DOCK9,Group3,0.700769230769231
MATN4,WNT,0.700769230769231
LPGAT1,Group3,0.700769230769231
KCNIP1,WNT,0.700769230769231
TRIB2,WNT,0.700769230769231
NLRP1,SHH,0.7
SLC44A3,SHH,0.7
SNX21,WNT,0.7
NENF,WNT,0.7
POLR1D,SHH,0.7
TLR9,SHH,0.7
CHGA,Group3,0.699230769230769
FGD4,Group3,0.699230769230769
ANKRD37,Group3,0.699230769230769
FGD4,Group4,0.699230769230769
MAML2,WNT,0.699230769230769
PSMG1,WNT,0.698461538461539
SMARCD2,WNT,0.698461538461539
SCHIP1,WNT,0.698461538461539
SCHIP1,SHH,0.698461538461539
GLT1D1,Group3,0.698461538461539
RCN1,WNT,0.698461538461539
GNG3,SHH,0.698461538461539
GLT1D1,Group4,0.698461538461539
CACNB3,Group4,0.698461538461539
CASZ1,Group3,0.698461538461539
PDZK1,WNT,0.697692307692308
ST8SIA1,SHH,0.697692307692308
CRIP2,SHH,0.697692307692308
COL6A3,WNT,0.697692307692308
IRX5,WNT,0.696923076923077
RCBTB2,WNT,0.696923076923077
ZNF43,SHH,0.696923076923077
ECEL1,WNT,0.696923076923077
CELF2,Group4,0.696923076923077
RCBTB2,SHH,0.696923076923077
ITGA6,WNT,0.696923076923077
CELF2,SHH,0.696923076923077
SHROOM3,Group3,0.696153846153846
LINC00632,SHH,0.696153846153846
SPAG6,Group3,0.696153846153846
ACTR3B,SHH,0.696153846153846
SCRN1,Group4,0.696153846153846
GRM2,Group3,0.695384615384615
FBXL16,SHH,0.695384615384615
FAM198B,SHH,0.695384615384615
GRM2,Group4,0.695384615384615
CALHM2,WNT,0.695384615384615
PMEPA1,Group3,0.695384615384615
HMG20B,SHH,0.694615384615385
PBX3,SHH,0.694615384615385
HMG20B,WNT,0.694615384615385
TANGO6,Group4,0.694615384615385
FAM149A,Group3,0.694615384615385
AC004017.1,Group4,0.694615384615385
TANGO6,Group3,0.694615384615385
FZD2,WNT,0.694615384615385
RAB11FIP2,WNT,0.694615384615385
HCFC2,Group4,0.693846153846154
HCFC2,Group3,0.693846153846154
GCNT4,Group4,0.693846153846154
SIL1,WNT,0.693846153846154
LRRC7,Group4,0.693846153846154
PDE11A,WNT,0.693846153846154
NPS,WNT,0.693664745324878
CELF6,WNT,0.693076923076923
MYCBP2,Group4,0.693076923076923
MDFI,SHH,0.693076923076923
TNFRSF18,SHH,0.692840851949523
CLDN4,SHH,0.692307692307692
VSTM4,SHH,0.692307692307692
SLC25A21-AS1,WNT,0.692307692307692
PPARGC1B,SHH,0.692307692307692
LDLRAP1,WNT,0.692307692307692
OAS3,Group4,0.692307692307692
SNTB2,Group4,0.691538461538462
B4GALNT1,Group4,0.691538461538462
SNTB2,Group3,0.691538461538462
RARB,SHH,0.691538461538462
PAFAH1B1,Group4,0.691538461538462
MAPK4,WNT,0.691538461538462
B4GALNT1,SHH,0.691538461538462
MAPKAPK2,SHH,0.691538461538462
DEGS1,Group4,0.690769230769231
DLEU7,Group3,0.690769230769231
NIPAL3,Group4,0.690769230769231
TANC2,Group4,0.690769230769231
GINS4,SHH,0.690769230769231
DEGS1,Group3,0.690769230769231
CACNG4,SHH,0.690769230769231
GPR153,Group4,0.690769230769231
GPR153,Group3,0.690769230769231
BLCAP,Group4,0.69
B9D2,Group3,0.69
CCDC177,Group3,0.689230769230769
PCSK1N,Group4,0.689230769230769
PCSK1N,WNT,0.689230769230769
CRTC3,Group4,0.689230769230769
FIBCD1,Group4,0.689230769230769
C1QTNF4,Group3,0.689230769230769
RNF215,WNT,0.688461538461538
CUBN,WNT,0.688461538461538
ERO1LB,WNT,0.688461538461538
ERP44,WNT,0.687692307692308
EXOC3L1,SHH,0.687692307692308
TMEM108,Group4,0.687692307692308
HINT3,Group4,0.687692307692308
TENM3,WNT,0.687692307692308
GUCA1C,Group3,0.687367856034893
ATP6V1B2,Group3,0.686923076923077
RP11-176H8.1,Group3,0.686923076923077
ZFP36L1,SHH,0.686923076923077
CRISPLD2,SHH,0.686923076923077
ZFP36L1,WNT,0.686923076923077
SDCCAG8,Group4,0.686923076923077
FBN2,Group4,0.686923076923077
PHACTR2,Group4,0.686153846153846
TUBB2A,Group4,0.686153846153846
TMEFF2,WNT,0.686153846153846
KLHL42,WNT,0.686153846153846
TMEM57,Group3,0.685384615384615
FAXDC2,SHH,0.685384615384615
TMTC4,Group4,0.685384615384615
DDR2,WNT,0.685384615384615
TMEM57,Group4,0.685384615384615
VLDLR,WNT,0.684615384615385
SNAPC1,SHH,0.684615384615385
TMEM121,SHH,0.684615384615385
CRB1,SHH,0.684615384615385
ZNF491,Group3,0.684615384615385
CALR,Group3,0.684615384615385
LSM6,SHH,0.684615384615385
CALR,WNT,0.684615384615385
GNA11,Group4,0.683846153846154
MAGEC3,WNT,0.683846153846154
FAM161B,Group4,0.683846153846154
AIFM1,SHH,0.683846153846154
DYNC1I1,Group4,0.683846153846154
TTLL1,SHH,0.683846153846154
FBXO17,WNT,0.683846153846154
TRMT11,Group4,0.683846153846154
ARHGAP5,WNT,0.683846153846154
CD226,WNT,0.683076923076923
PGRMC2,Group4,0.683076923076923
NFE2L3,Group4,0.683076923076923
SNRK,Group4,0.683076923076923
FLJ30594,Group4,0.683076923076923
OSBPL3,WNT,0.683076923076923
RNF183,WNT,0.682852905308376
CLU,WNT,0.682307692307692
PHACTR1,Group4,0.682307692307692
NOL4,Group4,0.682307692307692
KRT31,SHH,0.681874560837712
MPG,SHH,0.681538461538462
CDC14A,WNT,0.681538461538462
PIRT,SHH,0.681538461538462
MAPK13,Group3,0.681538461538462
STIM2,WNT,0.681538461538462
SPRYD7,Group3,0.681538461538462
MAPK13,Group4,0.681538461538462
NDUFS4,SHH,0.681538461538462
SPRYD7,Group4,0.681538461538462
SYT11,WNT,0.680769230769231
IFT43,Group3,0.680769230769231
ADAMTS14,SHH,0.680769230769231
SYT11,SHH,0.680769230769231
SACS,SHH,0.680769230769231
CAMK2D,Group3,0.680769230769231
TAOK3,Group4,0.680769230769231
CTDSP1,SHH,0.68
KDM1B,Group3,0.68
KDM1B,Group4,0.68
CTDSP1,WNT,0.68
ZNF93,SHH,0.68
GAD1,WNT,0.68
H2AFZ,SHH,0.679230769230769
JTB,WNT,0.679230769230769
TARS2,Group3,0.679230769230769
JTB,Group3,0.679230769230769
RFX3,Group4,0.679230769230769
MRM1,Group4,0.679230769230769
FBLIM1,Group4,0.679230769230769
GTDC1,Group4,0.678461538461538
GJA3,WNT,0.678427967747794
RND3,SHH,0.677692307692308
SIPA1L2,WNT,0.677692307692308
PDRG1,SHH,0.677692307692308
POLE4,WNT,0.676923076923077
EEF1G,SHH,0.676923076923077
TTC6,WNT,0.676923076923077
EEF1G,WNT,0.676923076923077
POLE4,Group3,0.676923076923077
GRID1,SHH,0.676923076923077
C3orf70,Group4,0.676923076923077
FAM13C,WNT,0.676923076923077
PRUNE,Group3,0.676153846153846
ZNF804B,WNT,0.676153846153846
SUMF1,WNT,0.676153846153846
PRUNE,Group4,0.676153846153846
A4GALT,SHH,0.676153846153846
ANKRD50,Group4,0.676153846153846
PRDM13,SHH,0.675916476247682
KIRREL3,WNT,0.675384615384615
CCSER2,WNT,0.675384615384615
CCSER2,SHH,0.675384615384615
