CNTN6,COX4I1,YRDC,CEP170,,,,,,
HK2,SPATA2L,PRICKLE2,GPR21,,,,,,
S100A16,GTF3A,CRX,CACNB3,,,,,,
C20orf196,ZNF829,NISCH,RUNDC3B,,,,,,
EFHD2,COL3A1,RALGPS2,TAOK3,,,,,,
NTRK1,MAPKAPK2,SLC6A9,SYNRG,,,,,,
PCCA,PCDHB2,VPS13A,NCAM2,,,,,,
STK17A,PRDM8,ASUN,GAB2,,,,,,
ZMAT4,BUB1,PITPNA,TMEM150C,,,,,,
ZNRF2,TOX3,CEACAM21,GRM8,,,,,,
CDPF1,GLI1,PTP4A3,CUX2,,,,,,
MEGF6,CTC-360G5.1,SSBP3,SLFN5,,,,,,
FBN1,ELAVL4,CLIC6,CHN2,,,,,,
NPTN,TCERG1L,DGKI,C2orf69,,,,,,
RCN1,FRMD4A,SLC5A8,HOXC13,,,,,,
EVI2A,ASPDH,AKIRIN1,SYT4,,,,,,
STC1,ZNF486,DTD2,CYTH3,,,,,,
ESPNL,SLC4A11,EYS,MYO5A,,,,,,
HOXA13,PPM1H,FAM183A,CTNNBIP1,,,,,,
LRP4,TRIM46,TFB1M,SORBS1,,,,,,
MARCH11,GLTSCR2,TGFB3,TMCC3,,,,,,
NHS,ALDH1A3,PCSK2,PAG1,,,,,,
TMEM206,MRPS12,GSG1,AP5M1,,,,,,
C21orf33,IL17RD,C21orf90,ATP6V1D,,,,,,
KANK1,CLMP,RRP15,MSI1,,,,,,
NXN,PDE10A,SLC43A2,RGS7BP,,,,,,
THSD1,THG1L,LMNB1,BEGAIN,,,,,,
XYLT2,SLC45A1,PMEPA1,CCDC120,,,,,,
RIN1,GABRA2,XPO4,DAPK2,,,,,,
ETV5,EPB41L4A,PFKL,ISLR2,,,,,,
GCNT1,UBE2QL1,PIGH,ASXL3,,,,,,
COL2A1,CCND1,VDAC1,ATP9A,,,,,,
P4HA1,COL8A1,C11orf96,DCBLD2,,,,,,
SP9,GYPC,PROKR2,CADPS2,,,,,,
TNFRSF11B,PALM,CAMK2D,LPHN3,,,,,,
EEPD1,CEBPA,ATP7B,SLC31A1,,,,,,
NTN5,PUS1,FGD5,SAMD14,,,,,,
KIRREL3,TMSB15A,ATP6V1B2,TOR3A,,,,,,
LRRTM1,IGFBP6,NAA25,SH2B2,,,,,,
BMP2,FAM111B,CCPG1,FRS2,,,,,,
HS3ST1,TCF12,PTPRU,TRIM67,,,,,,
DSE,ROBO2,PNO1,STX1B,,,,,,
PKP2,NIPA2,RP11-176H8.1,PTGER2,,,,,,
DDC,C7orf31,TULP1,SULF1,,,,,,
ADAM11,ANXA1,REEP1,DNM3,,,,,,
GAP43,APIP,C14orf79,KHDRBS2,,,,,,
CDKL1,HMGCLL1,VSTM2L,SGK223,,,,,,
MATN4,MAN2A1,HCN2,CLIP1,,,,,,
ST6GAL2,MYL7,RIOK2,ABCC9,,,,,,
PIWIL4,AFF3,YIPF5,HRASLS,,,,,,
FZD6,SDC2,FAM114A2,KCNIP4,,,,,,
NYNRIN,NMU,DAP3,MTSS1,,,,,,
PKDCC,NDUFS4,TMEM233,CD200,,,,,,
IFNLR1,DCC,MRPS18A,SBK1,,,,,,
GOLGA7B,GLI2,NDUFAF2,ST3GAL6,,,,,,
PGM5,BARHL2,C14orf23,DLG3,,,,,,
MEST,STAM,RP1,AKR1C1,,,,,,
ADAM12,SEPTIN11,LNP1,EIF4E,,,,,,
BMP4,CPLX1,RNASEH2B,SH3GL3,,,,,,
CADM1,PDPN,SMARCD3,MARCH8,,,,,,
MINOS1-NBL1,MYO3A,FEZ2,KCNH8,,,,,,
NCMAP,LPHN2,GALP,APBA1,,,,,,
ILVBL,QSOX1,GTF2F2,RAD52,,,,,,
LMCD1,EMILIN3,PARD6B,KIAA1468,,,,,,
PLCB1,PTPLA,TRIB1,OSBPL11,,,,,,
MYO5B,NLRP1,PRKAA2,PTPN5,,,,,,
NPS,TRIM71,WWC1,ST6GAL1,,,,,,
P2RX6,SYCE1L,DMRTA2,MYCBP2,,,,,,
RNF215,SPNS2,,SLC24A4,,,,,,
STX1A,HS3ST5,,MPPED1,,,,,,
HOXD10,TBCB,,SLC8A3,,,,,,
PTPRN,LGALS3,,NSG1,,,,,,
ST3GAL4,ADAMTS6,,RNF144A,,,,,,
CCDC80,GNB2,,KCTD1,,,,,,
LRRC3B,PRKCB,,KLHL5,,,,,,
MEIS1,KCND3,,SHB,,,,,,
SFMBT2,HIVEP3,,CDYL2,,,,,,
LRRC10B,EP400,,SYCP1,,,,,,
MAPK4,NOTCH1,,KCTD8,,,,,,
HOXD13,FAHD2B,,RALYL,,,,,,
C19orf81,STK10,,NHLRC1,,,,,,
TGFBI,LRRK1,,GTF3C4,,,,,,
GAREM,PLEKHG4B,,SLC10A4,,,,,,
DCUN1D3,ARHGAP11B,,SP2,,,,,,
RGS17,CPM,,KCNK2,,,,,,
CDC42EP1,CDH7,,EPHA6,,,,,,
RAB11FIP4,MZT2B,,CRTC3,,,,,,
CTNNAL1,BCL2,,LRRC7,,,,,,
CAND2,WNT5A,,SCRT2,,,,,,
CYBA,CLIP2,,MRM1,,,,,,
FBXO17,AL009178.1,,GSPT2,,,,,,
FNDC3B,BMP5,,ARID2,,,,,,
DSCR4,TSPAN18,,CBLN4,,,,,,
GALNT14,TGFB2,,SYNJ2,,,,,,
HOMEZ,NGFR,,NANOS3,,,,,,
FUCA2,BCL11A,,BARHL1,,,,,,
LAMB1,SERP2,,MSRA,,,,,,
PACSIN3,TMEM98,,CACNA1C,,,,,,
PCDH8,DAGLA,,DOCK3,,,,,,
CDKN1C,ZEB1,,L3MBTL3,,,,,,
TSPAN3,OXSR1,,SETMAR,,,,,,
OSBPL3,PFDN5,,FNBP1,,,,,,
TRIQK,CYP11A1,,PIP4K2A,,,,,,
LGALSL,IRX1,,APC,,,,,,
UBE2E2,NCALD,,SH3PXD2A,,,,,,
HOXC5,SYPL1,,TMEM86A,,,,,,
CAMK2G,COL15A1,,RPGRIP1,,,,,,
FRMD6,LINC00632,,MACF1,,,,,,
LRRC55,EIF3H,,GRIA2,,,,,,
FCGRT,PBX3,,SNCA,,,,,,
FRMPD2,ZNF516,,CERS1,,,,,,
BRE,ADAM23,,FBLIM1,,,,,,
IFI27L2,LNX2,,PRKRIP1,,,,,,
ONECUT2,MIPEP,,PNMA1,,,,,,
RTKN,PRDM13,,TMEM30A,,,,,,
PTGFRN,MYD88,,KAT2B,,,,,,
TCIRG1,KRBOX1,,MTUS1,,,,,,
TSC22D2,SNAPC1,,LONRF2,,,,,,
ASCL5,OMD,,BTN2A2,,,,,,
COLEC12,PRLR,,PDE9A,,,,,,
FAM172A,RPL4,,RADIL,,,,,,
VGLL4,ZNF90,,MAGI2,,,,,,
FBXO32,TMEM229B,,FAM13B,,,,,,
NKD2,SLC16A9,,DPYSL3,,,,,,
ACSL6,DOCK10,,DYNC1I1,,,,,,
SYNDIG1,FGF14,,IGF1R,,,,,,
RERG,KIF26A,,KCNJ11,,,,,,
TMEFF2,RPIA,,PGRMC2,,,,,,
KIAA1199,C1QL1,,ATP6V0E2,,,,,,
DPM3,NUAK2,,MAPK8IP1,,,,,,
MYOT,SH2D3C,,CLK3,,,,,,
PTGS1,MICAL1,,PLCXD2,,,,,,
IFI27,SIVA1,,TMEM178B,,,,,,
CCBE1,SEC24D,,KIAA1598,,,,,,
SVIL,IFITM10,,FXYD6,,,,,,
FGFRL1,CTC-786C10.1,,NFE2L3,,,,,,
FZD7,ABCB4,,ANKRD30B,,,,,,
AC092675.3,LRRC18,,ELAVL2,,,,,,
GALNT18,PRKD1,,CCND2,,,,,,
DEFA5,CECR2,,FAM222A,,,,,,
HOXD8,LZTS3,,NAB1,,,,,,
FAM196A,MST4,,NOVA1,,,,,,
PLAT,NLGN1,,GREM2,,,,,,
PLEKHH2,EBPL,,SNX10,,,,,,
SOCS6,RPL22L1,,PPP1R1A,,,,,,
VWA5B2,TRAK1,,MCF2L,,,,,,
EML6,CPQ,,TJP1,,,,,,
MEGF11,KHDRBS3,,PURB,,,,,,
TSPAN8,RARB,,KIAA0319,,,,,,
DAD1,UBASH3B,,DPYSL5,,,,,,
FSTL4,GRIA4,,ASTN2,,,,,,
GPC6,RAB22A,,LARP1B,,,,,,
NECAB1,MIIP,,CMC1,,,,,,
RNF183,LTB4R,,ELMO1,,,,,,
SHC1,BTBD3,,AFF2,,,,,,
THSD7A,ITPK1,,AKT3,,,,,,
CHST11,BTBD17,,DCLK1,,,,,,
RAB11FIP2,PODN,,PGS1,,,,,,
BMP7,MDFIC,,RFX3,,,,,,
TMEM45A,ALDH1L2,,ERC1,,,,,,
NGLY1,RPL19,,TMEM132A,,,,,,
LGR5,PLCXD3,,C8orf48,,,,,,
ACE,MS4A4A,,SBP1,,,,,,
CRLS1,SIK1,,PAPPA,,,,,,
COL5A1,POU6F2,,EPG5,,,,,,
TGFA,SPOPL,,SPTAN1,,,,,,
DLX4,MYOZ3,,NAA35,,,,,,
PRRX1,PCBP3,,IFFO2,,,,,,
MSX2,PLCL1,,CCNT2,,,,,,
CRYZ,LHFPL2,,TOX,,,,,,
HDLBP,PCNXL2,,PTEN,,,,,,
AUTS2,TGDS,,EXPH5,,,,,,
TYW3,PLXNC1,,PIK3C3,,,,,,
CTNNA1,CHSY1,,TRIM39,,,,,,
AC069368.3,RPL34,,GPR12,,,,,,
TLR2,DOCK11,,AKR1C2,,,,,,
PTBP3,PRKCZ,,MAML3,,,,,,
GRB10,COL25A1,,MCC,,,,,,
TBC1D30,PBX1,,QSER1,,,,,,
AK5,CLDN4,,TMTC2,,,,,,
PKP4,POU3F2,,BBS2,,,,,,
ZNF576,FGGY,,PRKX,,,,,,
CAPN2,MRPS22,,NCKAP1,,,,,,
EGFLAM,GINS4,,C13orf45,,,,,,
PSMG1,MYO7B,,UBAP1L,,,,,,
CEP112,IQSEC2,,ESRRG,,,,,,
HRASLS5,SLC36A1,,FAM161B,,,,,,
NKD1,HAPLN3,,FXYD6-FXYD2,,,,,,
SERTAD4,KLF6,,FBXO11,,,,,,
MAML2,ESR2,,SHISA9,,,,,,
RUNX2,SBSPON,,SLC12A6,,,,,,
S100A11,RASSF9,,ALS2,,,,,,
EPHA7,GPX7,,ATXN1,,,,,,
ENPP6,CSNK1E,,CDH1,,,,,,
LHX8,SMYD2,,RASSF4,,,,,,
BCAR3,FUT9,,LRCH1,,,,,,
FAM131A,ADAMTS14,,TAL1,,,,,,
TMEM74B,ABTB2,,FAM185A,,,,,,
DNAH2,DBF4,,ASAP2,,,,,,
KLHL42,EEF1B2,,SCN3B,,,,,,
ARHGAP22,COMMD10,,KCNH7,,,,,,
LDLRAP1,ANKRD6,,NHSL2,,,,,,
SMARCD2,NRG3,,GPR27,,,,,,
PAQR8,PLCH1,,DSCAML1,,,,,,
BCAT2,PVRL3,,MAGI3,,,,,,
SPRY2,,,TBCCD1,,,,,,
SIL1,,,SEMA3A,,,,,,
DNASE2,,,SLC6A6,,,,,,
GPR98,,,SLC7A14,,,,,,
FZD2,,,SYT6,,,,,,
HUNK,,,GTDC1,,,,,,
TPM1,,,TMEM108,,,,,,
PLIN3,,,ABLIM1,,,,,,
GALNT15,,,KLHDC10,,,,,,
KCNA2,,,SNRK,,,,,,
EHD3,,,PPP2R3A,,,,,,
LEPRE1,,,RPRD2,,,,,,
CNGA3,,,RSPO2,,,,,,
ANXA2,,,PPP1R12B,,,,,,
NPNT,,,SLC9A6,,,,,,
HOXD4,,,CHST12,,,,,,
COL4A5,,,MLLT4,,,,,,
MKX,,,SLC16A7,,,,,,
AKAP12,,,ATXN7L1,,,,,,
MAGEC3,,,CHRM3,,,,,,
HOXC4,,,ITSN1,,,,,,
CDC42EP3,,,EN2,,,,,,
ALCAM,,,ARHGEF12,,,,,,
MARVELD1,,,PRKAR2B,,,,,,
C18orf42,,,MYB,,,,,,
OLFM1,,,NRG2,,,,,,
PCGF5,,,TBC1D12,,,,,,
PRSS56,,,PITPNM3,,,,,,
RASSF3,,,PPAPDC1A,,,,,,
RSRC1,,,CRY2,,,,,,
TENM3,,,MED7,,,,,,
PLEKHA7,,,NPRL2,,,,,,
CRYL1,,,MGAT5,,,,,,
IQSEC3,,,FOXP2,,,,,,
TRIM5,,,PHTF2,,,,,,
RORA,,,LMX1A,,,,,,
COL13A1,,,KL,,,,,,
SNX21,,,ELOVL5,,,,,,
FUT5,,,BRINP1,,,,,,
PDZK1,,,CSRP2,,,,,,
SGCD,,,CCDC97,,,,,,
NRTN,,,RELN,,,,,,
VWDE,,,HERC1,,,,,,
YAP1,,,MB21D2,,,,,,
ITGA8,,,TENM4,,,,,,
ERO1LB,,,TLL1,,,,,,
ACCS,,,ELFN2,,,,,,
HOXD11,,,GNA11,,,,,,
PCSK1,,,PXK,,,,,,
GNG11,,,PTPRZ1,,,,,,
RASL11B,,,STOX2,,,,,,
SCUBE1,,,,,,,,,
SOX7,,,,,,,,,
RSPO1,,,,,,,,,
SP5,,,,,,,,,
MRVI1,,,,,,,,,
RNF112,,,,,,,,,
EPDR1,,,,,,,,,
CACNA1D,,,,,,,,,
PCSK9,,,,,,,,,
GABRD,,,,,,,,,
FJX1,,,,,,,,,
MFAP4,,,,,,,,,
C8orf56,,,,,,,,,
ZNF804B,,,,,,,,,
CYB5R2,,,,,,,,,
ZHX2,,,,,,,,,
BRD7,,,,,,,,,
KIF7,,,,,,,,,
GLCE,,,,,,,,,
TMEM196,,,,,,,,,
RNF212,,,,,,,,,
DSC2,,,,,,,,,
NPFFR1,,,,,,,,,
PDZRN3,,,,,,,,,
SIX5,,,,,,,,,
SNPH,,,,,,,,,
GCDH,,,,,,,,,
GNAI2,,,,,,,,,
HSD17B14,,,,,,,,,
FBLN1,,,,,,,,,
SMIM19,,,,,,,,,
TMEM260,,,,,,,,,
PIGU,,,,,,,,,
IFT57,,,,,,,,,
VIT,,,,,,,,,
DDR2,,,,,,,,,
TVP23B,,,,,,,,,
SLC6A1,,,,,,,,,
ZCCHC24,,,,,,,,,
CCNJL,,,,,,,,,
ERP44,,,,,,,,,
SEMA6D,,,,,,,,,
OSR2,,,,,,,,,
TMEM215,,,,,,,,,
