NAV2,PBX4,TRPC7,DDX23,,,,,,SLCO5A1
TMEM165,MTMR7,ANKRD37,AGTR1,,,,,,
AMPD3,FAM84A,CENPW,LRIG2,,,,,,
SLC4A4,NOX4,TACR3,ATP6AP2,,,,,,
TMEM51,SOX13,MOCS2,RP11-247C2.2,,,,,,
BTD,CMIP,TMEM183A,NOL4,,,,,,
SNTG1,SPHKAP,ZNF433,LRRC4B,,,,,,
COTL1,EPB41L4A-AS2,MAP4,PCDHB8,,,,,,
KCNIP1,WDFY4,RPRM,MEIS2,,,,,,
ZNRF3,PDE1A,EYA2,ROGDI,,,,,,
ADORA1,PDE3A,FAM149A,BACH1,,,,,,
ATP8A2,ITPA,COX7C,C4orf21,,,,,,
TNFRSF21,CSMD1,SORBS2,EPAS1,,,,,,
HTRA3,TTBK1,SMAD9,MED13L,,,,,,
LPIN1,TCF4,CAMKV,CEP120,,,,,,
ACKR3,ZNF93,KCNC4,DTX1,,,,,,
PDE11A,ADCY8,MAP7,MKLN1,,,,,,
ASTN1,PHACTR3,NPTX1,NBEA,,,,,,
SKP2,LRRC16A,CNGB3,TAOK2,,,,,,
TNFRSF19,EPB41L4B,SERTAD3,RDH10,,,,,,
RAVER2,FAM43B,CACNA2D4,KIAA0232,,,,,,
EMB,KCND2,MRPS6,DEF8,,,,,,
LGI4,SCG5,B3GALNT2,SPAST,,,,,,
PTPRH,LPP,ARL4D,HS3ST2,,,,,,
FAM179A,SHROOM2,FBXL13,TRIM24,,,,,,
MMP14,PPP2R2C,ADIPOR2,PRX,,,,,,
RNF43,EDA2R,GLCCI1,SNN,,,,,,
GPR161,MMP16,NKX3-2,DPP6,,,,,,
E2F7,BNC1,RP11-187E13.1,IGSF3,,,,,,
CLU,PDRG1,CRHBP,TMEM240,,,,,,
TPO,AASS,GAS7,NPR2,,,,,,
ILDR2,GREB1L,MARCH1,ST18,,,,,,
FGFR2,UNC5C,TEAD3,GNA12,,,,,,
BACH2,INSM2,ABT1,ACVR1,,,,,,
XBP1,TRPS1,APBB2,SNX16,,,,,,
EFNA4,L3MBTL4,POTEF,FAM110B,,,,,,
LRRC16B,INPP4B,SV2C,KIAA0930,,,,,,
CREB5,RPGRIP1L,WASF3,C16orf95,,,,,,
C5orf15,RAB20,RP11-127H5.1,PDK2,,,,,,
KCTD5,C16orf89,RGS6,KRAS,,,,,,
SOX6,BCL2L11,EPHA8,BRAP,,,,,,
CCDC88C,MBNL1,LRRTM2,PCDHB7,,,,,,
AC024592.12,SLC44A3,INPP5K,DLX5,,,,,,
IRX5,DRD2,KIAA1107,RIC8B,,,,,,
KRT83,NPM1,MAPKAPK5,C1orf216,,,,,,
SLIT2,FLNB,NSG2,C12orf49,,,,,,
IL1RAPL1,ADK,ETV1,AC008060.7,,,,,,
IL17D,IGFBP5,NLN,DIRAS3,,,,,,
MMP28,GBP1,SMYD3,DLG2,,,,,,
S100A4,SRL,RP11-565P22.6,TRIM9,,,,,,
GJA3,SPC25,PVRL1,KIF1B,,,,,,
SEL1L3,SFRP1,LIN28B,TCEAL2,,,,,,
ZNF503,ZNF765,TDRP,AACS,,,,,,
SRGAP2,PCNT,PCK2,SLC11A2,,,,,,
FZD10,COL21A1,BTC,SLC6A3,,,,,,
PRMT3,RAP1GAP2,TMEM132D,SPIRE1,,,,,,
C15orf38-AP3S2,DAPL1,TTYH3,RFXAP,,,,,,
ARHGEF28,ING1,TMEM244,GFPT2,,,,,,
MAF,CACNG4,ALDH4A1,TRAF3,,,,,,
PEX11A,DAAM1,FANCF,SPOCK2,,,,,,
PRDM1,RAB33A,NOS1AP,PAFAH1B1,,,,,,
C9orf3,TFAP4,CNNM4,DGKB,,,,,,
FAM211A,SRI,AC016559.1,SUDS3,,,,,,
SCARF2,HELB,ALKBH3,RGAG4,,,,,,
NACC2,DRAM2,ZBED6CL,RYBP,,,,,,
TMEM151A,ABCB9,GGA2,TSHZ1,,,,,,
LMO2,FAM198B,DDX55,TEX14,,,,,,
COL23A1,SACS,COL27A1,SAP130,,,,,,
CCDC3,HIST3H2BB,ENAH,TMEM117,,,,,,
FOXF1,PSRC1,GHR,ENHO,,,,,,
ITGA6,C12orf29,SHROOM3,LBX1,,,,,,
REXO2,PCDH11X,LRAT,NKAIN3,,,,,,
RTTN,FAM213B,ARID3B,CNTNAP2,,,,,,
CYP39A1,SWT1,LHX9,CCSER1,,,,,,
BHLHE40,TMEM121,CD70,GSG1L,,,,,,
NBL1,ADAMTS15,LPGAT1,EBF1,,,,,,
WNT11,MED10,ARNTL,SIX6,,,,,,
DSCR8,GAS1,TCF7L2,RAB6B,,,,,,
VSTM2A,AC011897.1,ZNF736,RPRD1A,,,,,,
RGL1,GRIN2A,FRMPD1,FBXO28,,,,,,
PIEZO2,KIAA0922,SEPHS2,NSFL1C,,,,,,
PLA2G16,KCNK12,KANSL2,HCRTR1,,,,,,
SH3D19,PGM1,SAMD3,PTCHD2,,,,,,
GXYLT2,MPST,TAP1,METTL2B,,,,,,
SYK,NTS,SLC13A4,C14orf132,,,,,,
LRTM1,HHIP,LRRC39,EOMES,,,,,,
SGSM1,GCNT2,PRKD3,KRT222,,,,,,
LRRC53,FARP2,NEFM,TWF1,,,,,,
SHISA2,PGAM2,ARHGAP18,GLRB,,,,,,
CNTN5,SOX2,ZNF397,TRPC5,,,,,,
ATP8A1,NDP,LRGUK,PDZD4,,,,,,
PITPNM2,B4GALT5,SLC29A4,CTD-2162K18.4,,,,,,
NTM,AL354993.1,WBP11,MAP2,,,,,,
CAST,IL27RA,ZNF491,SOX11,,,,,,
GABRE,ING5,PALMD,KLHL22,,,,,,
EMID1,SATB2,CNTNAP5,DAPK1,,,,,,
ABCD2,RPA4,AKNA,CELF4,,,,,,
CLYBL,STK25,SLC15A4,OAS3,,,,,,
ZIC5,UTP14A,JMY,CAP2,,,,,,
CACHD1,RGS9,MAB21L2,EPHA5,,,,,,
INSIG2,MND1,VRK1,TANC2,,,,,,
LURAP1L,CACNG7,ANO2,HIRIP3,,,,,,
PTN,EFNB2,FZD8,ATP6V0A2,,,,,,
LDLRAD3,IGLON5,HSPB8,PDE1C,,,,,,
ENTPD8,FUT8,MED8,CHRD,,,,,,
SLC39A8,CNKSR2,TRAK2,TPBG,,,,,,
VIM,SRGAP1,ZSCAN12,B3GAT1,,,,,,
LRIG3,ATP1B3,ERI3,KBTBD11,,,,,,
PRUNE2,CEBPB,FCER2,MLLT3,,,,,,
SYT14,NMNAT2,ABCB8,GNAL,,,,,,
COLGALT2,RPL37A,PDE6H,GDF7,,,,,,
C1orf74,CA14,EXTL3,ACHE,,,,,,
FAT3,DZIP1,C14orf144,AIF1L,,,,,,
HSPB1,TCEB2,CTD-3214H19.16,CCNH,,,,,,
SIPA1L2,ITGBL1,LPPR5,SLIT3,,,,,,
DNAJC10,PTX3,BNC2,TET1,,,,,,
IQCA1,DMRTA1,USP2,C1orf115,,,,,,
CELF6,RP11-680G10.1,UBE2F,TNRC6C,,,,,,
GALNT12,EXOC2,SPATS2L,LMBRD2,,,,,,
MRPL52,ITPR3,GUCY2D,CTD-2116N17.1,,,,,,
ATG13,NTRK3,VASH1,CITED2,,,,,,
CLDN11,PRKAG2,APCDD1L,DLGAP1,,,,,,
TAF1D,DPF3,DCT,ABRACL,,,,,,
C9orf9,MMP17,POLR3G,ENC1,,,,,,
NKX6-1,PRIMA1,CRY1,BMI1,,,,,,
OBSL1,TEX15,ARR3,EFNB1,,,,,,
ADAMTS5,BOC,RTN4RL1,LONRF1,,,,,,
PITX1,SPHK1,SLITRK3,PNMAL2,,,,,,
SHISA4,RP11-830F9.6,C5orf30,JPH3,,,,,,
PPP1R16B,CALN1,FAM180B,TRIM45,,,,,,
GPX8,PREX1,LRRC34,KIAA1549,,,,,,
CUBN,PPARGC1B,CMSS1,SLC26A11,,,,,,
RAI2,RAB26,LAPTM4B,GNG2,,,,,,
TMEM2,RPL14,ST5,PXMP4,,,,,,
CDC14A,BCL6,CBLB,TTC3,,,,,,
IRX2,SULT1C4,FGFBP3,CTTNBP2,,,,,,
PHF21B,UCHL1,LACTB2,TMEM155,,,,,,
MYO1B,NDST3,FAM19A4,LYRM9,,,,,,
PRKCA,CNTN2,CASZ1,NETO2,,,,,,
ALDH1L1,CXorf57,IMPDH1,ADCY1,,,,,,
SIRPA,DCDC1,PSMA6,SPATA13,,,,,,
MPP1,EXOC3L1,SPR,DTNA,,,,,,
MFHAS1,FLNC,PSMD14,SOX4,,,,,,
SCARA3,POLR1D,LMO1,CARD10,,,,,,
S100A13,VSTM4,C1GALT1,CDK14,,,,,,
PDGFD,SPSB4,HMGN5,RAPGEF1,,,,,,
KLF15,KCNG1,HTR1A,MID2,,,,,,
UST,HDAC4,TTLL5,RC3H1,,,,,,
TMEM9,PDE3B,CPPED1,COMMD3-BMI1,,,,,,
PRPH,MC5R,IQSEC1,INPP5F,,,,,,
TWIST2,SLC35D2,ELSPBP1,IDS,,,,,,
PDGFC,GNAS,ISL2,MAB21L1,,,,,,
NECAB2,CYYR1,B9D2,SYNPR,,,,,,
LZTFL1,FRYL,DENND1A,CGGBP1,,,,,,
LRRN1,ST8SIA5,FBXO10,SNAPC3,,,,,,
KAZN,CHPT1,CHGA,NFIB,,,,,,
TMEM158,NELFCD,MTFR1,TMEM167A,,,,,,
NLRP11,HIVEP2,IQCK,RIMS4,,,,,,
TMEM99,SYT7,FSTL5,B3GNT8,,,,,,
NRCAM,MCCC1,ARHGAP44,PRPSAP1,,,,,,
TMEM100,PDLIM3,WDR62,FOSL2,,,,,,
TRIB2,RPS5,IMPG2,CDH18,,,,,,
BIRC3,LSM6,TPD52,LHX1,,,,,,
GMPR2,PLXND1,SUMO3,CPEB2,,,,,,
GSS,CEND1,ASS1,TP53BP2,,,,,,
TSPAN5,METTL1,DLGAP2,PDE4B,,,,,,
COL12A1,ARHGEF26,ERMAP,H2AFV,,,,,,
CA10,FAT1,FAM135B,PHACTR2,,,,,,
SLC13A3,KCNT2,DLEU7,CDH23,,,,,,
SLC12A2,EIF2A,ZFHX4,NR3C2,,,,,,
RAB3IL1,ARHGAP11A,SH3RF1,TRMT11,,,,,,
RHOU,GMPS,PRPH2,BHLHE22,,,,,,
PMP22,ERF,MPP4,GRIN3A,,,,,,
SMIM4,PABPC5,TFB2M,CNPY1,,,,,,
EPHA4,RBMS3,C2orf71,RUSC2,,,,,,
SDK1,CAV2,REL,CA4,,,,,,
SPATA18,SYNGR3,USP49,CMPK2,,,,,,
ADAMTSL1,GAB1,SPAG6,FAM181B,,,,,,
PSAT1,KCNJ6,SDK2,C1orf61,,,,,,
TST,MTCH1,C7,GNAZ,,,,,,
DLG1,PTCH1,BRIX1,RHBDL3,,,,,,
NUDT2,MAP3K1,TDRD9,SMG8,,,,,,
MMP2,TRIB3,PROSER2,NFIA,,,,,,
AMHR2,NPTX2,HEATR5A,FEZF1,,,,,,
FREM2,SORBS3,PPP3R1,NCOA4,,,,,,
AHCY,RAB36,TPRX2P,SDSL,,,,,,
COL6A3,XRN2,STRADB,MMD2,,,,,,
TMED2,MPEG1,SLITRK1,NUDT4,,,,,,
EXT1,ST8SIA1,DYX1C1,ANKRD12,,,,,,
CACNA1S,OPHN1,OSBPL6,MAPK14,,,,,,
HHIPL2,TLX3,TLN2,RAB12,,,,,,
TH,RPL18,SYTL4,ANKS1B,,,,,,
SUMF1,RPL7,C1orf173,BEX5,,,,,,
MT3,MYO16,SLC8A1,MYO6,,,,,,
ALG2,CPNE2,HIP1,STK32C,,,,,,
ARL6IP4,SMOC2,FLAD1,TMEM132B,,,,,,
IRF8,FILIP1L,NUP205,TMEM161B,,,,,,
APCDD1,NTAN1,IRX6,ARHGEF10L,,,,,,
IGSF11,RPS6KA2,RBM23,FAM19A2,,,,,,
TMEM132C,PLEKHA6,MARS,PGAP1,,,,,,
LINGO1,SLC6A15,STAU2,SLC35G1,,,,,,
PTPRD,SHANK2,LDLRAD4,ABL2,,,,,,
SCARA5,YWHAZ,CSRNP3,ANKFY1,,,,,,
HECW1,DUSP11,FBXW9,GDF1,,,,,,
PAX3,DGKQ,GABRG2,PLXNA2,,,,,,
SEMA4F,BARD1,RNF2,GCNT4,,,,,,
AC007405.2,SSBP2,MTRR,HECA,,,,,,
GLT8D2,ABLIM3,ATP2C1,C2orf49,,,,,,
RNF170,KLHL4,SLC17A7,SHANK1,,,,,,
TTC6,PLD2,GNGT1,SIX1,,,,,,
ARHGAP24,ATOH1,ARHGAP28,FAM101A,,,,,,
NENF,TBX15,PRSS12,FMN2,,,,,,
ADAM19,ESRRB,CCDC177,UNCX,,,,,,
LRP8,SLC2A3,PSMB5,GPM6A,,,,,,
DNAJC27,WEE1,ELL2,ELMOD1,,,,,,
EMC1,RGMB,SLC35F3,MYO10,,,,,,
SLC35F1,PAK7,GAS2,RP11-508N12.4,,,,,,
PLEKHF2,GRHPR,LRRC3,IPCEF1,,,,,,
TEF,UXS1,PHYHIPL,FER,,,,,,
SVEP1,FOXS1,PYROXD1,TNIK,,,,,,
DERL1,NTNG2,FRY,SYNE2,,,,,,
EN1,WDR72,PPP2R2B,UNC5D,,,,,,
JAM3,RBMS1,UCHL3,PDE7B,,,,,,
KCNK3,SCPEP1,KCNQ3,TMEM35,,,,,,
PCDH1,TMEM18,CCT5,PLCL2,,,,,,
HOXD9,FAXDC2,KCNMA1,B4GALT6,,,,,,
TF,POU3F3,PYY,SLFN13,,,,,,
DOK5,SLITRK2,CNGB1,C3orf58,,,,,,
SLC35D3,FHL2,GLB1L2,ERBB4,,,,,,
ARHGAP20,CHRNA5,GLIPR2,AC012215.1,,,,,,
TMPRSS9,RAI14,WDR31,FGF9,,,,,,
YIF1B,SERINC2,ZNF154,HINT3,,,,,,
CCDC8,ZNF43,KRT18,TCEAL5,,,,,,
CCL3,ATP2A3,RXRG,NMNAT3,,,,,,
SV2A,TMEM144,PPTC7,CADM4,,,,,,
ROR2,RFTN2,ALS2CR12,MSRB2,,,,,,
HAND2,C6orf123,MOK,HECTD4,,,,,,
LACTBL1,SH3BGRL3,FAM89A,PARD3,,,,,,
SEC61B,MID1IP1,DNAJB2,FGF12,,,,,,
TNNC1,PPP1R17,B3GALTL,PLCE1,,,,,,
DLX3,CXCR4,PGK1,PER2,,,,,,
ITGA9,EHD1,PDZD2,PDS5B,,,,,,
KCTD16,TSPAN12,ACADS,PRDM2,,,,,,
TENM2,ARAP3,DENND1B,AL117190.2,,,,,,
SORCS3,BVES,EIF2B3,NIPAL3,,,,,,
DKK4,ISPD,AFF1,PGBD4,,,,,,
DNMBP,FBXL16,OR2W3,PHF17,,,,,,
WFS1,SEMA4C,EML1,TNRC18,,,,,,
MBP,CRB1,LCORL,SMPD3,,,,,,
PTPN14,ITGA7,PCOLCE2,RALGPS1,,,,,,
CACNG5,PLEKHG3,RP11-1085N6.3,PARP16,,,,,,
PDIA2,ROR1,TMSB10,NIM1,,,,,,
MYH15,METRN,TNFRSF11A,CPEB4,,,,,,
PPFIBP2,HAS3,RRP9,ANKRD50,,,,,,
CALHM2,MRAP2,IGF2BP3,SCRN1,,,,,,
MYADM,C11orf70,MACROD2,RHEB,,,,,,
TMED3,GCK,BSPH1,KIF1A,,,,,,
STON2,LRP5L,SBK2,EXOC6B,,,,,,
CALD1,IRAK3,GABARAPL1,BRI3BP,,,,,,
PRICKLE1,DCN,UBE2H,SDC3,,,,,,
SERINC5,TTC9B,WASF1,LINGO2,,,,,,
SHOX2,BBX,MYLIP,CHST1,,,,,,
MDP1,TFDP2,PROM1,SEMA3D,,,,,,
HMCN1,PABPC1,AP000783.1,RBM24,,,,,,
TAF12,TCP10L,HLX,CRMP1,,,,,,
PLXDC1,MYOCD,XK,RBFOX2,,,,,,
