Group,WNT,WNT,SHH,SHH,Group3,Group3,Group4,Group4
Attribute,name,correlation,name,correlation,name,correlation,name,correlation
242,ERP44,0.687692307692308,GCK,0.742307692307692,GNGT1,0.672437019555653,EPHB1,0.802307692307692
243,ESPNL,0.726923076923077,GCNT2,0.866923076923077,GORASP2,0.513076923076923,EPS8,0.562307692307692
244,ETFB,0.820769230769231,GDAP1L1,0.512307692307692,GPLD1,0.813076923076923,ERBB4,0.908461538461539
245,ETV5,0.554615384615385,GINS4,0.690769230769231,GPR153,0.690769230769231,ERC1,0.760769230769231
246,ETV6,0.825384615384615,GLDC,0.813846153846154,GPR61,0.830769230769231,ESRRG,0.890769230769231
247,EVC,0.89,GLI1,0.864615384615385,GRAMD1B,0.898461538461538,EVL,0.54
248,EVC2,0.910769230769231,GLI2,0.790769230769231,GRM2,0.695384615384615,EXOC6B,0.58
249,EVI2A,0.514615384615385,GLI3,0.750769230769231,GRSF1,0.554615384615385,EXPH5,0.892307692307692
250,EXT1,0.722307692307692,GLRX3,0.552307692307692,GSG1,0.890769230769231,FAM101A,0.648461538461539
251,FAM131A,0.603076923076923,GLTSCR2,0.566923076923077,GTF2F2,0.523076923076923,FAM110B,0.543846153846154
252,FAM13C,0.676923076923077,GMPS,0.711538461538462,GTF2I,0.542307692307692,FAM13B,0.604615384615385
253,FAM172A,0.556153846153846,GNAS,0.537692307692308,GTF2IRD1,0.519230769230769,FAM161B,0.683846153846154
254,FAM174B,0.932307692307692,GNB2,0.498461538461538,GTPBP10,0.558461538461538,FAM181B,0.674615384615385
255,FAM179A,0.666153846153846,GNG3,0.698461538461539,GUCA1C,0.687367856034893,FAM185A,0.564615384615385
256,FAM196A,0.660769230769231,GPC1,0.746153846153846,GUCY2D,0.930769230769231,FAM19A2,0.8
257,FAM211A,0.626923076923077,GPR173,0.662307692307692,H2AFY2,0.542307692307692,FAM21C,0.548461538461538
258,FAM43A,0.595384615384615,GPR56,0.566153846153846,HAX1,0.583076923076923,FAM222A,0.860769230769231
259,FAM84B,0.612307692307692,GPR85,0.787692307692308,HCFC2,0.693846153846154,FAM65B,0.979230769230769
260,FAT3,0.610769230769231,GPRC5C,0.766923076923077,HCN2,0.883076923076923,FAM69A,0.506923076923077
261,FBLN1,0.592307692307692,GPX7,0.497692307692308,HDDC2,0.495384615384615,FANCB,0.598461538461538
262,FBN1,0.487692307692308,GREB1L,0.901538461538462,HDHD2,0.556153846153846,FBLIM1,0.679230769230769
263,FBXL7,0.886923076923077,GRHPR,0.673846153846154,HDHD3,0.666153846153846,FBN2,0.686923076923077
264,FBXO17,0.683846153846154,GRIA4,0.652307692307692,HEATR5A,0.618461538461539,FBN3,0.733076923076923
265,FBXO32,0.515384615384615,GRID1,0.676923076923077,HEATR6,0.667692307692308,FBXO11,0.807692307692308
266,FBXO4,0.650769230769231,GRIK3,0.566923076923077,HIP1,0.753076923076923,FBXO28,0.795384615384615
267,FCGRT,0.580769230769231,GRIN2A,0.844615384615385,HKR1,0.519230769230769,FBXO6,0.797692307692308
268,FCHSD1,0.740769230769231,GTF3A,0.674615384615385,HLTF,0.764615384615385,FBXO9,0.520769230769231
269,FGF18,0.706153846153846,GYPC,0.738461538461539,HLX,0.853846153846154,FER,0.500769230769231
270,FGF20,0.608461538461538,H2AFZ,0.679230769230769,HMGA1,0.646923076923077,FEZF1,0.927420040126835
271,FGFR1,0.549230769230769,HAPLN3,0.724615384615385,HMGN5,0.787692307692308,FGD4,0.699230769230769
272,FGFR2,0.663076923076923,HAS3,0.866153846153846,HOMER1,0.810769230769231,FGF12,0.91
273,FGFRL1,0.606153846153846,HDAC4,0.734615384615385,HOOK1,0.864615384615385,FGF13,0.796153846153846
274,FJX1,0.623076923076923,HDDC2,0.495384615384615,HSPB8,0.738461538461539,FGF9,0.786923076923077
275,FLRT2,0.856923076923077,HELB,0.523846153846154,HTR1A,0.854615384615385,FGFR1OP,0.599230769230769
276,FNDC3B,0.536923076923077,HHIP,0.738461538461539,IFT43,0.680769230769231,FH,0.66
277,FOXD1,0.67,HIST1H1D,0.610769230769231,IGDCC3,0.718461538461538,FHDC1,0.818461538461539
278,FOXF1,0.601538461538462,HIST3H2A,0.75,IGF2BP1,0.701350049470228,FIBCD1,0.689230769230769
279,FOXL2,0.492307692307692,HIST3H2BB,0.628461538461538,IGF2BP3,0.888461538461539,FLJ30594,0.683076923076923
280,FREM2,0.839230769230769,HIVEP2,0.530769230769231,IK,0.516923076923077,FLRT1,0.507692307692308
281,FRMD6,0.559230769230769,HIVEP3,0.584615384615385,IMPDH1,0.591538461538462,FMN2,0.807692307692308
282,FRMPD2,0.828461538461538,HJURP,0.57,IMPG2,0.941538461538462,FNBP1,0.584615384615385
283,FSTL4,0.850769230769231,HMG20B,0.694615384615385,INHBB,0.868461538461539,FOCAD,0.673076923076923
284,FUCA2,0.634615384615385,HMGCLL1,0.603076923076923,INPP5K,0.516153846153846,FOSL2,0.630769230769231
285,FUT10,0.490769230769231,HRK,0.664615384615385,IQCE,0.589230769230769,FOXG1,0.947956641873348
286,FUT5,0.526153846153846,HS3ST5,0.780769230769231,IQCK,0.806153846153846,FOXP2,0.880769230769231
287,FZD10,0.751538461538462,HS6ST1,0.813076923076923,IQGAP2,0.519230769230769,FREM3,0.901538461538462
288,FZD2,0.694615384615385,HSCB,0.709230769230769,IQSEC1,0.617692307692308,FRS2,0.527692307692308
289,FZD6,0.593846153846154,HSPA12A,0.646923076923077,IRX6,0.624326589923404,FXYD6,0.820769230769231
290,FZD7,0.788461538461539,HSPB2,0.628461538461538,ISL2,0.671285803222205,FXYD6-FXYD2,0.801538461538462
291,GABRD,0.652307692307692,HSPE1,0.492307692307692,JAZF1,0.660769230769231,GAB2,0.529230769230769
292,GABRE,0.546153846153846,IFITM10,0.845384615384615,JMY,0.849230769230769,GCNT4,0.693846153846154
293,GAD1,0.68,IGFBP5,0.727692307692308,JTB,0.679230769230769,GDF1,0.705384615384615
294,GADD45A,0.856153846153846,IGFBP6,0.536153846153846,KANSL2,0.735384615384615,GDF7,0.877692307692308
295,GALNT10,0.597692307692308,IGLON5,0.826923076923077,KCNA5,0.921538461538462,GFPT2,0.613076923076923
296,GALNT12,0.870769230769231,IL17RB,0.825384615384615,KCNB2,0.896153846153846,GFRA2,0.853076923076923
297,GALNT14,0.940769230769231,IL17RC,0.733076923076923,KCNC4,0.725384615384615,GLRA2,0.827692307692308
298,GALNT15,0.726153846153846,IL17RD,0.799230769230769,KCNH1,0.829230769230769,GLRB,0.757692307692308
299,GALNT18,0.603846153846154,IL27RA,0.573076923076923,KCNMA1,0.813076923076923,GLT1D1,0.698461538461539
300,GALNT7,0.790769230769231,ING1,0.673076923076923,KCNQ3,0.659230769230769,GLTPD1,0.575384615384615
301,GAP43,0.886923076923077,ING5,0.495384615384615,KCTD21,0.566153846153846,GNA11,0.683846153846154
302,GAREM,0.553076923076923,INPP4B,0.666153846153846,KCTD6,0.523076923076923,GNA12,0.701538461538462
303,GCDH,0.535384615384615,INSM1,0.733846153846154,KDM1B,0.68,GNAL,0.874615384615385
304,GCNT1,0.518461538461538,INSM2,0.837692307692308,KIAA0101,0.530769230769231,GNAQ,0.576153846153846
305,GDE1,0.496923076923077,IQCJ-SCHIP1,0.652307692307692,KIAA1107,0.756153846153846,GNAZ,0.709230769230769
306,GGACT,0.899230769230769,IQSEC2,0.795384615384615,KIF21B,0.558461538461538,GNG2,0.573076923076923
307,GJA3,0.678427967747794,IRAK3,0.615384615384615,KIRREL2,0.536153846153846,GOLGA8B,0.612307692307692
308,GLCE,0.584615384615385,IRX1,0.83,KLF11,0.858461538461538,GPLD1,0.813076923076923
309,GLI3,0.750769230769231,ISPD,0.773076923076923,KLHL29,0.608461538461538,GPM6A,0.546153846153846
310,GLT8D2,0.485384615384615,ITGA7,0.79,KRT18,0.491538461538462,GPR12,0.906923076923077
311,GMPR2,0.5,ITGBL1,0.633076923076923,LACTB2,0.645384615384615,GPR139,0.860039107515897
312,GNAI2,0.543846153846154,ITPA,0.492307692307692,LAPTM4B,0.854615384615385,GPR153,0.690769230769231
313,GNG11,0.636153846153846,ITPK1,0.617692307692308,LARGE,0.611538461538462,GPR21,0.714615384615385
314,GOLGA7B,0.703846153846154,ITPR3,0.746153846153846,LCORL,0.613076923076923,GPR27,0.506153846153846
315,GORASP2,0.513076923076923,JOSD2,0.74,LDLRAD4,0.923076923076923,GPR52,0.538461538461539
316,GPC1,0.746153846153846,JPH4,0.858461538461538,LHX4,0.902307692307692,GPSM1,0.541538461538462
317,GPC6,0.776923076923077,KCNA3,0.753846153846154,LHX9,0.861319500449147,GREM2,0.626153846153846
318,GPR124,0.554615384615385,KCND2,0.741538461538461,LIN28B,0.866051064936904,GRIA2,0.726153846153846
319,GPR161,0.763846153846154,KCND3,0.615384615384615,LMBRD1,0.593076923076923,GRIK4,0.87
320,GPR173,0.662307692307692,KCNG1,0.665384615384615,LMNB1,0.566923076923077,GRIN3A,0.816153846153846
321,GPR19,0.523076923076923,KCNJ4,0.807692307692308,LMO1,0.779230769230769,GRM2,0.695384615384615
322,GPR56,0.566153846153846,KCNJ6,0.870769230769231,LNP1,0.555384615384615,GRM8,0.753076923076923
323,GPR98,0.840769230769231,KCNK12,0.652307692307692,LPGAT1,0.700769230769231,GRSF1,0.554615384615385
324,GPX8,0.567692307692308,KCNMB4,0.49,LPPR1,0.768461538461539,GSG1L,0.921538461538462
325,GRB10,0.630769230769231,KCNT2,0.832307692307692,LPPR4,0.900769230769231,GSPT2,0.72
326,GSS,0.577692307692308,KCTD17,0.909230769230769,LPPR5,0.919230769230769,GTDC1,0.678461538461538
327,GXYLT2,0.881538461538462,KHDRBS3,0.732307692307692,LRAT,0.757692307692308,GTF2I,0.542307692307692
328,HAND2,0.777558994998614,KIAA0922,0.706923076923077,LRGUK,0.592307692307692,GTF2IRD1,0.519230769230769
329,HDLBP,0.498461538461538,KIAA1549L,0.882307692307692,LRP2,0.57,GTF3C4,0.712307692307692
330,HECW1,0.881538461538462,KIAA1755,0.705384615384615,LRRC2,0.726923076923077,GTPBP10,0.558461538461538
331,HHIPL2,0.642307692307692,KIF21A,0.749230769230769,LRRC3,0.705384615384615,H2AFV,0.596923076923077
332,HIBADH,0.506153846153846,KIF26A,0.764615384615385,LRRC34,0.854615384615385,H2AFY2,0.542307692307692
333,HK2,0.842307692307692,KIRREL,0.535384615384615,LRRC39,0.668461538461539,H3F3C,0.702307692307692
334,HMCN1,0.549230769230769,KLF12,0.803076923076923,LRRC3DN,0.606923076923077,HAGH,0.604615384615385
335,HMG20B,0.694615384615385,KLF13,0.744615384615385,LRRC61,0.616923076923077,HCFC2,0.693846153846154
336,HOMEZ,0.522307692307692,KLF6,0.535384615384615,LRRTM2,0.747692307692308,HCRTR1,0.620888643914659
337,HOXA13,0.628341454728914,KLF7,0.580769230769231,LSM11,0.656923076923077,HDHD2,0.556153846153846
338,HOXC4,0.8,KLHL4,0.832307692307692,LYRM2,0.624615384615385,HDHD3,0.666153846153846
339,HOXC5,0.893340936982969,KRBOX1,0.523076923076923,LYRM5,0.670769230769231,HEATR6,0.667692307692308
340,HOXD10,0.73192040016525,KRT17,0.813846153846154,MAB21L2,0.881538461538462,HECA,0.843076923076923
341,HOXD11,0.563492891509779,KRT19,0.537692307692308,MACROD2,0.795384615384615,HECTD4,0.566923076923077
342,HOXD13,0.660052526050114,KRT31,0.681874560837712,MALSU1,0.553076923076923,HERC1,0.532307692307692
343,HOXD4,0.885720887614888,L3MBTL4,0.873076923076923,MAP10,0.710769230769231,HINT3,0.687692307692308
344,HOXD8,0.806774680936778,LAMC1,0.6,MAP3K13,0.717692307692308,HIRIP3,0.590769230769231
345,HOXD9,0.631185837573576,LGALS3,0.627692307692308,MAP3K4,0.653076923076923,HIST1H2BE,0.585384615384615
346,HPCAL1,0.648461538461539,LGR4,0.582307692307692,MAP4,0.503846153846154,HIST1H4F,0.927692307692308
347,HRASLS5,0.891538461538462,LHFPL2,0.739230769230769,MAP7,0.858461538461538,HLTF,0.764615384615385
348,HS3ST1,0.883846153846154,LINC00632,0.696153846153846,MAPK13,0.681538461538462,HOMER1,0.810769230769231
349,HS3ST3B1,0.807692307692308,LNX2,0.488461538461538,MAPK6,0.574615384615385,HOOK1,0.864615384615385
350,HSCB,0.709230769230769,LPHN2,0.773846153846154,MAPKAPK5,0.719230769230769,HOXC13,0.549934473384021
351,HSD17B14,0.826923076923077,LPP,0.586923076923077,MAPRE2,0.866923076923077,HPCAL1,0.648461538461539
352,HSPB1,0.525384615384615,LRP5L,0.714615384615385,MARCH1,0.833076923076923,HRASLS,0.726153846153846
353,HSPB2,0.628461538461538,LRRC16A,0.911538461538462,MARS,0.712307692307692,HS3ST2,0.583846153846154
354,HTRA3,0.663076923076923,LRRC18,0.626976115652781,MBLAC2,0.558461538461538,IDS,0.523076923076923
355,HUNK,0.883076923076923,LRRK1,0.496153846153846,MBOAT2,0.674615384615385,IFFO2,0.716923076923077
356,IFI27,0.537692307692308,LSM6,0.684615384615385,MC4R,0.70782844163753,IGDCC3,0.718461538461538
357,IFI27L2,0.654615384615385,LTB4R,0.536923076923077,MCF2L2,0.74,IGF1R,0.499230769230769
358,IFNLR1,0.830769230769231,LZTS3,0.514615384615385,MCM9,0.579230769230769,IGSF1,0.594615384615385
359,IFT57,0.801538461538462,MAN2A1,0.592307692307692,MED8,0.607692307692308,IGSF21,0.872307692307692
360,IGSF11,0.705384615384615,MANEA,0.585384615384615,MESP1,0.57,IGSF3,0.636153846153846
361,IL17D,0.870769230769231,MAP2K6,0.608461538461538,MFSD11,0.649230769230769,IL13RA2,0.781538461538462
362,IL17RC,0.733076923076923,MAP3K1,0.768461538461539,MMAB,0.67,INPP5F,0.912307692307692
363,IL1RAPL1,0.628461538461538,MAPKAPK2,0.691538461538462,MMD,0.821538461538462,IPCEF1,0.841538461538462
364,ILDR2,0.6,MARCKS,0.527692307692308,MMP15,0.498461538461538,IQCE,0.589230769230769
365,ILVBL,0.741538461538461,MBNL1,0.810769230769231,MOCS2,0.563846153846154,ISLR2,0.921538461538462
366,INADL,0.762307692307692,MC5R,0.563392182596414,MOK,0.586153846153846,ITSN1,0.498461538461538
367,INSIG2,0.626153846153846,MCCC1,0.635384615384615,MPC1,0.636153846153846,JPH3,0.633846153846154
368,IQCA1,0.856153846153846,MCM2,0.555384615384615,MPP4,0.759230769230769,KALRN,0.726153846153846
369,IQCJ-SCHIP1,0.652307692307692,MDFI,0.693076923076923,MRPS18A,0.518461538461538,KAT2B,0.590769230769231
370,IQSEC3,0.743846153846154,MDFIC,0.746153846153846,MRPS6,0.533846153846154,KBTBD11,0.88
371,IRF8,0.652307692307692,MED10,0.506923076923077,MRS2,0.701538461538462,KCNA1,0.899230769230769
372,IRX2,0.726923076923077,MED12L,0.856153846153846,MSH3,0.647692307692308,KCNA5,0.921538461538462
373,IRX5,0.696923076923077,MET,0.62,MTFR1,0.633076923076923,KCNB2,0.896153846153846
374,ITGA6,0.696923076923077,METRN,0.656923076923077,MTRR,0.732307692307692,KCNH7,0.713076923076923
375,ITGA8,0.709230769230769,METTL1,0.489230769230769,MUT,0.543846153846154,KCNH8,0.656923076923077
376,ITGA9,0.616923076923077,METTL7A,0.531538461538462,MYC,0.826923076923077,KCNIP2,0.54
377,JAM3,0.558461538461538,METTL9,0.556153846153846,MYLIP,0.663076923076923,KCNIP4,0.577692307692308
378,JOSD2,0.74,MFNG,0.888461538461539,MYRIP,0.647692307692308,KCNJ11,0.758461538461539
379,JPH1,0.626923076923077,MGP,0.781538461538462,N4BP3,0.531538461538462,KCNK2,0.905384615384615
380,JPH4,0.858461538461538,MICAL1,0.670769230769231,NAA25,0.554615384615385,KCNMB4,0.49
381,JTB,0.679230769230769,MID1IP1,0.62,NANOS1,0.721538461538462,KCNN1,0.892307692307692
382,KANK1,0.732307692307692,MIIP,0.54,NANS,0.562307692307692,KCTD1,0.713076923076923
383,KAZN,0.742307692307692,MIPEP,0.587692307692308,NAPB,0.652307692307692,KCTD10,0.746923076923077
384,KCNA2,0.843076923076923,MMP16,0.488461538461538,NCKAP5,0.906153846153846,KCTD21,0.566153846153846
385,KCNG4,0.710180874914072,MMP17,0.833076923076923,NDUFA5,0.528461538461539,KCTD8,0.822307692307692
386,KCNH5,0.613076923076923,MMS22L,0.645384615384615,NDUFAF2,0.646153846153846,KDM1B,0.68
387,KCNIP1,0.700769230769231,MND1,0.593846153846154,NDUFAF5,0.536923076923077,KHDRBS2,0.806153846153846
388,KCNK3,0.863846153846154,MOB1A,0.553076923076923,NEFM,0.840769230769231,KIAA0101,0.530769230769231
389,KCTD16,0.668461538461539,MPEG1,0.612307692307692,NISCH,0.646153846153846,KIAA0232,0.565384615384615
390,KCTD17,0.909230769230769,MPG,0.681538461538462,NKX3-2,0.795384615384615,KIAA0319,0.877692307692308
391,KCTD5,0.511538461538461,MPST,0.753076923076923,NLK,0.796153846153846,KIAA0930,0.63
392,KIAA1199,0.513076923076923,MRAP2,0.891538461538462,NLN,0.706153846153846,KIAA1211,0.540769230769231
393,KIAA1755,0.705384615384615,MRPS12,0.53,NME3,0.583076923076923,KIAA1239,0.938461538461539
394,KIF7,0.563846153846154,MRPS22,0.516923076923077,NOS1AP,0.759230769230769,KIAA1468,0.556153846153846
395,KIRREL3,0.675384615384615,MS4A4A,0.502307692307692,NPEPPS,0.673846153846154,KIAA1549,0.516923076923077
396,KLF15,0.563846153846154,MSN,0.611538461538462,NPR3,0.916923076923077,KIAA1549L,0.882307692307692
397,KLHL42,0.686153846153846,MST4,0.541538461538462,NPTX1,0.879230769230769,KIAA1586,0.746923076923077
398,KREMEN1,0.711538461538462,MTCH1,0.513076923076923,NSG2,0.812307692307692,KIAA1598,0.631538461538462
399,KRT83,0.750603148706849,MTERFD1,0.752307692307692,NSMCE2,0.524615384615385,KIAA2022,0.757692307692308
400,LACTBL1,0.582274683928305,MTMR7,0.786923076923077,NT5DC1,0.733846153846154,KIF1A,0.758461538461539
401,LAMB1,0.531538461538462,MXI1,0.543846153846154,NTF3,0.879230769230769,KIF1B,0.526153846153846
402,LDLRAD3,0.803846153846154,MYCL,0.947692307692308,NUBPL,0.809230769230769,KIF21B,0.558461538461538
403,LDLRAP1,0.692307692307692,MYD88,0.558461538461538,NUDT14,0.613076923076923,KL,0.858461538461538
404,LEF1,0.823076923076923,MYL7,0.648970967957888,NUP205,0.668461538461539,KLF11,0.858461538461538
405,LEPRE1,0.529230769230769,MYO16,0.852307692307692,NUP93,0.768461538461539,KLF12,0.803076923076923
406,LGALSL,0.651538461538462,MYO3A,0.79,NUPL2,0.59,KLHDC10,0.651538461538462
407,LGI2,0.530769230769231,MYO7A,0.753076923076923,NXPH4,0.777692307692308,KLHL13,0.770769230769231
408,LGI4,0.738461538461539,MYO7B,0.540488565489527,OMA1,0.577692307692308,KLHL22,0.511538461538461
409,LGR5,0.769230769230769,MYOCD,0.639230769230769,OR2W3,0.941334889503824,KLHL29,0.608461538461538
410,LHX8,0.906153846153846,MYOZ3,0.615384615384615,OSBPL6,0.774615384615385,KLHL36,0.552307692307692
411,LINGO1,0.568461538461538,MZT2A,0.626153846153846,OTX2,0.852307692307692,KLHL5,0.628461538461538
412,LMCD1,0.594615384615385,MZT2B,0.604615384615385,PALMD,0.860769230769231,KRAS,0.763846153846154
413,LMO2,0.721538461538462,NABP1,0.766153846153846,PAPPA2,0.941538461538462,KRT222,0.646651461819555
414,LPIN1,0.63,NCALD,0.595384615384615,PAQR9,0.889230769230769,L3MBTL3,0.648461538461539
415,LRIG3,0.939230769230769,NCAPG,0.53,PARD6B,0.886923076923077,LARP1B,0.710769230769231
416,LRP4,0.711538461538462,NDP,0.829230769230769,PARP12,0.600769230769231,LBX1,0.582564848422128
417,LRP8,0.606153846153846,NDST3,0.846153846153846,PCK2,0.863846153846154,LHX1,0.884615384615385
418,LRRC10B,0.636153846153846,NDUFS4,0.681538461538462,PCOLCE2,0.863076923076923,LHX2,0.915384615384615
419,LRRC16B,0.77,NDUFS5,0.523846153846154,PCSK2,0.81,LHX4,0.902307692307692
420,LRRC3B,0.627692307692308,NELFCD,0.546153846153846,PDC,0.74193378208035,LHX5,0.809272441342984
421,LRRC53,0.727447599530744,NEO1,0.532307692307692,PDE6H,0.883404268030891,LINGO2,0.920769230769231
422,LRRC55,0.876923076923077,NFATC1,0.795384615384615,PDHB,0.514615384615385,LMBRD1,0.593076923076923
423,LRRN1,0.611538461538462,NFATC4,0.574615384615385,PDSS2,0.606923076923077,LMBRD2,0.542307692307692
424,LRRTM1,0.568461538461538,NGEF,0.57,PDZD2,0.524615384615385,LMX1A,0.915384615384615
425,LRTM1,0.593078878254205,NGFR,0.529230769230769,PEX2,0.779230769230769,LOH12CR2,0.54
426,LURAP1L,0.706153846153846,NIPA2,0.546153846153846,PFKL,0.600769230769231,LONRF1,0.799230769230769
427,LZTFL1,0.663076923076923,NKAIN1,0.881538461538462,PGK1,0.523076923076923,LONRF2,0.858461538461538
428,MAF,0.643076923076923,NLGN1,0.89,PHYHIPL,0.719230769230769,LPAR4,0.896923076923077
429,MAGEC3,0.683846153846154,NLGN4X,0.882307692307692,PIEZO1,0.640769230769231,LPHN3,0.756923076923077
430,MAML2,0.699230769230769,NLRP1,0.7,PIGH,0.605384615384615,LPPR3,0.866923076923077
431,MAN1C1,0.702307692307692,NMNAT2,0.868461538461539,PITPNA,0.496153846153846,LPPR4,0.900769230769231
432,MAP2K6,0.608461538461538,NMU,0.732307692307692,PLA2G4C,0.896153846153846,LRCH1,0.623076923076923
433,MAPK4,0.691538461538462,NOTCH1,0.65,PLSCR2,0.610043157119234,LRIG2,0.513076923076923
434,MARCH11,0.542307692307692,NOTCH2,0.730769230769231,PMEPA1,0.695384615384615,LRRC38,0.870769230769231
435,MARVELD1,0.656153846153846,NOVA2,0.776923076923077,PNMA3,0.572307692307692,LRRC4B,0.879230769230769
436,MATN4,0.700769230769231,NOX4,0.751538461538462,PNMAL1,0.574615384615385,LRRC7,0.693846153846154
437,MBP,0.549230769230769,NPM1,0.723076923076923,PNO1,0.505384615384615,LSM11,0.656923076923077
438,MDP1,0.572307692307692,NPTX2,0.565384615384615,POLE4,0.676923076923077,LYRM2,0.624615384615385
439,MEGF11,0.668461538461539,NR2F1,0.862307692307692,POLR3G,0.544615384615385,LYRM5,0.670769230769231
440,MEGF6,0.647692307692308,NRG3,0.64,POTEF,0.54,LYRM9,0.674615384615385
441,MEIS1,0.902307692307692,NSMCE2,0.524615384615385,PPIL6,0.602307692307692,MAB21L1,0.839230769230769
442,MEST,0.53,NT5DC1,0.733846153846154,PPM1A,0.743846153846154,MACF1,0.490769230769231
443,METTL7A,0.531538461538462,NTAN1,0.527692307692308,PPM1D,0.707692307692308,MAGI2,0.731538461538462
444,MFAP4,0.523846153846154,NTN1,0.834615384615385,PPM1E,0.744615384615385,MAGI3,0.660769230769231
445,MFHAS1,0.741538461538461,NTN4,0.874615384615385,PPP2R2B,0.923846153846154,MAML3,0.667692307692308
446,MFNG,0.888461538461539,NTNG2,0.709230769230769,PPP3R1,0.516153846153846,MAP10,0.710769230769231
447,MID1,0.705384615384615,NTRK3,0.900769230769231,PPTC7,0.762307692307692,MAP2,0.778461538461538
448,MINOS1-NBL1,0.810769230769231,NTS,0.721388622312235,PRICKLE2,0.816153846153846,MAP3K13,0.717692307692308
449,MKX,0.594615384615385,NUAK2,0.806923076923077,PRKAA2,0.492307692307692,MAP3K2,0.500769230769231
450,MMAB,0.67,NYAP1,0.773846153846154,PRKD3,0.486923076923077,MAPK13,0.681538461538462
451,MMP14,0.811538461538462,OGN,0.516153846153846,PRKG2,0.792307692307692,MAPK14,0.602307692307692
452,MMP2,0.648461538461539,OMD,0.543076923076923,PROKR2,0.916089570911036,MAPK6,0.574615384615385
453,MMP28,0.663076923076923,OPHN1,0.720769230769231,PROM1,0.669230769230769,MAPK8IP1,0.511538461538461
454,MOB1A,0.553076923076923,OPRM1,0.707692307692308,PROSER2,0.509230769230769,MAPRE2,0.866923076923077
455,MOBP,0.646923076923077,OSTC,0.503846153846154,PRPH2,0.856153846153846,MARCH8,0.588461538461538
456,MPP1,0.674615384615385,OXSR1,0.531538461538462,PRSS12,0.572307692307692,MARCKS,0.527692307692308
457,MRPL32,0.724615384615385,PABPC1,0.513846153846154,PRUNE,0.676153846153846,MARK4,0.536153846153846
458,MRPL52,0.542307692307692,PABPC5,0.753846153846154,PSMA6,0.57,MB21D2,0.623076923076923
459,MRVI1,0.588461538461538,PAK3,0.656923076923077,PSMB5,0.516923076923077,MCC,0.876153846153846
460,MSN,0.611538461538462,PAK7,0.61,PSMD14,0.890769230769231,MCF2L,0.601538461538462
461,MSX2,0.713846153846154,PALLD,0.605384615384615,PTBP2,0.535384615384615,MED12L,0.856153846153846
462,MT3,0.573076923076923,PALM,0.823076923076923,PTDSS1,0.635384615384615,MED13L,0.773076923076923
463,MXI1,0.543846153846154,PARP4,0.587692307692308,PTP4A1,0.540769230769231,MED7,0.595384615384615
464,MYADM,0.498461538461538,PARP9,0.843846153846154,PTP4A3,0.492307692307692,MEIS2,0.902307692307692
465,MYH15,0.841538461538462,PAWR,0.754615384615385,PTPN13,0.512307692307692,MEIS3,0.799230769230769
466,MYO1B,0.838461538461538,PAX6,0.886923076923077,PTPRF,0.710769230769231,MESP1,0.57
467,MYO3B,0.811538461538462,PBX1,0.762307692307692,PTPRO,0.939230769230769,METTL2B,0.590769230769231
468,MYO5B,0.673846153846154,PBX3,0.694615384615385,PTPRU,0.737692307692308,MFSD11,0.649230769230769
469,MYO7A,0.753076923076923,PBX4,0.769230769230769,PVRL1,0.673076923076923,MGAT5,0.812307692307692
470,MYOT,0.765384615384615,PCBP3,0.819230769230769,PYROXD1,0.523076923076923,MID2,0.723846153846154
471,NACC2,0.517692307692308,PCDH11X,0.810769230769231,PYY,0.753221787351241,MKLN1,0.651538461538462
472,NAV2,0.747692307692308,PCDHB2,0.592307692307692,RABEP1,0.51,MLLT3,0.864615384615385
473,NAV3,0.704615384615385,PCNT,0.526153846153846,RAD54L2,0.537692307692308,MLLT4,0.564615384615385
474,NBL1,0.843076923076923,PCNXL2,0.737692307692308,RALGPS2,0.853076923076923,MMD,0.821538461538462
475,NCMAP,0.789382588174028,PCYOX1L,0.499230769230769,RAPGEF5,0.78,MMD2,0.657692307692308
476,NDUFAF5,0.536923076923077,PCYT1B,0.847692307692308,RASAL2,0.633076923076923,MMP15,0.498461538461538
477,NECAB1,0.713846153846154,PDE10A,0.918461538461539,RASEF,0.55,MOBP,0.646923076923077
478,NECAB2,0.602307692307692,PDE1A,0.76,RASGEF1B,0.870769230769231,MPC1,0.636153846153846
479,NENF,0.7,PDE3A,0.816153846153846,RASGRF2,0.786923076923077,MPPED1,0.800769230769231
480,NEUROG1,0.743846153846154,PDE3B,0.796153846153846,RBM23,0.655384615384615,MRM1,0.679230769230769
481,NFATC4,0.574615384615385,PDE5A,0.806153846153846,RCAN1,0.518461538461538,MRS2,0.701538461538462
482,NFYB,0.496923076923077,PDE7A,0.629230769230769,RCOR1,0.634615384615385,MSI1,0.55
483,NGF,0.703846153846154,PDLIM3,0.806153846153846,RD3,0.925384615384615,MSRA,0.656923076923077
484,NGLY1,0.585384615384615,PDPN,0.898461538461538,RD3L,0.873472079659911,MSRB2,0.713846153846154
485,NHS,0.717692307692308,PDRG1,0.677692307692308,REEP1,0.777692307692308,MTSS1,0.828461538461538
486,NIPSNAP3A,0.539230769230769,PELI2,0.763076923076923,REL,0.650769230769231,MTUS1,0.593076923076923
487,NKD1,0.637692307692308,PFDN5,0.702307692307692,REPS1,0.800769230769231,MUT,0.543846153846154
