Group,WNT,WNT,SHH,SHH,Group3,Group3,Group4,Group4
Attribute,name,correlation,name,correlation,name,correlation,name,correlation
488,NKD2,0.881538461538462,PGAM2,0.543076923076923,RERE,0.536923076923077,MYB,0.86
489,NKX6-1,0.823846153846154,PGBD5,0.728461538461538,RFK,0.526923076923077,MYCBP2,0.693076923076923
490,NLRP11,0.728461538461538,PGM1,0.564615384615385,RGS16,0.636923076923077,MYO10,0.713076923076923
491,NOG,0.550769230769231,PGM2,0.658461538461538,RGS6,0.841538461538462,MYO5A,0.526153846153846
492,NOTCH2,0.730769230769231,PHACTR3,0.820769230769231,RIMBP2,0.590769230769231,MYO6,0.599230769230769
493,NPFFR1,0.541538461538462,PHGDH,0.786923076923077,RIMS2,0.755384615384615,MYRIP,0.647692307692308
494,NPNT,0.578461538461538,PID1,0.744615384615385,RIOK2,0.578461538461538,MYT1L,0.786923076923077
495,NPS,0.693664745324878,PIRT,0.681538461538462,RNASEH2B,0.629230769230769,NAA35,0.801538461538462
496,NPTN,0.512307692307692,PLCB4,0.734615384615385,RNF2,0.522307692307692,NAB1,0.492307692307692
497,NR2F1,0.862307692307692,PLCH1,0.955384615384615,RNFT1,0.595384615384615,NALCN,0.843846153846154
498,NRCAM,0.849230769230769,PLCL1,0.598461538461538,RP1,0.844615384615385,NANOS3,0.646153846153846
499,NRTN,0.890769230769231,PLCXD3,0.764615384615385,RP11-1085N6.3,0.823846153846154,NAPB,0.652307692307692
500,NTM,0.624615384615385,PLD2,0.616923076923077,RP11-127H5.1,0.930769230769231,NBEA,0.769230769230769
501,NTN1,0.834615384615385,PLEKHA6,0.759230769230769,RP11-176H8.1,0.686923076923077,NCAM2,0.819230769230769
502,NTN5,0.751538461538462,PLEKHG3,0.498461538461538,RP11-187E13.1,0.587692307692308,NCKAP1,0.556923076923077
503,NTPCR,0.702307692307692,PLEKHG4B,0.73,RP11-565P22.6,0.730769230769231,NCKAP5,0.906153846153846
504,NTRK1,0.594615384615385,PLXNC1,0.903846153846154,RPP25,0.563076923076923,NCOA4,0.546923076923077
505,NUAK1,0.618461538461539,PLXND1,0.564615384615385,RPRM,0.85,NCOA7,0.671538461538462
506,NUBPL,0.809230769230769,PODN,0.645384615384615,RREB1,0.842307692307692,NDN,0.576923076923077
507,NUDT16,0.647692307692308,POLR1D,0.7,RRP15,0.548461538461538,NDUFA5,0.528461538461539
508,NUDT2,0.549230769230769,POU3F2,0.897692307692308,RRP9,0.526153846153846,NETO2,0.802307692307692
509,NXN,0.591538461538462,POU3F3,0.908461538461539,RTN4IP1,0.553846153846154,NEUROG1,0.743846153846154
510,NXPH3,0.813846153846154,POU6F2,0.84,RTN4RL1,0.663846153846154,NFE2L3,0.683076923076923
511,NYNRIN,0.563846153846154,PPARGC1B,0.692307692307692,RXRG,0.766153846153846,NFIA,0.614615384615385
512,OBFC1,0.533076923076923,PPFIBP1,0.500769230769231,SAMD3,0.861538461538462,NFIB,0.8
513,OBSL1,0.668461538461539,PPIL6,0.602307692307692,SAYSD1,0.620769230769231,NHLRC1,0.613846153846154
514,OLFM1,0.663846153846154,PPM1H,0.72,SBK2,0.884615384615385,NHSL2,0.751538461538462
515,ONECUT2,0.575384615384615,PPP1R17,0.506923076923077,SCMH1,0.637692307692308,NIM1,0.867692307692308
516,OPRD1,0.599230769230769,PPP2R2C,0.863846153846154,SDK2,0.553846153846154,NIPAL3,0.690769230769231
517,OSBPL3,0.683076923076923,PRDM13,0.675916476247682,SEMA3C,0.885384615384615,NKAIN1,0.881538461538462
518,OSBPL5,0.491538461538462,PRDM8,0.491538461538462,SEPHS2,0.533076923076923,NKAIN3,0.878461538461539
519,OSR2,0.616186114891701,PREX1,0.63,SERTAD3,0.546153846153846,NLK,0.796153846153846
520,OSTC,0.503846153846154,PRIMA1,0.707692307692308,SFXN1,0.540769230769231,NME3,0.583076923076923
521,OXSM,0.615384615384615,PRKAG2,0.659230769230769,SGK1,0.853846153846154,NMNAT3,0.903076923076923
522,P2RX6,0.501538461538462,PRKCB,0.848461538461538,SGMS1,0.809230769230769,NNAT,0.700769230769231
523,P4HA1,0.506923076923077,PRKCZ,0.745384615384615,SH3RF1,0.746153846153846,NOL4,0.682307692307692
524,PACSIN3,0.627692307692308,PRKD1,0.805384615384615,SHROOM3,0.696153846153846,NOVA1,0.514615384615385
525,PALD1,0.718461538461538,PRLR,0.761538461538462,SIK3,0.776923076923077,NOVA2,0.776923076923077
526,PAM,0.753846153846154,PROX1,0.706153846153846,SIRT4,0.593846153846154,NPEPPS,0.673846153846154
527,PAPSS1,0.587692307692308,PSD3,0.593846153846154,SLC13A4,0.647692307692308,NPR2,0.74
528,PAQR8,0.540769230769231,PSMB10,0.538461538461539,SLC15A4,0.636923076923077,NPRL2,0.565384615384615
529,PAX3,0.800769230769231,PSME1,0.537692307692308,SLC17A7,0.593846153846154,NPY1R,0.721538461538462
530,PCCA,0.795384615384615,PSRC1,0.504615384615385,SLC22A23,0.876923076923077,NR3C2,0.6
531,PCDH1,0.655384615384615,PTCH1,0.545384615384615,SLC25A4,0.540769230769231,NRF1,0.537692307692308
532,PCDH8,0.535384615384615,PTGDS,0.486923076923077,SLC29A4,0.589230769230769,NRG2,0.776153846153846
533,PCGF5,0.583076923076923,PTPLA,0.52,SLC30A5,0.744615384615385,NRN1,0.670769230769231
534,PCSK1,0.883846153846154,PTPRK,0.913076923076923,SLC35B4,0.638461538461539,NRXN2,0.836153846153846
535,PCSK1N,0.689230769230769,PTPRS,0.592307692307692,SLC35F2,0.77,NSFL1C,0.613846153846154
536,PCSK9,0.489230769230769,PTX3,0.906153846153846,SLC35F3,0.665384615384615,NSG1,0.562307692307692
537,PCYT1B,0.847692307692308,PUS1,0.508461538461539,SLC43A2,0.710769230769231,NTF3,0.879230769230769
538,PDE11A,0.693846153846154,PVRL3,0.646153846153846,SLC5A8,0.864871311358914,NTN4,0.874615384615385
539,PDE5A,0.806153846153846,QSOX1,0.644615384615385,SLC6A8,0.796923076923077,NUAK1,0.618461538461539
540,PDGFC,0.888461538461539,RAB20,0.624615384615385,SLC6A9,0.590769230769231,NUDT4,0.888461538461539
541,PDGFD,0.786923076923077,RAB22A,0.577692307692308,SLC8A1,0.801538461538462,OAS3,0.692307692307692
542,PDGFRA,0.826923076923077,RAB26,0.657692307692308,SLCO5A1,0.804615384615385,OPA1,0.545384615384615
543,PDIA2,0.776153846153846,RAB33A,0.525384615384615,SLITRK1,0.818461538461539,OSBPL11,0.498461538461538
544,PDZK1,0.697692307692308,RAB36,0.797692307692308,SLITRK3,0.904615384615385,OTX2,0.852307692307692
545,PDZRN3,0.710769230769231,RAI14,0.78,SLMO1,0.665384615384615,PAFAH1B1,0.691538461538462
546,PERP,0.574615384615385,RAP1GAP2,0.503076923076923,SMAD7,0.723846153846154,PAG1,0.586153846153846
547,PEX11A,0.526923076923077,RARB,0.691538461538462,SMAD9,0.793076923076923,PAK3,0.656923076923077
548,PEX2,0.779230769230769,RASGEF1C,0.767692307692308,SMARCD3,0.92,PAPPA,0.572307692307692
549,PGM2,0.658461538461538,RASSF9,0.673846153846154,SMIM11,0.632307692307692,PAQR9,0.889230769230769
550,PGM5,0.631538461538462,RBMS1,0.867692307692308,SMYD3,0.54,PARD3,0.516923076923077
551,PHF21B,0.704615384615385,RBMS3,0.784615384615385,SND1,0.584615384615385,PARP16,0.571538461538462
552,PHGDH,0.786923076923077,RBP1,0.916923076923077,SNRPC,0.485384615384615,PCDH17,0.815384615384615
553,PHLDB2,0.629230769230769,RCBTB2,0.696923076923077,SNTB2,0.691538461538462,PCDHB7,0.827692307692308
554,PID1,0.744615384615385,RFTN2,0.504615384615385,SNX11,0.610769230769231,PCDHB8,0.795384615384615
555,PIEZO2,0.653076923076923,RGMB,0.635384615384615,SNX25,0.621538461538461,PCSK1N,0.689230769230769
556,PIGU,0.570769230769231,RGS9,0.717692307692308,SORBS2,0.848461538461538,PDE1C,0.818461538461539
557,PITPNM2,0.587692307692308,RHOB,0.82,SPAG6,0.696153846153846,PDE4B,0.838461538461538
558,PITX1,0.785151005099021,RHOBTB3,0.6,SPATA20,0.665384615384615,PDE4D,0.549230769230769
559,PIWIL4,0.605384615384615,RNASE4,0.6,SPATS2L,0.713076923076923,PDE7B,0.800769230769231
560,PKDCC,0.749230769230769,RND3,0.677692307692308,SPR,0.609230769230769,PDE9A,0.666923076923077
561,PKP2,0.638461538461539,ROBO1,0.876923076923077,SPRYD7,0.681538461538462,PDK2,0.538461538461539
562,PKP4,0.718461538461538,ROBO2,0.867692307692308,SRRM4,0.566153846153846,PDS5B,0.86
563,PLA2G16,0.716153846153846,ROR1,0.745384615384615,SSBP3,0.674615384615385,PDSS2,0.606923076923077
564,PLAT,0.554615384615385,RP11-383H13.1,0.568461538461538,SST,0.601548885311245,PDZD4,0.841538461538462
565,PLCB1,0.668461538461539,RP11-680G10.1,0.63,SSX2IP,0.800769230769231,PELI2,0.763076923076923
566,PLCB4,0.734615384615385,RP11-830F9.6,0.562307692307692,ST5,0.650769230769231,PER2,0.726923076923077
567,PLEKHA7,0.548461538461538,RPA4,0.650125036069253,STAU2,0.643076923076923,PEX5L,0.796153846153846
568,PLEKHF2,0.505384615384615,RPGRIP1L,0.553076923076923,STOM,0.768461538461539,PGAP1,0.772307692307692
569,PLEKHH2,0.643076923076923,RPIA,0.67,STRADB,0.822307692307692,PGBD4,0.574615384615385
570,PLEKHO2,0.776153846153846,RPL14,0.733846153846154,STX3,0.670769230769231,PGRMC2,0.683076923076923
571,PLIN3,0.617692307692308,RPL15,0.594615384615385,SUMO3,0.52,PGS1,0.505384615384615
572,PLTP,0.652307692307692,RPL18,0.773076923076923,SV2C,0.909230769230769,PHACTR1,0.682307692307692
573,PLXDC1,0.872307692307692,RPL19,0.537692307692308,SYDE2,0.764615384615385,PHACTR2,0.686153846153846
574,PMP22,0.750769230769231,RPL21,0.525384615384615,SYTL4,0.883846153846154,PHF17,0.711538461538462
575,POLE4,0.676923076923077,RPL22L1,0.668461538461539,TAC1,0.790769230769231,PHTF2,0.650769230769231
576,PPFIBP2,0.672307692307692,RPL34,0.593846153846154,TACR3,0.667692307692308,PHYH,0.613076923076923
577,PPP1R16B,0.671538461538462,RPL36,0.550769230769231,TAL2,0.926923076923077,PIEZO1,0.640769230769231
578,PRDM1,0.670769230769231,RPL37A,0.596923076923077,TANGO6,0.694615384615385,PIK3C3,0.529230769230769
579,PRELID2,0.722307692307692,RPL4,0.796923076923077,TAP1,0.674615384615385,PIP4K2A,0.783846153846154
580,PRICKLE1,0.623846153846154,RPL7,0.713076923076923,TARS2,0.679230769230769,PITHD1,0.525384615384615
581,PRKCA,0.737692307692308,RPL7A,0.494615384615385,TBC1D8,0.824615384615385,PITPNM3,0.758461538461539
582,PRKG1,0.526923076923077,RPS27A,0.604615384615385,TBC1D9,0.71,PLCE1,0.596153846153846
583,PRMT3,0.594615384615385,RPS5,0.510769230769231,TBR1,0.909230769230769,PLCL2,0.795384615384615
584,PRMT8,0.893076923076923,RPS6KA2,0.745384615384615,TBX3,0.890769230769231,PLCXD2,0.619230769230769
585,PRPH,0.763846153846154,RPS6KA6,0.673846153846154,TCF7L2,0.816923076923077,PLXNA1,0.509230769230769
586,PRRT3,0.64,RPS8,0.492307692307692,TDRD9,0.801538461538462,PLXNA2,0.808461538461538
587,PRRX1,0.559230769230769,S100A2,0.845384615384615,TDRP,0.551538461538462,PNMA1,0.67282544955987
588,PRSS56,0.542684570207996,SACS,0.680769230769231,TEAD3,0.600769230769231,PNMA3,0.572307692307692
589,PRUNE2,0.564615384615385,SATB2,0.93,TFB1M,0.588461538461538,PNMAL1,0.574615384615385
590,PSAT1,0.487692307692308,SBSPON,0.893076923076923,TFB2M,0.601538461538462,PNMAL2,0.860769230769231
591,PSMB10,0.538461538461539,SCG5,0.750769230769231,TGFB3,0.880769230769231,POU2F1,0.65
592,PSMG1,0.698461538461539,SCHIP1,0.698461538461539,TGFBR3,0.82,PPAPDC1A,0.653846153846154
593,PTBP3,0.501538461538462,SCPEP1,0.569230769230769,TLE2,0.71,PPM1A,0.743846153846154
594,PTGFRN,0.656153846153846,SDC2,0.783076923076923,TLN2,0.501538461538462,PPM1D,0.707692307692308
595,PTGS1,0.675384615384615,SEC24D,0.564615384615385,TMEM132D,0.642307692307692,PPM1E,0.744615384615385
596,PTN,0.624615384615385,SEMA4C,0.742307692307692,TMEM183A,0.510769230769231,PPM1L,0.736923076923077
597,PTPN14,0.625384615384615,SEMA6A,0.894615384615385,TMEM233,0.763076923076923,PPP1R12B,0.502307692307692
598,PTPRD,0.786153846153846,SEPTIN11,0.652307692307692,TMEM243,0.5,PPP1R1A,0.91
599,PTPRH,0.577692307692308,SERINC2,0.841538461538462,TMEM244,0.841416723534254,PPP1R21,0.71
600,PTPRN,0.608461538461538,SERP2,0.530769230769231,TMEM38A,0.585384615384615,PPP2R3A,0.794615384615385
601,PTPRT,0.613846153846154,SFRP1,0.756923076923077,TMEM38B,0.714615384615385,PRDM2,0.556153846153846
602,PVR,0.613076923076923,SH2D3C,0.64,TMEM57,0.685384615384615,PRKACB,0.723846153846154
603,PYGL,0.582307692307692,SH3BGRL,0.75,TMEM64,0.708461538461538,PRKAR2B,0.733846153846154
604,RAB11FIP2,0.694615384615385,SH3BGRL3,0.743846153846154,TMEM91,0.750769230769231,PRKRIP1,0.638461538461539
605,RAB11FIP4,0.744615384615385,SH3GL2,0.913846153846154,TMSB10,0.533846153846154,PRKX,0.715384615384615
606,RAB3IL1,0.731538461538462,SHANK2,0.818461538461539,TNFRSF11A,0.52,PRPSAP1,0.511538461538461
607,RAI2,0.929230769230769,SHROOM2,0.845384615384615,TP53RK,0.565384615384615,PRUNE,0.676153846153846
608,RAMP3,0.494615384615385,SIK1,0.775384615384615,TPD52,0.788461538461539,PRX,0.821538461538462
609,RAPGEF5,0.78,SIVA1,0.526153846153846,TPRX2P,0.898076192062872,PSD3,0.593846153846154
610,RASL10B,0.646153846153846,SLC16A9,0.57,TRAF3IP2,0.706153846153846,PTBP2,0.535384615384615
611,RASL11B,0.906923076923077,SLC2A3,0.776153846153846,TRAK2,0.743846153846154,PTCHD2,0.816153846153846
612,RASSF3,0.591538461538462,SLC35D2,0.626923076923077,TRAPPC5,0.488461538461538,PTEN,0.486153846153846
613,RAVER2,0.715384615384615,SLC36A1,0.612307692307692,TRIB1,0.516153846153846,PTGER2,0.862307692307692
614,RBP1,0.916923076923077,SLC41A2,0.643076923076923,TRIM36,0.875384615384615,PTHLH,0.810769230769231
615,RCBTB2,0.696923076923077,SLC44A3,0.7,TRIM58,0.934615384615385,PTP4A1,0.540769230769231
616,RCN1,0.698461538461539,SLC45A1,0.76,TRIP10,0.703076923076923,PTPN5,0.91
617,RERG,0.575384615384615,SLC4A11,0.605384615384615,TRPC7,0.760695053656171,PTPRN2,0.786923076923077
618,REXO2,0.594615384615385,SLC4A8,0.865384615384615,TSHZ3,0.896153846153846,PTPRO,0.939230769230769
619,RGL1,0.758461538461539,SLC6A15,0.824615384615385,TTLL5,0.725384615384615,PTPRS,0.592307692307692
620,RGN,0.728461538461538,SLC8A2,0.721538461538462,TTYH3,0.532307692307692,PTPRZ1,0.826153846153846
621,RGS17,0.494615384615385,SLC9B2,0.620769230769231,TULP1,0.766923076923077,PURB,0.535384615384615
622,RHOB,0.82,SLITRK2,0.826153846153846,UBE2F,0.525384615384615,PXK,0.489230769230769
623,RHOBTB3,0.6,SMO,0.785384615384615,UBE2H,0.513076923076923,PXMP4,0.569230769230769
624,RHOU,0.716153846153846,SMOC2,0.673846153846154,UBE2J1,0.646153846153846,QSER1,0.578461538461538
625,RIN1,0.675384615384615,SMYD2,0.543076923076923,UCHL3,0.640769230769231,RAB12,0.571538461538462
626,RNASE4,0.6,SNAPC1,0.684615384615385,UGCG,0.67,RAB6B,0.491538461538462
627,RNF112,0.863076923076923,SNX5,0.573846153846154,USH2A,0.850769230769231,RAB9B,0.58
628,RNF150,0.536923076923077,SORBS3,0.529230769230769,USP2,0.874615384615385,RABEP1,0.51
629,RNF170,0.619230769230769,SOX13,0.519230769230769,USP25,0.552307692307692,RAD52,0.568461538461538
630,RNF183,0.682852905308376,SOX2,0.821538461538462,USP32,0.617692307692308,RADIL,0.729230769230769
631,RNF212,0.635384615384615,SOX9,0.670769230769231,USP49,0.652307692307692,RALBP1,0.523846153846154
632,RNF215,0.688461538461538,SPATA2L,0.508461538461539,VASH1,0.612307692307692,RALGPS1,0.67
633,RNF43,0.803076923076923,SPATC1L,0.665384615384615,VDAC1,0.488461538461538,RALYL,0.919230769230769
634,ROR2,0.865384615384615,SPC25,0.598461538461538,VPS13A,0.671538461538462,RAPGEF1,0.548461538461538
635,RORA,0.786153846153846,SPECC1,0.734615384615385,VRK1,0.779230769230769,RASAL1,0.795384615384615
636,RORB,0.543846153846154,SPHK1,0.633076923076923,VSTM2L,0.744615384615385,RASAL2,0.633076923076923
637,RP11-834C11.12,0.808776002766186,SPHKAP,0.897692307692308,WASF1,0.561538461538462,RASSF4,0.562307692307692
638,RPL15,0.594615384615385,SPNS2,0.823076923076923,WASF3,0.82,RASSF8,0.793846153846154
639,RPL36,0.550769230769231,SPOPL,0.523076923076923,WBP11,0.653076923076923,RBFOX2,0.628461538461538
640,RSPO1,0.543284497003513,SPSB4,0.633846153846154,WDR31,0.528461538461539,RBM24,0.916923076923077
641,RSRC1,0.66,SRGAP1,0.836153846153846,WDR62,0.542307692307692,RC3H1,0.536153846153846
642,RTKN,0.909230769230769,SRI,0.578461538461538,WSCD1,0.791538461538462,RCAN1,0.518461538461538
643,RTTN,0.703846153846154,SRL,0.526153846153846,WWC1,0.626923076923077,RDH10,0.616153846153846
644,RUNX2,0.570769230769231,SSBP2,0.531538461538462,XK,0.788461538461539,RELN,0.748461538461538
645,S100A11,0.501538461538462,SSR2,0.639230769230769,XKR9,0.647692307692308,REPS1,0.800769230769231
646,S100A13,0.580769230769231,ST8SIA1,0.697692307692308,XPO4,0.563846153846154,RERE,0.536923076923077
647,S100A16,0.597692307692308,ST8SIA5,0.770769230769231,YIPF5,0.715384615384615,RFK,0.526923076923077
648,S100A2,0.845384615384615,STAC,0.547692307692308,YRDC,0.571538461538462,RFX3,0.679230769230769
649,S100A4,0.530769230769231,STAM,0.568461538461538,ZADH2,0.657692307692308,RFXAP,0.520769230769231
650,S100A6,0.733076923076923,STAMBPL1,0.793846153846154,ZBED6CL,0.513076923076923,RGAG4,0.633076923076923
651,SCARA3,0.79,STK10,0.516923076923077,ZBTB9,0.625384615384615,RGS7,0.573076923076923
652,SCARA5,0.539772363071322,STK25,0.608461538461538,ZC3HAV1L,0.534615384615385,RGS7BP,0.713846153846154
653,SCARF2,0.531538461538462,STK3,0.674615384615385,ZFHX4,0.913076923076923,RHBDL3,0.857692307692308
654,SCHIP1,0.698461538461539,STK33,0.766923076923077,ZFPM2,0.957692307692308,RHEB,0.836923076923077
655,SCN2A,0.565384615384615,STX8,0.55,ZNF154,0.71,RIC8B,0.532307692307692
656,SCUBE1,0.636153846153846,SUCLG2,0.654615384615385,ZNF311,0.773076923076923,RIMS4,0.493846153846154
657,SDK1,0.786153846153846,SULT1C4,0.753846153846154,ZNF330,0.486923076923077,RNF144A,0.703076923076923
658,SEC61B,0.709230769230769,SWT1,0.596153846153846,ZNF385B,0.714615384615385,RNFT1,0.595384615384615
659,SEL1L3,0.721538461538462,SYCE1L,0.724615384615385,ZNF397,0.602307692307692,ROGDI,0.811538461538462
660,SELENBP1,0.652307692307692,SYNGR3,0.640769230769231,ZNF433,0.663076923076923,RP11-159G9.5,0.589230769230769
661,SEMA4F,0.506923076923077,SYPL1,0.583076923076923,ZNF491,0.684615384615385,RP11-247C2.2,0.906153846153846
662,SEMA6D,0.637692307692308,SYT1,0.875384615384615,ZNF649,0.646153846153846,RP11-508N12.4,0.741538461538461
663,SERINC5,0.710769230769231,SYT11,0.680769230769231,ZNF703,0.902307692307692,RPGRIP1,0.8
664,SERPIND1,0.57264075467734,SYT7,0.73,ZNF736,0.720769230769231,RPH3A,0.827692307692308
665,SERPINH1,0.752307692307692,TBC1D2B,0.731538461538462,ZNF77,0.488461538461538,RPRD1A,0.551538461538462
666,SERTAD4,0.799230769230769,TBCB,0.710769230769231,ZNF814,0.551538461538462,RPRD2,0.578461538461538
667,SFMBT2,0.66,TBX15,0.663846153846154,ZSCAN12,0.577692307692308,RRAS2,0.508461538461539
668,SGCD,0.610769230769231,TBX18,0.726923076923077,,,RREB1,0.842307692307692
669,SGSM1,0.543846153846154,TCEAL7,0.658461538461538,,,RSPO2,0.721538461538462
670,SH3D19,0.785384615384615,TCEB2,0.757692307692308,,,RTN4IP1,0.553846153846154
671,SHC1,0.771538461538462,TCERG1L,0.925384615384615,,,RUNDC3B,0.833076923076923
672,SHISA2,0.733076923076923,TCF12,0.627692307692308,,,RUSC2,0.533846153846154
673,SHISA4,0.632307692307692,TCF4,0.716153846153846,,,RYBP,0.769230769230769
674,SHOX2,0.65,TCP10L,0.673076923076923,,,SAMD14,0.506923076923077
675,SIL1,0.693846153846154,TEAD1,0.618461538461539,,,SAP130,0.58
676,SIPA1L2,0.677692307692308,TEAD2,0.58,,,SAYSD1,0.620769230769231
677,SIRPA,0.760769230769231,TEX15,0.831538461538462,,,SBK1,0.730769230769231
678,SIX5,0.736153846153846,TEX9,0.633846153846154,,,SBP1,0.659230769230769
679,SKP2,0.534615384615385,TFAP4,0.591538461538462,,,SCMH1,0.637692307692308
680,SLC12A2,0.658461538461538,TFDP2,0.733846153846154,,,SCN2A,0.565384615384615
681,SLC13A3,0.82,TFF3,0.672307692307692,,,SCN3B,0.736923076923077
682,SLC24A2,0.898461538461538,TGDS,0.756153846153846,,,SCRN1,0.696153846153846
683,SLC25A21-AS1,0.692307692307692,TGFB1I1,0.705384615384615,,,SCRT2,0.545384615384615
684,SLC30A5,0.744615384615385,TGFB2,0.662307692307692,,,SDC3,0.533846153846154
685,SLC35D3,0.741296416867131,TGIF2,0.847692307692308,,,SDCCAG8,0.686923076923077
686,SLC35F1,0.54,THBS3,0.727692307692308,,,SDSL,0.715384615384615
687,SLC39A8,0.782307692307692,THEMIS2,0.504615384615385,,,SEMA3A,0.921538461538462
688,SLC4A4,0.538461538461539,THG1L,0.496923076923077,,,SEMA3D,0.503846153846154
689,SLC6A1,0.547692307692308,TLR9,0.7,,,SETMAR,0.576923076923077
690,SLC7A11,0.563846153846154,TLX3,0.675330123146206,,,SFXN1,0.540769230769231
691,SLC7A8,0.566153846153846,TMEM121,0.684615384615385,,,SGK1,0.853846153846154
692,SLC9B2,0.620769230769231,TMEM123,0.650769230769231,,,SGK223,0.671538461538462
693,SLFN11,0.771538461538462,TMEM144,0.747692307692308,,,SGMS1,0.809230769230769
694,SLIT2,0.564615384615385,TMEM18,0.631538461538462,,,SH2B2,0.74
695,SMAD3,0.496923076923077,TMEM229B,0.797692307692308,,,SH3GL2,0.913846153846154
696,SMARCD2,0.698461538461539,TMEM243,0.5,,,SH3GL3,0.787692307692308
697,SMIM19,0.646153846153846,TMEM98,0.876923076923077,,,SH3PXD2A,0.781538461538462
698,SMIM4,0.550769230769231,TMSB15A,0.789230769230769,,,SHANK1,0.583846153846154
699,SMO,0.785384615384615,TNFRSF18,0.692840851949523,,,SHB,0.62
700,SND1,0.584615384615385,TOM1L1,0.876923076923077,,,SHD,0.896153846153846
701,SNPH,0.619230769230769,TOX3,0.888461538461539,,,SHISA9,0.588461538461538
702,SNTG1,0.616923076923077,TPBGL,0.823076923076923,,,SIK3,0.776923076923077
703,SNX21,0.7,TRAK1,0.602307692307692,,,SIM1,0.521940108468641
704,SNX5,0.573846153846154,TRHDE,0.834615384615385,,,SIRT4,0.593846153846154
705,SOCS6,0.64,TRIB3,0.505384615384615,,,SIX1,0.766153846153846
706,SORCS3,0.87,TRIM46,0.666923076923077,,,SIX6,0.955350552521509
707,SOX6,0.756153846153846,TRIM71,0.823076923076923,,,SLC10A4,0.947692307692308
708,SOX7,0.647692307692308,TRIP6,0.52,,,SLC11A2,0.501538461538462
709,SOX9,0.670769230769231,TRMT112,0.522307692307692,,,SLC12A6,0.594615384615385
710,SP5,0.904615384615385,TRPS1,0.767692307692308,,,SLC16A14,0.790769230769231
711,SP9,0.738218901903489,TSEN15,0.52,,,SLC16A7,0.701538461538462
712,SPATA18,0.543076923076923,TSHZ2,0.853846153846154,,,SLC22A23,0.876923076923077
713,SPRY2,0.594615384615385,TSPAN12,0.606153846153846,,,SLC24A2,0.898461538461538
714,SRGAP2,0.510769230769231,TSPAN18,0.783076923076923,,,SLC24A4,0.806923076923077
715,SSR2,0.639230769230769,TTBK1,0.711538461538462,,,SLC25A4,0.540769230769231
716,ST3GAL4,0.64,TTC9B,0.619230769230769,,,SLC25A51,0.502307692307692
717,ST6GAL2,0.82,TTLL1,0.683846153846154,,,SLC26A11,0.745384615384615
718,ST8SIA2,0.773076923076923,TUBB3,0.661538461538462,,,SLC31A1,0.652307692307692
719,ST8SIA3,0.52,TWF2,0.724615384615385,,,SLC35F2,0.77
720,STAMBPL1,0.793846153846154,UBASH3B,0.818461538461539,,,SLC35G1,0.702307692307692
721,STC1,0.601538461538462,UBE2L6,0.775384615384615,,,SLC6A3,0.827692307692308
722,STC2,0.621538461538461,UBE2QL1,0.813846153846154,,,SLC6A6,0.589230769230769
723,STIM2,0.681538461538462,UCHL1,0.526923076923077,,,SLC6A8,0.796923076923077
724,STK17A,0.623076923076923,UGT8,0.802307692307692,,,SLC7A14,0.706923076923077
725,STK3,0.674615384615385,UNC13C,0.634615384615385,,,SLC8A3,0.522307692307692
726,STK33,0.766923076923077,UNC5C,0.870769230769231,,,SLC9A6,0.533076923076923
727,STOM,0.768461538461539,UTP14A,0.609230769230769,,,SLC9A7,0.596923076923077
728,STON2,0.824615384615385,UXS1,0.58,,,SLCO5A1,0.804615384615385
729,STX1A,0.534615384615385,VRK2,0.878461538461539,,,SLFN13,0.558461538461538
730,STX3,0.670769230769231,VSTM4,0.692307692307692,,,SLFN5,0.53
731,SUCLG2,0.654615384615385,WDFY4,0.564615384615385,,,SLIT3,0.64
732,SUMF1,0.676153846153846,WDR72,0.812463950401339,,,SLMO1,0.665384615384615
733,SUSD1,0.648461538461539,WEE1,0.626923076923077,,,SMAD7,0.723846153846154
734,SV2A,0.833076923076923,WNT5A,0.719230769230769,,,SMG8,0.493846153846154
735,SVEP1,0.73,WWTR1,0.567692307692308,,,SMIM11,0.632307692307692
736,SVIL,0.827692307692308,XRN2,0.538461538461539,,,SMOC1,0.87
737,SWI5,0.626923076923077,YBEY,0.581538461538462,,,SMPD3,0.643076923076923
738,SYK,0.783846153846154,YWHAZ,0.513846153846154,,,SNAPC3,0.613846153846154
739,SYNDIG1,0.764615384615385,ZC3H12C,0.523076923076923,,,SNCA,0.840769230769231
740,SYT1,0.875384615384615,ZDHHC13,0.733846153846154,,,SNCAIP,0.950769230769231
741,SYT11,0.680769230769231,ZEB1,0.602307692307692,,,SNN,0.816923076923077
742,SYT14,0.826153846153846,ZFP36L1,0.686923076923077,,,SNRK,0.683076923076923
743,SYT2,0.874615384615385,ZNF277,0.553076923076923,,,SNTB2,0.691538461538462
744,SYT9,0.673076923076923,ZNF286A,0.640769230769231,,,SNX10,0.514615384615385
745,TAF12,0.493846153846154,ZNF395,0.499230769230769,,,SNX11,0.610769230769231
746,TAF1D,0.576923076923077,ZNF43,0.696923076923077,,,SNX16,0.733076923076923
747,TAL2,0.926923076923077,ZNF486,0.617692307692308,,,SORBS1,0.748461538461538
748,TBC1D30,0.653846153846154,ZNF516,0.866153846153846,,,SOX11,0.768461538461539
749,TBX2,0.652307692307692,ZNF621,0.606153846153846,,,SOX4,0.775384615384615
