,WNT,WNT,SHH,SHH,Group3,Group3,Group4,Group4
Attribute,name,correlation,name,correlation,name,correlation,name,correlation
99,RNF43,0.803076923076923,UBE2QL1,0.813846153846154,AGBL1,0.840769230769231,AKR1C1,0.851538461538462
100,APP,0.802307692307692,KRT17,0.813846153846154,NEFM,0.840769230769231,DTX1,0.847692307692308
101,CLYBL,0.802307692307692,GLDC,0.813846153846154,CABP5,0.840290348180773,C1orf216,0.846923076923077
102,IFT57,0.801538461538462,HS6ST1,0.813076923076923,MARCH1,0.833076923076923,ST6GAL1,0.844615384615385
103,PAX3,0.800769230769231,WDR72,0.812463950401339,GPR61,0.830769230769231,NALCN,0.843846153846154
104,COL4A5,0.8,MBNL1,0.810769230769231,KCNH1,0.829230769230769,EPHA5,0.843846153846154
105,HOXC4,0.8,PCDH11X,0.810769230769231,C1orf173,0.828461538461538,HECA,0.843076923076923
106,SERTAD4,0.799230769230769,FABP7,0.809230769230769,C21orf90,0.828461538461538,CDYL2,0.842307692307692
107,PCCA,0.795384615384615,CLIP2,0.808461538461538,MYC,0.826923076923077,PDZD4,0.841538461538462
108,CA11,0.793076923076923,EGFR,0.808461538461538,RP11-1085N6.3,0.823846153846154,IPCEF1,0.841538461538462
109,GALNT7,0.790769230769231,KCNJ4,0.807692307692308,ALS2CR12,0.823076923076923,SNCA,0.840769230769231
110,SCARA3,0.79,NUAK2,0.806923076923077,CNGB1,0.823076923076923,DIRAS3,0.839230769230769
111,ARHGEF28,0.79,CECR2,0.806153846153846,ANKRD33B,0.822307692307692,MAB21L1,0.839230769230769
112,NCMAP,0.789382588174028,PDLIM3,0.806153846153846,STRADB,0.822307692307692,PDE4B,0.838461538461538
113,FZD7,0.788461538461539,PRKD1,0.805384615384615,WASF3,0.82,RHEB,0.836923076923077
114,DNAH2,0.788461538461539,EPB41L4A,0.805384615384615,TGFBR3,0.82,NRXN2,0.836153846153846
115,PDGFD,0.786923076923077,CPNE2,0.803846153846154,BSPH1,0.819913827706012,CDK14,0.835384615384615
116,RORA,0.786153846153846,CYP11A1,0.801538461538462,SLITRK1,0.818461538461539,TMEM132B,0.835384615384615
117,SDK1,0.786153846153846,ADAMTS12,0.8,TCF7L2,0.816923076923077,CSRP2,0.833846153846154
118,PTPRD,0.786153846153846,IL17RD,0.799230769230769,ERI3,0.816923076923077,RUNDC3B,0.833076923076923
119,SH3D19,0.785384615384615,TMEM229B,0.797692307692308,PRICKLE2,0.816153846153846,MTSS1,0.828461538461538
120,PITX1,0.785151005099021,RAB36,0.797692307692308,C7orf33,0.815507591368068,SLC6A3,0.827692307692308
121,SYK,0.783846153846154,RPL4,0.796923076923077,GAS2,0.813846153846154,PCDHB7,0.827692307692308
122,CREB3L2,0.783076923076923,CXXC11,0.796533270469759,KCNMA1,0.813076923076923,CMPK2,0.827692307692308
123,SLC39A8,0.782307692307692,PDE3B,0.796153846153846,NSG2,0.812307692307692,RPH3A,0.827692307692308
124,DACT1,0.782307692307692,NFATC1,0.795384615384615,PCSK2,0.81,GLRA2,0.827692307692308
125,ZNRF3,0.781538461538462,IQSEC2,0.795384615384615,IQCK,0.806153846153846,ELMOD1,0.826923076923077
126,AC007405.2,0.781538461538462,CSMD1,0.793076923076923,ARNTL,0.805384615384615,ST18,0.826153846153846
127,ALK,0.781538461538462,ANKRD6,0.791538461538462,CBLB,0.804615384615385,PTPRZ1,0.826153846153846
128,CDKL1,0.780769230769231,ASPDH,0.791538461538462,SLC8A1,0.801538461538462,TMTC2,0.826153846153846
129,CNTN6,0.78,GLI2,0.790769230769231,TDRD9,0.801538461538462,CNTNAP2,0.824615384615385
130,HAND2,0.777558994998614,EPB41L4A-AS2,0.790769230769231,DISC1,0.800769230769231,KCTD8,0.822307692307692
131,GPC6,0.776923076923077,CNTN2,0.79,SSX2IP,0.800769230769231,PRX,0.821538461538462
132,PLEKHO2,0.776153846153846,ITGA7,0.79,NKX3-2,0.795384615384615,FXYD6,0.820769230769231
133,PDIA2,0.776153846153846,MYO3A,0.79,MACROD2,0.795384615384615,B3GAT1,0.82
134,SLFN11,0.771538461538462,TMSB15A,0.789230769230769,BCMO1,0.793846153846154,ST3GAL6,0.82
135,SHC1,0.771538461538462,GPR85,0.787692307692308,SMAD9,0.793076923076923,NCAM2,0.819230769230769
136,ERICH2,0.771538461538462,MTMR7,0.786923076923077,PRKG2,0.792307692307692,PDE1C,0.818461538461539
137,VSTM2A,0.770769230769231,CLMP,0.786923076923077,WSCD1,0.791538461538462,FHDC1,0.818461538461539
138,TMEM51,0.770769230769231,FUT8,0.785384615384615,TAC1,0.790769230769231,SNN,0.816923076923077
139,TM2D1,0.77,RBMS3,0.784615384615385,ARL4D,0.790769230769231,TMEM150C,0.816153846153846
140,LRRC16B,0.77,CDH7,0.783846153846154,XK,0.788461538461539,CADPS2,0.816153846153846
141,LGR5,0.769230769230769,TSPAN18,0.783076923076923,TPD52,0.788461538461539,GRIN3A,0.816153846153846
142,CRABP2,0.768461538461539,SDC2,0.783076923076923,HMGN5,0.787692307692308,PTCHD2,0.816153846153846
143,CPNE9,0.767692307692308,ABLIM3,0.782307692307692,RASGRF2,0.786923076923077,PCDH17,0.815384615384615
144,MYOT,0.765384615384615,MGP,0.781538461538462,ARHGAP28,0.784615384615385,MGAT5,0.812307692307692
145,EDA,0.764615384615385,HS3ST5,0.780769230769231,ERI1,0.783846153846154,ADCY1,0.811538461538462
146,SYNDIG1,0.764615384615385,RAI14,0.78,DMRTA2,0.779230769230769,ROGDI,0.811538461538462
147,GPR161,0.763846153846154,FAM126A,0.779230769230769,VRK1,0.779230769230769,PTHLH,0.810769230769231
148,TMEM260,0.763846153846154,FRMD4A,0.779230769230769,LMO1,0.779230769230769,SYNJ2,0.81
149,PRPH,0.763846153846154,FAT1,0.776923076923077,DTD2,0.777692307692308,LHX5,0.809272441342984
150,INADL,0.762307692307692,SLC2A3,0.776153846153846,NXPH4,0.777692307692308,PLXNA2,0.808461538461538
151,TWIST2,0.762167843135043,SIK1,0.775384615384615,REEP1,0.777692307692308,FMN2,0.807692307692308
152,SIRPA,0.760769230769231,ABTB2,0.774615384615385,EPHA8,0.775384615384615,CBLN4,0.807692307692308
153,TNC,0.760769230769231,NYAP1,0.773846153846154,DGKI,0.775384615384615,FBXO11,0.807692307692308
154,DSCR4,0.759529250173788,LPHN2,0.773846153846154,OSBPL6,0.774615384615385,SLC24A4,0.806923076923077
155,TYW3,0.759230769230769,ISPD,0.773076923076923,ZNF311,0.773076923076923,KHDRBS2,0.806153846153846
156,CACHD1,0.759230769230769,RPL18,0.773076923076923,EIF2B3,0.773076923076923,BRI3BP,0.805384615384615
157,RGL1,0.758461538461539,ST8SIA5,0.770769230769231,CLIP4,0.772307692307692,C3orf58,0.804615384615385
158,EMC1,0.758461538461539,PBX4,0.769230769230769,CDH8,0.769230769230769,ARID5B,0.804615384615385
159,SOX6,0.756153846153846,MAP3K1,0.768461538461539,LPPR1,0.768461538461539,EPHB1,0.802307692307692
160,ADAM19,0.756153846153846,DOCK10,0.768461538461539,NUP93,0.768461538461539,NETO2,0.802307692307692
161,PAM,0.753846153846154,RASGEF1C,0.767692307692308,TULP1,0.766923076923077,FXYD6-FXYD2,0.801538461538462
162,SERPINH1,0.752307692307692,TRPS1,0.767692307692308,CACNA1G,0.766153846153846,NAA35,0.801538461538462
163,CA10,0.752307692307692,GPRC5C,0.766923076923077,RXRG,0.766153846153846,MPPED1,0.800769230769231
164,FZD10,0.751538461538462,NABP1,0.766153846153846,CAMKV,0.764615384615385,BEX5,0.800769230769231
165,NTN5,0.751538461538462,ARAP3,0.766153846153846,C5orf30,0.764615384615385,PDE7B,0.800769230769231
166,PMP22,0.750769230769231,CPLX1,0.765384615384615,TMEM233,0.763076923076923,FAM19A2,0.8
167,ABCD2,0.750769230769231,KIF26A,0.764615384615385,PPTC7,0.762307692307692,NFIB,0.8
168,KRT83,0.750603148706849,PLCXD3,0.764615384615385,TRPC7,0.760695053656171,RPGRIP1,0.8
169,DSCR8,0.749291163009122,PBX1,0.762307692307692,NOS1AP,0.759230769230769,LONRF1,0.799230769230769
170,PKDCC,0.749230769230769,PRLR,0.761538461538462,MPP4,0.759230769230769,MEIS3,0.799230769230769
171,AKAP12,0.749230769230769,SLC45A1,0.76,ALDH4A1,0.757692307692308,DDX31,0.799230769230769
172,CCNJL,0.747692307692308,PDE1A,0.76,LRAT,0.757692307692308,CDKN2B,0.798461538461538
173,NAV2,0.747692307692308,BCL2L11,0.76,GCLC,0.756923076923077,DCX,0.796923076923077
174,EPDR1,0.747692307692308,PLEKHA6,0.759230769230769,KIAA1107,0.756153846153846,FGF13,0.796153846153846
175,CHRM4,0.747692307692308,TCEB2,0.757692307692308,ATP2B3,0.755914612944428,PEX5L,0.796153846153846
176,RAB11FIP4,0.744615384615385,SFRP1,0.756923076923077,RIMS2,0.755384615384615,FBXO28,0.795384615384615
177,ANXA6,0.744615384615385,TGDS,0.756153846153846,PYY,0.753221787351241,AFF2,0.795384615384615
178,ARHGAP20,0.743846153846154,DAAM1,0.755384615384615,HIP1,0.753076923076923,PCDHB8,0.795384615384615
179,IQSEC3,0.743846153846154,CMIP,0.755384615384615,CCIN,0.753076923076923,RASAL1,0.795384615384615
180,ADAMTS5,0.743076923076923,PAWR,0.754615384615385,CRY1,0.749230769230769,PLCL2,0.795384615384615
181,KAZN,0.742307692307692,KCNA3,0.753846153846154,DYRK2,0.747692307692308,PPP2R3A,0.794615384615385
182,MFHAS1,0.741538461538461,SULT1C4,0.753846153846154,LRRTM2,0.747692307692308,RASSF8,0.793846153846154
183,ILVBL,0.741538461538461,PABPC5,0.753846153846154,CLIC6,0.746153846153846,DCBLD2,0.793076923076923
184,SLC35D3,0.741296416867131,MPST,0.753076923076923,SH3RF1,0.746153846153846,CXXC4,0.791538461538462
185,CRYZ,0.74,MTERFD1,0.752307692307692,VSTM2L,0.744615384615385,CSPG5,0.791538461538462
186,ZNRF2,0.739230769230769,NOX4,0.751538461538462,TRAK2,0.743846153846154,SLC16A14,0.790769230769231
187,LGI4,0.738461538461539,SCG5,0.750769230769231,CD70,0.743482704381144,SPIRE1,0.79
188,SP9,0.738218901903489,HIST3H2A,0.75,COL27A1,0.742307692307692,CCSER1,0.789230769230769
189,PRKCA,0.737692307692308,SH3BGRL,0.75,FRY,0.742307692307692,SH3GL3,0.787692307692308
190,ACE,0.737692307692308,BTBD17,0.749230769230769,PDC,0.74193378208035,AKT3,0.786923076923077
191,SIX5,0.736153846153846,KIF21A,0.749230769230769,FBXL17,0.740769230769231,FGF9,0.786923076923077
192,DPM3,0.735384615384615,CYFIP1,0.748461538461538,ACVR2A,0.740769230769231,PTPRN2,0.786923076923077
193,AC069368.3,0.735384615384615,DGKQ,0.748461538461538,MCF2L2,0.74,MYT1L,0.786923076923077
194,EGFLAM,0.734615384615385,CHRNA5,0.748461538461538,ABCG4,0.739230769230769,C11orf63,0.785384615384615
195,WFS1,0.733846153846154,CNR1,0.748461538461538,HSPB8,0.738461538461539,EFNB1,0.783846153846154
196,S100A6,0.733076923076923,TMEM144,0.747692307692308,PTPRU,0.737692307692308,CTD-2162K18.4,0.783846153846154
197,SHISA2,0.733076923076923,ITPR3,0.746153846153846,AC016559.1,0.736923076923077,PIP4K2A,0.783846153846154
198,ADAMTS20,0.732307692307692,MDFIC,0.746153846153846,GAS7,0.736153846153846,IL13RA2,0.781538461538462
199,KANK1,0.732307692307692,PRKCZ,0.745384615384615,KANSL2,0.735384615384615,SH3PXD2A,0.781538461538462
200,HOXD10,0.73192040016525,RPS6KA2,0.745384615384615,AFF1,0.733846153846154,EBF1,0.78
201,CCDC8,0.731538461538462,ROR1,0.745384615384615,MTRR,0.732307692307692,ABCC9,0.779230769230769
202,RAB3IL1,0.731538461538462,KLF13,0.744615384615385,RP11-565P22.6,0.730769230769231,TJP1,0.778461538461538
203,SVEP1,0.73,AC011897.1,0.743846153846154,LRRC2,0.726923076923077,CA4,0.778461538461538
204,NLRP11,0.728461538461538,SH3BGRL3,0.743846153846154,ERLIN1,0.726153846153846,MAP2,0.778461538461538
205,EPHA7,0.728461538461538,CA14,0.743076923076923,FAM180B,0.726153846153846,NRG2,0.776153846153846
206,RGN,0.728461538461538,GCK,0.742307692307692,KCNC4,0.725384615384615,TSHZ1,0.776153846153846
207,C1orf95,0.727692307692308,SEMA4C,0.742307692307692,TTLL5,0.725384615384615,SOX4,0.775384615384615
208,ASCL5,0.727692307692308,KCND2,0.741538461538461,NANOS1,0.721538461538462,TBC1D12,0.775384615384615
209,ATP8A2,0.727692307692308,BARD1,0.741538461538461,ZNF736,0.720769230769231,MED13L,0.773076923076923
210,LRRC53,0.727447599530744,LHFPL2,0.739230769230769,AKNA,0.720769230769231,PGAP1,0.772307692307692
211,IRX2,0.726923076923077,HHIP,0.738461538461539,FGFBP2,0.72,ARHGEF12,0.771538461538462
212,ESPNL,0.726923076923077,GYPC,0.738461538461539,BCOR,0.72,KLHL13,0.770769230769231
213,ZDHHC2,0.726153846153846,PCNXL2,0.737692307692308,MAPKAPK5,0.719230769230769,RYBP,0.769230769230769
214,GALNT15,0.726153846153846,EDA2R,0.736153846153846,PHYHIPL,0.719230769230769,NBEA,0.769230769230769
215,ADAM11,0.725384615384615,AL009178.1,0.735141386939848,YIPF5,0.715384615384615,SOX11,0.768461538461539
216,ACSL6,0.724615384615385,HDAC4,0.734615384615385,ART3,0.715384615384615,TSPAN2,0.767692307692308
217,DYRK4,0.724615384615385,TFDP2,0.733846153846154,CTD-3214H19.16,0.714615384615385,SIX1,0.766153846153846
218,MRPL32,0.724615384615385,INSM1,0.733846153846154,DDX55,0.713846153846154,C16orf95,0.765384615384615
219,EXT1,0.722307692307692,RPL14,0.733846153846154,C7orf73,0.713846153846154,ABRACL,0.764615384615385
220,PRELID2,0.722307692307692,ATP2B4,0.733076923076923,SPATS2L,0.713076923076923,KRAS,0.763846153846154
221,TSPAN11,0.722307692307692,NMU,0.732307692307692,MARS,0.712307692307692,TMEM178B,0.763076923076923
222,AK5,0.722307692307692,KHDRBS3,0.732307692307692,SLC43A2,0.710769230769231,CAMTA1,0.762307692307692
223,LMO2,0.721538461538462,C11orf70,0.730769230769231,PTPRF,0.710769230769231,ERC1,0.760769230769231
224,SEL1L3,0.721538461538462,COL25A1,0.73,ZNF154,0.71,CDH1,0.759230769230769
225,WNT11,0.720769230769231,PLEKHG4B,0.73,MC4R,0.70782844163753,PITPNM3,0.758461538461539
226,COL13A1,0.720769230769231,SYT7,0.73,C11orf96,0.706923076923077,TCEAL2,0.758461538461539
227,PKP4,0.718461538461538,ESRRB,0.729230769230769,NLN,0.706153846153846,KIF1A,0.758461538461539
228,PALD1,0.718461538461538,PGBD5,0.728461538461538,TRAF3IP2,0.706153846153846,KCNJ11,0.758461538461539
229,NHS,0.717692307692308,F3,0.728461538461538,FAM183A,0.706153846153846,KIAA2022,0.757692307692308
230,PLA2G16,0.716153846153846,IGFBP5,0.727692307692308,LRRC3,0.705384615384615,GLRB,0.757692307692308
231,DLX3,0.716153846153846,C6orf123,0.726923076923077,TRIP10,0.703076923076923,LPHN3,0.756923076923077
232,RHOU,0.716153846153846,TBX18,0.726923076923077,ASS1,0.702307692307692,TCEAL6,0.756153846153846
233,RAVER2,0.715384615384615,EP400,0.726153846153846,ETV1,0.701538461538462,ENOX1,0.755384615384615
234,NECAB1,0.713846153846154,C16orf89,0.725384615384615,IGF2BP1,0.701350049470228,GRM8,0.753076923076923
235,MSX2,0.713846153846154,HAPLN3,0.724615384615385,LPGAT1,0.700769230769231,NHSL2,0.751538461538462
236,YAP1,0.711538461538462,TWF2,0.724615384615385,DOCK9,0.700769230769231,RELN,0.748461538461538
237,KREMEN1,0.711538461538462,SYCE1L,0.724615384615385,ANKRD37,0.699230769230769,SORBS1,0.748461538461538
238,LRP4,0.711538461538462,NPM1,0.723076923076923,CHGA,0.699230769230769,ELAVL2,0.747692307692308
239,SERINC5,0.710769230769231,FAM84A,0.722307692307692,CASZ1,0.698461538461539,KIAA1586,0.746923076923077
240,PDZRN3,0.710769230769231,SLC8A2,0.721538461538462,SHROOM3,0.696153846153846,KCTD10,0.746923076923077
