"% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GeneType","GOGroups","GOLevels","Group PValue","Group PValue Corrected with Bonferroni step down","ID","Input Gene ID","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"2.611940383911133",,,"[AAAS, ABCB1, ABRAXAS1, ABRAXAS2, ACVR1, ACVR1B, ADAM17, ADAMTS1, AFAP1L2, AIF1, AKAP8L, AKT1, AMBRA1, ANAPC15, ANGEL2, ANK3, ANKLE2, ANKRD17, ANKRD53, ANLN, APC, APLP2, APPL1, APPL2, ARHGEF10, ARL3, ARPP19, ARTN, ASAH2, ASNS, ATF2, ATM, ATRX, AURKB, BABAM1, BABAM2, BACH1, BANF1, BAZ1B, BBS4, BCCIP, BECN1, BLM, BMP4, BMP7, BOD1, BORA, BRCA1, BRCA2, BRCC3, BRD4, BRD7, BRIP1, BRSK1, BRSK2, BTG3, BUB1B, CACUL1, CASP2, CAV2, CCDC57, CCDC61, CCDC8, CCL2, CCNA2, CCNB1, CCND1, CCND2, CCNE1, CCNH, CCNO, CCNY, CCSAP, CD28, CDC14B, CDC23, CDC25B, CDC25C, CDC27, CDC6, CDC7, CDC73, CDCA5, CDCA8, CDK1, CDK14, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDK9, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPA, CENPC, CENPCP1, CENPE, CENPF, CENPJ, CENPT, CENPW, CEP126, CEP192, CEP250, CEP55, CEP85, CEP97, CFH, CHAMP1, CHEK1, CHEK2, CHERP, CHFR, CHMP1A, CHMP1B, CHMP2A, CHMP2B, CHMP3, CHMP4A, CHMP4B, CHMP4C, CHMP5, CHMP6, CHMP7, CIB1, CIT, CKAP2, CLASP1, CLASP2, CLSPN, CLTC, CLTCL1, CNTROB, CPSF3, CRADD, CRLF3, CTDP1, CUL3, CUL7, CUL9, CYFIP1, CYLD, DACT1, DAPK3, DBF4B, DCDC1, DCTN1, DCTN2, DCUN1D3, DDB1, DDX3X, DEPDC1B, DHDDS, DIS3L2, DLG1, DONSON, DRG1, DSCC1, DTL, DUSP3, DYNC1H1, DYNC1LI1, E2F1, E2F3, E2F7, ECT2, EDN1, EDN3, EFHC1, EGF, EGFR, EIF4E, EIF4EBP1, EIF4G1, EML3, EML4, EPGN, ERCC2, ERCC3, ESPL1, FAM107A, FBXL15, FBXO31, FBXO5, FGF10, FHL1, FLNA, FOXA1, FOXC1, FOXM1, FOXN3, FSD1, FZR1, GAS1, GBF1, GDNF, GEM, GEN1, GJA1, GMNN, GNAI1, GOLGA2, GPNMB, GPSM2, HASPIN, HECA, HECW2, HINFP, HNRNPU, HPLH1, HSF1, HSPA1A, HSPA1B, HTT, HYAL1, ID2, IGF1, IGF2, IK, IL1A, IL1B, INCENP, INHBA, INIP, INO80, INS, INSR, INTS13, INTS3, IQGAP1, ITGB1, JADE1, JTB, KANK2, KAT2B, KAT5, KCNH5, KCNN4, KDM8, KIF11, KIF14, KIF18A, KIF18B, KIF20A, KIF22, KIF23, KIF25, KIF2A, KIF2C, KIF3B, KIF4A, KIF4B, KIFC1, KLF11, KLF4, KLHDC8B, KLHL18, KLHL22, KMT2E, KNSTRN, KNTC1, KPNB1, L3MBTL1, LATS1, LATS2, LCMT1, LGMN, LRP5, LSM10, LSM11, LSM14A, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP10, MAP1S, MAP3K20, MAP4, MAP9, MAPRE1, MASTL, MAU2, MBLAC1, MCIDAS, MDM2, MECP2, MEIS2, MIS12, MISP, MITD1, MKI67, MNAT1, MRNIP, MUC1, MYC, MYH10, NAA10, NAA50, NABP1, NABP2, NACC2, NAE1, NBN, NCAPD2, NCAPD3, NCAPG, NCAPH, NDC80, NDE1, NDRG1, NEK11, NEK2, NEK4, NEK6, NES, NIPBL, NKX3-1, NME6, NOP53, NPAT, NPC1, NPM2, NRDE2, NSFL1C, NSMCE2, NUDC, NUDT15, NUMA1, NUP62, NUSAP1, OBSL1, PABIR1, PAFAH1B1, PARP3, PCID2, PCNT, PDCD6IP, PDGFB, PDS5A, PDS5B, PDXP, PHB2, PHF13, PHF8, PIBF1, PIDD1, PIM2, PIM3, PINX1, PKD1, PKD2, PKN2, PLK1, PLK2, PLK3, PLK5, PMEPA1, POGZ, POLE, POLR1B, PPP1R10, PPP1R12A, PPP2CA, PRAP1, PRDM5, PRKCA, PRKD2, PRKDC, PROC, PSRC1, PTEN, PTGES2, PTPN3, PTPN6, RAB11A, RAB33B, RAB35, RAB6C, RACGAP1, RAD17, RAD51B, RAD51C, RAE1, RAN, RB1, RCC1, RCC2, RECQL5, REEP3, REEP4, RFPL1, RFWD3, RGCC, RHOA, RHOB, RHOC, RINT1, RIOK2, RNASE7, RNF103-CHMP3, RNF20, RNF40, RPA2, RPL26, RPS27L, RPS6KB1, RPTOR, RRM1, RRM2, RRM2B, RRS1, SASS6, SBDS, SCAF1, SCRIB, SDCBP, SDE2, SEH1L, SETD2, SETDB2, SETMAR, SGO1, SIRT1, SIRT7, SKA1, SKA2, SKA3, SLC6A4, SLC9A3R1, SLF1, SLF2, SLFN11, SMARCA5, SMC1A, SMC2, SMC3, SMC4, SMC5, SMOC2, SNX18, SNX33, SNX9, SON, SOX9, SPAG5, SPAM1, SPAST, SPC25, SPDL1, SPDYA, SPHK1, SPICE1, SPTBN1, SRA1, STAG1, STAG2, STAMBP, STIL, STMN1, STOX1, TACC3, TAF2, TAL1, TAOK1, TAOK2, TAOK3, TBCD, TBCE, TFAP4, TFDP1, TFDP3, TGFA, THAP1, TIPIN, TM4SF5, TMEM14B, TNFSF13B, TNKS, TOM1L1, TOM1L2, TP53, TP73, TPD52L1, TPR, TPX2, TRIM35, TRIM36, TRIM39, TRIP13, TTC28, TTL, TTLL12, TTN, TTR, UBD, UBE2C, UBE2E2, UBE2S, UBXN2B, UIMC1, UNC119, USH1C, USP16, USP2, USP21, USP22, USP3, USP37, USP47, USP8, VPS4A, VPS4B, VTA1, WAC, WDR62, WRAP73, XPC, XRCC2, XRCC3, ZFYVE19, ZNF207, ZNF268, ZNF324, ZNF365, ZNF367, ZNF655, ZPR1, ZW10, ZWILCH, ZWINT]","[AKT1, BRCA2, CCND1, CDK1, CDKN1A, CDKN1B, CHEK2, MDM2, MECP2, MYC, NKX3-1, PLK1, RB1, TAL1]","","","","","","","","","[Group08]","[3]","{Group08=4.84089383640354E-7}","{Group08=3.872715069122832E-6}","GO:0000278","","mitotic%20cell%20cycle","14","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","mitotic%20cell%20cycle","mitotic cell cycle","2.1078167217304884E-5","0.0019181132167747444","","GO:0000278"
"3.426791191101074",,,"[ABCB10, ACIN1, ACOD1, ACTN1, ACVR1B, ACVR2A, ADIPOQ, AGER, AICDA, AIRE, AMBRA1, ANXA1, ANXA2, APCS, APP, ARIH2, ATP5IF1, AXL, BCL6, BMI1, BMP4, C1QC, CACNA1C, CALCA, CAMK4, CASP3, CASP8, CBFA2T3, CCL3, CCR1, CD274, CD28, CD34, CD4, CD46, CD74, CDC73, CDIN1, CDK13, CDK6, CDKN2B, CEBPE, CHD7, CLC, CLCF1, CNOT4, COMMD3-BMI1, CR1, CR2, CSF1, CSF1R, CSF2, CTLA4, CTNNBIP1, CTNNBL1, CTR9, DEAF1, DHRS2, DPF2, DUSP10, DYRK3, EOMES, EPO, EPX, ETS1, ETV6, EVI2B, F2RL1, FADD, FAM210B, FAXDC2, FBN1, FBXW7, FCGR1BP, FCRL3, FES, FGF10, FLT3, FLT3LG, FLVCR1, FOXE1, FOXO3, FOXP1, FOXP3, FST, FSTL3, G6PD, GAB2, GAS6, GATA1, GATA2, GATA3, GATD3, GPR55, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HAVCR2, HAX1, HCLS1, HES1, HLA-B, HLA-DRA, HLA-DRB1, HLA-E, HLA-G, HMGB1, HMGB2, HOXA5, HOXA7, HOXB4, HSF1, HSPA1A, HSPA1B, HSPA9, HSPD1, IFI16, IFNA2, IFNB1, IFNG, IFNL1, IKZF1, IL10, IL12B, IL15, IL17A, IL17D, IL17F, IL2, IL23A, IL27, IL2RA, IL3, IL31RA, IL34, IL4, IL4I1, INHBA, IRF2BP2, JAG2, JAGN1, KAT5, KAT6A, KAT7, KAT8, KITLG, KLF1, KLF4, KLRC1, L3MBTL1, LCK, LEF1, LEO1, LGALS1, LGALS3, LGALS9, LIF, LIG1, LIG3, LIG4, LILRA6, LILRB1, LILRB2, LILRB3, LILRB4, LRIG1, LRIG3, LRP5, LY9, LYAR, LYN, MAD2L2, MAF, MAFB, MAPK11, MAPK14, MBD4, MCM3AP, MDK, MED1, METTL14, MFHAS1, MKNK2, MLLT3, MMDK, MPIG6B, MS4A1, MS4A2, MTURN, MYB, MYC, MYDGF, MYH9, MYSM1, N4BP2L2, NBEAL2, NCKAP1L, NCOA6, NHEJ1, NKAP, NKX2-5, NOTCH2, OSCAR, PAF1, PBXIP1, PDCD2, PDE1B, PDGFB, PEX2, PF4, PINK1, PIR, PITHD1, PLEK, PNP, PPARG, PPY, PRELID1, PRKX, PRMT1, PRTN3, PRXL2A, PSG4, PSG9, PTK2B, PTPRC, PUS7, RAB7B, RAG1, RARA, RBM15, RELB, RHEX, RHOH, RIPK1, RPS14, RPS19, RRAS, RUNX1, SART1, SBDS, SCIN, SETD1A, SFRP1, SH2B3, SH3PXD2A, SHH, SHLD1, SHLD2, SHLD3, SLAMF6, SLC25A38, SOCS1, SP7, SPI1, SPN, SRP54, STAT1, STAT3, STAT5B, SYK, TAFAZZIN, TAL1, TBX1, TCF3, TCF7L1, TCTA, TESC, TET2, TFRC, TGFB1, THOC5, THPO, TIMP1, TLR9, TMEM131L, TNF, TNFAIP3, TNFAIP6, TNFRSF11A, TNFSF11, TNFSF13, TOX, TP53, TP53BP1, TPD52, TPO, TRAF6, TRAPPC13, TREM2, TYROBP, UBD, UBL4A, VEGFA, VSIR, WDR61, WNT10B, WNT2B, WNT5A, XBP1, XBP1P1, ZAP70, ZBTB16, ZBTB7A, ZC3H8, ZFP36, ZFP36L1, ZFPM1, ZNF16, ZNF675]","[CD274, CDK6, EOMES, ETV6, GATA1, GATA3, MYC, PPARG, RUNX1, SPI1, TAL1]","","","","","","","","","[Group06]","[2, 4, 5]","{Group06=1.174077942008279E-7}","{Group06=1.174077942008279E-6}","GO:0002520","","immune%20system%20development","11","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","immune%20system%20development","immune system development","1.5355199929072343E-5","0.0014280335934037278","","GO:0002520"
