source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
Q9Y548,Q8TDT2
Q9Y548,Q2M3R5
Q9Y548,Q96EC8
Q9Y548,O00501
Q9Y548,O14843
Q9Y548,Q6ZT21
Q9Y548,P34972
Q9Y548,Q8NCL9
Q9Y548,Q99942
Q9Y548,Q9Y320
Q9Y548,O15243
Q9Y548,Q96PQ1
Q4VC44,Q96IK5
Q4VC44,Q96ED9
Q4VC44,Q9NRD5
Q4VC44,Q96T49
Q4VC44,P50458
Q4VC44,Q12933
Q4VC44,Q96JN2
Q4VC44,Q5JR59
Q4VC44,Q9BVG8
Q4VC44,O75031
Q4VC44,Q86Z20
Q4VC44,A6NEM1
Q9H9P5,P23142
Q9H9P5,Q14112
Q9H9P5,Q7L273
Q9H9P5,ENSG00000105991
Q9H9P5,O43559
Q9H9P5,Q02930
Q9H9P5,O95817
Q9H9P5,O95429
Q9H9P5,Q96HA8
Q9H9P5,Q96PF1
Q9H9P5,Q96I34
Q9H9P5,Q7Z5V6
Q9H9P5,P53672
Q9H9P5,P25800
Q9H9P5,Q9NPB3
Q9H9P5,Q3V5L5
Q9H9P5,Q9ULW5
Q9H9P5,P52597
Q9H9P5,O15160
Q9H9P5,Q9H257
Q9H9P5,P0C7T5
P54886,O75208
P54886,Q6PI48
P54886,Q96DZ9
P54886,Q6RW13
P54886,A8MT33
Q00537,P42772
Q00537,A1A5D9
Q00537,Q9C005
P11169,O43889
P11169,Q96BA8
Q9H4A3,Q13643
Q8IX12,Q9NQM4
Q8IX12,Q5JR59
Q8IX12,Q08379
Q68CJ9,Q9NVC3
Q68CJ9,O43765
Q68CJ9,Q02094
Q68CJ9,Q96GQ5
Q68CJ9,Q969F0
Q68CJ9,Q8NBI2
Q68CJ9,Q13190
Q68CJ9,Q9C005
Q68CJ9,O00155
Q68CJ9,Q96LK0
Q68CJ9,Q8N8B7
Q68CJ9,Q96EC8
Q68CJ9,Q96EZ8
Q68CJ9,Q96EQ0
Q68CJ9,Q8WW34
Q68CJ9,Q5J8X5
O15034,P41227
Q9Y5U8,O95563
P09110,Q12800
P09110,Q9BSK4
P54687,Q9HAS0
P54687,Q9H0I2
Q8WUI4,P60953
Q8WUI4,P61236
Q8WUI4,O00746
Q8WUI4,Q9BQD7
Q8WUI4,P50222
Q8WUI4,O95164
Q8WUI4,Q14749
Q8WUI4,P15153
Q8WUI4,Q9BXK1
Q8WUI4,Q8NI35
Q8WUI4,P62070
Q8WUI4,Q8IXK0
Q8WUI4,P63000
Q8WUI4,Q13137
Q8WUI4,O15427
Q8WUI4,Q9BRT3
Q8WUI4,Q96D03
Q8WUI4,Q0D2K3
Q8WUI4,O94964
Q8WUI4,Q96I34
Q8WUI4,Q8WXI4
Q8WUI4,Q04864
Q8WUI4,Q9NQ30
Q8WUI4,O43679
Q8WUI4,P60763
Q8WUI4,Q9UBI6
Q8WUI4,Q6ZNG9
Q8WUI4,Q9NSI6
Q8WUI4,Q03989
Q8WUI4,A6NEM1
Q8WUI4,ENSG00000221972
Q8WUI4,ENSG00000221995
Q9Y250,Q86TI0
Q9Y250,Q92917
Q9Y250,Q8TBB1
Q9Y250,Q9BXS5
Q9Y250,Q06455
Q9Y250,Q9UJV3
Q9Y250,Q8WXW3
Q9Y250,P40222
Q9Y250,Q9HAQ2
Q9Y250,Q9UJX2
Q9Y250,O00311
Q9Y250,Q9NRD5
Q9Y250,Q9UHP6
Q9Y250,Q96C24
Q9Y250,Q9BSW7
Q9Y250,Q16543
Q9Y250,Q96BZ8
Q9Y250,Q9UMX1
Q9Y250,P26196
Q9Y250,Q13895
Q9Y250,O14530
Q9Y250,Q8IYI6
Q9Y250,O43395
Q9Y250,Q9HC98
Q9Y250,Q8WXF1
Q9Y250,Q9H0I2
Q9Y250,Q4VCS5
Q9Y250,P53618
Q9Y250,P25786
Q9Y250,O43741
Q9Y250,Q5T7P8
Q9Y250,Q96KD3
Q9Y250,P25791
Q9Y250,Q14746
Q9Y250,Q9BZW7
Q9Y250,Q92805
Q9Y250,P55081
Q9Y250,Q9BVG8
Q9Y250,O95995
Q9Y250,P61968
Q9Y250,Q8WXB1
Q9Y250,Q9Y247
Q9Y250,Q9P0N9
Q9Y250,Q6NYC8
Q9Y250,Q96HB5
Q9Y250,O94964
Q9Y250,Q68D86
Q9Y250,Q2TBE0
Q9Y250,Q96LP2
Q9Y250,Q96MY7
Q9Y250,Q96HA8
Q9Y250,Q8TCX5
Q9Y250,P57075
Q9Y250,Q8N5M4
Q9Y250,Q9BWG6
Q9Y250,Q8N3L3
Q9Y250,Q99633
Q9Y250,Q96E35
Q9Y250,P25800
Q9Y250,P17036
Q9Y250,Q6IQ23
Q9Y250,P13682
Q9Y250,Q3B820
Q9Y250,O15160
Q9Y250,Q15560
Q9Y250,Q86YD7
Q9Y250,P47897
Q9Y250,Q92993
Q9Y250,P61024
Q9Y250,Q8TAU3
Q9Y250,Q9Y592
Q9Y250,Q3SY00
Q9Y250,Q2TAC2
Q9Y250,Q96ES7
Q9Y250,Q03252
Q9Y250,Q7Z3I7
Q9Y250,P47224
Q9Y250,Q9BUI4
Q9Y250,Q96EZ8
Q9Y250,Q9H257
Q9Y250,Q6ZQW0
Q9Y250,Q674X7
Q9Y250,P15622
Q9Y250,Q8N5A5
Q9Y250,Q63ZY3
Q9Y250,Q96SQ5
Q9Y250,Q9Y333
Q9Y250,Q8TD31
Q9Y250,Q5MJ68
Q9Y250,Q8IYE1
Q9Y250,A0A096LP49
Q9NQX0,Q9NQX0
Q9NQX0,Q92625
Q9NQX0,Q9HAT0
Q9NQX0,O43639
Q9NQX0,Q68DK2
Q9NQX0,Q9NQT4
Q9NQX0,O43439
Q9NQX0,Q06455
Q9NQX0,Q9HBE1
Q9NQX0,Q13882
Q9NQX0,P33240
Q9NQX0,Q5W5X9
Q9NQX0,Q7L273
Q9NQX0,Q08117
Q9NQX0,Q14142
Q9NQX0,Q14192
Q9NQX0,O75716
Q9NQX0,Q9NX04
Q9NQX0,Q9HC98
Q9NQX0,Q9H0I2
Q9NQX0,Q9H503
Q9NQX0,P25791
Q9NQX0,P10606
Q9NQX0,Q9BZW7
Q9NQX0,O43559
Q9NQX0,Q9NYB9
Q9NQX0,Q9C0B1
Q9NQX0,Q9BVG8
Q9NQX0,Q9HC52
Q9NQX0,Q96HB5
Q9NQX0,Q8WWB5
Q9NQX0,O95817
Q9NQX0,Q17RB8
Q9NQX0,P57075
Q9NQX0,P54646
Q9NQX0,Q96PN8
Q9NQX0,Q5T6C5
Q9NQX0,Q8WW24
Q9NQX0,Q9UK58
Q9NQX0,Q8TDC0
Q9NQX0,Q8NA54
Q9NQX0,P55040
Q9NQX0,Q70EL1
Q9NQX0,P25800
Q9NQX0,Q8NI38
Q9NQX0,O43865
Q9NQX0,Q86YD7
Q9NQX0,Q8N5M1
Q9NQX0,P47897
Q9NQX0,Q14005
Q9NQX0,P21549
Q9NQX0,Q8N9N5
Q9NQX0,Q92993
Q9NQX0,Q3SY00
Q9NQX0,Q2TAC2
Q9NQX0,Q8TAE8
Q9NQX0,Q8IYX8
Q9NQX0,Q53H54
Q9NQX0,Q9NU39
Q9NQX0,O75771
Q9NQX0,Q03989
Q9NQX0,Q63ZY3
Q9NQX0,Q9Y4C2
Q9NQX0,O95872
Q9NQX0,Q8TD31
Q9NQX0,A8MXD5
Q9NQX0,P29972
Q9NPE6,O00767
Q9NPE6,Q7Z2K6
Q9NPE6,O14653
Q9NPE6,Q5TGU0
Q9NPE6,P24593
Q9NPE6,Q96IW7
Q9NPE6,Q9H2L4
Q9NPE6,Q8IXM6
Q9NPE6,Q96GQ5
Q9NPE6,P07306
Q9NPE6,Q8TDX6
Q9NPE6,O95393
Q9NPE6,Q8IWU4
Q9NPE6,Q8TC36
Q9NPE6,P43378
Q9NPE6,Q6UX98
Q9NPE6,Q14656
Q9NPE6,Q8IXB3
Q9NPE6,P78329
Q9NPE6,Q9BXJ8
Q9NPE6,P26678
Q9NPE6,O95870
Q9NPE6,Q5J8X5
Q9NPE6,Q969E2
Q9NPE6,P0DJD7
Q07912,Q07912
Q07912,Q92569
Q07912,Q9HC98
Q07912,Q9BQC3
Q07912,O60880
Q07912,A8MQ03
Q07912,O14796
Q07912,P07902
Q07912,P29972
Q07912,Q7Z3S9
Q07912,A0A087WUL8
Q86WP2,Q15014
Q86WP2,Q9BVV2
Q86WP2,O75031
Q86WP2,Q9UBU9
Q86WP2,Q99633
Q86WP2,Q3B820
Q86WP2,P47897
Q86WP2,Q9H8W4
Q86WP2,Q2TAC2
Q86WP2,Q96EZ8
Q86WP2,P63244
Q96JJ3,Q8N1I0
Q96GC9,P00387
Q96GC9,P50222
Q96GC9,Q5JX71
Q96GC9,Q9Y282
Q92624,Q15544
Q92624,Q15746
Q92624,P12814
Q92624,P18084
Q92624,P09211
Q92624,Q9NZZ3
Q92624,Q9NXR5
Q92624,Q9Y5X3
Q92624,Q969V5
Q92624,Q9GZU1
Q92624,P43246
Q92624,Q92824
Q92624,Q9H2F3
Q92624,Q8IZ69
Q92624,Q7Z6Z6
Q92624,Q13268
Q92624,P23526
Q92624,O15466
Q92624,Q9P127
Q92624,Q00536
Q92624,Q9NYU1
Q92624,Q13421
Q92624,Q12980
Q92624,Q9UQ03
Q92624,Q9HD20
Q92624,Q15382
Q92624,O43889
Q92624,Q712K3
Q92624,O14745
Q92624,Q04756
Q92624,Q9UBW5
Q92624,Q4VC05
Q92624,Q9H1J7
Q92624,O60942
Q92624,P22760
Q92624,Q12972
Q92624,Q8N2H3
Q92624,P26992
Q92624,Q9BV35
Q92624,Q6P1M9
Q92624,Q96NZ8
Q92624,Q96S15
Q92624,Q9NS82
Q92624,Q9NS86
Q92624,P16144
Q92624,Q9BT88
Q92624,Q8TEB7
Q92624,P78368
Q92624,Q96K80
Q92624,Q9C0D9
Q92624,P50053
Q92624,Q9BQ70
Q92624,P22694
Q92624,P0DP24
Q92624,O75891
Q92624,Q9Y383
Q92624,Q14117
Q92624,Q9UIJ7
Q92624,Q6PF15
Q92624,P0DP25
Q92624,Q8NE63
Q92624,Q9UQ53
Q92624,P81605
Q92624,P54646
Q92624,Q96LR4
Q92624,Q12841
Q92624,O14862
Q92624,Q9UK58
Q92624,Q9BV19
Q92624,Q6ZMV9
Q92624,Q96ES6
Q92624,Q9BV97
Q92624,P09228
Q92624,Q9NQ84
Q92624,P34932
Q92624,Q969K3
Q92624,Q17RW2
Q92624,P42568
Q92624,O14901
Q92624,A6NHP3
Q92624,Q6PEW1
Q92624,Q8N6F7
Q92624,Q9UPQ8
Q92624,Q496Y0
Q92624,Q05952
Q92624,Q2NKJ3
Q92624,Q15050
Q92624,Q12788
Q92624,Q8IXY8
Q92624,Q13635
Q92624,P59797
Q92624,Q5EBL4
Q92624,P35523
Q92624,A1XBS5
Q92624,P0C0S8
Q92624,P07602
Q92624,Q4U2R8
Q92624,Q96HE7
Q92624,P0DP23
Q92624,Q9P0B6
Q92624,O60231
Q92624,Q495Y8
Q92624,Q5I0X4
Q92624,P58549
Q92624,P42356
Q92624,Q8N140
Q92624,Q8WWW0
Q92624,Q9H239
Q92624,Q9UMZ2
Q92624,Q96AH8
P28340,P61236
P28340,Q53G59
P28340,Q6UY14
P28340,A8MQ03
Q53EL9,Q9UHD9
Q96AB3,Q96AB3
Q96AB3,P27482
P26368,P09012
P26368,Q08117
P26368,Q9UKJ5
P26368,P84103
P26368,Q9C086
P26368,O43395
P26368,Q9Y2P0
P26368,Q9NVV9
P26368,Q7Z7F0
P26368,P78362
P26368,Q07955
P26368,Q9P015
P26368,Q6NT76
P26368,Q6ZUT1
P26368,Q01081
P26368,Q96AE4
P26368,Q7Z7J5
P26368,Q7RTU1
P26368,Q8N7W2
P26368,Q8TF50
P26368,Q15637
P26368,Q15415
P26368,Q96LR2
P26368,Q68EA5
P26368,Q9UHX1
P26368,P57052
P26368,Q96MF2
P26368,Q9UII5
P26368,Q9NQZ8
P26368,Q13838
P26368,ENSG00000212643
P26368,ENSG00000275895
P26368,Q9UI36
Q9Y6I3,Q96CS7
Q9Y6I3,Q15038
Q9Y6I3,Q99732
Q9NX70,Q9P2A4
Q9NX70,Q14232
Q9NX70,O75934
Q9NX70,Q9H7Z3
Q9NX70,Q9NYB9
Q9NX70,A1L4H1
O15499,Q9BVW5
O15499,O75344
O15499,Q9UJV3
O15499,Q9UNF0
O15499,P68400
O15499,Q9Y463
O15499,O14787
O15499,Q08493
O15499,Q712K3
O15499,Q9UI95
O15499,P62699
O15499,Q9H1H1
O15499,O75603
O15499,Q9H7N4
O15499,Q8N1M1
O15499,P55273
O15499,Q9H6Z9
O15499,O76011
O15499,O43741
O15499,P63241
O15499,O00560
O15499,Q12982
O15499,Q9Y5B8
O15499,P0DP24
O15499,P27658
O15499,O15550
O15499,Q6NT76
O15499,Q8WV07
O15499,P33402
O15499,Q13426
O15499,Q969E8
O15499,P0DP25
O15499,Q8N9M1
O15499,P05187
O15499,P08758
O15499,Q96BW5
O15499,Q9Y4F3
O15499,Q9H5X1
O15499,Q8N0Y2
O15499,Q16134
O15499,Q2M1V0
O15499,Q2WGJ6
O15499,Q9H322
O15499,Q8NCW6
O15499,P27797
O15499,Q9Y3D9
O15499,Q9UBU8
O15499,Q5T5B0
O15499,Q13901
O15499,Q12797
O15499,Q96SQ5
O15499,P0DP23
O15499,Q96EL3
O15499,A6H8Z2
O15499,O75575
O15499,P26371
O15499,Q6ZYL4
Q9NSD4,P78317
Q9NSD4,Q9BUZ4
Q9NSD4,Q9H9Z2
Q9NSD4,Q8TBE0
Q9NSD4,Q8WV44
Q9NSD4,Q96EG3
Q9NSD4,Q5T619
Q9NSD4,Q3KQV3
Q9NSD4,Q86UD4
Q9NSD4,P98175
Q9NSD4,P60411
Q16775,P31941
P78317,Q9H0C5
P78317,Q15645
P78317,P60709
P78317,Q9BUZ4
P78317,O75344
P78317,Q06455
P78317,Q9BS40
P78317,O00463
P78317,Q96IK5
P78317,P07910
P78317,Q9UH03
P78317,Q9NWS6
P78317,Q6ICB0
P78317,Q9UQR0
P78317,P63279
P78317,Q12846
P78317,Q16623
P78317,P20839
P78317,P13500
P78317,P32856
P78317,P78364
P78317,O00635
P78317,Q08426
P78317,Q92734
P78317,P15336
P78317,P63165
P78317,Q53G59
P78317,P16220
P78317,Q9NP64
P78317,O00148
P78317,Q12933
P78317,P22234
P78317,Q13114
P78317,Q9BQY4
P78317,Q9NVV9
P78317,Q9Y2F9
P78317,P35711
P78317,Q9UMX0
P78317,Q96K80
P78317,Q9BYV2
P78317,O15381
P78317,Q13557
P78317,O95231
P78317,Q96B23
P78317,Q96HA8
P78317,O14633
P78317,O14862
P78317,P61978
P78317,Q9Y281
P78317,Q9P2F9
P78317,Q99801
P78317,Q13158
P78317,Q8WUN7
P78317,P31943
P78317,Q9HCK0
P78317,Q07817
P78317,Q5T752
P78317,Q99836
P78317,P11474
P78317,O60232
P78317,Q9HAN9
P78317,O75971
P78317,P17661
P78317,O75360
P78317,O43805
P78317,ENSG00000177125
P78317,Q96MM3
P78317,O60812
P78317,Q9NWQ9
P78317,Q3KQV3
P78317,Q8IZU1
P78317,P57721
P78317,O14964
P78317,Q9H7X3
P78317,Q13422
P78317,Q15916
P78317,Q5TCM9
P78317,Q5T753
P78317,Q5TA81
P78317,Q5TA82
P78317,Q5TA77
P78317,Q9UHD9
P78317,Q5T7P3
P78317,Q02040
P78317,Q13838
P78317,Q9UER7
P78317,P86481
P78317,P86496
P78317,A6NKF2
P78317,P86480
P78317,P86479
P78317,P86478
P78317,Q5T754
P78317,B2RXH8
Q14790,Q9BXS5
Q14790,O95696
Q14790,Q9UK58
Q14790,Q96C28
Q9NVM9,Q8N720
O60479,Q12837
O60479,Q8N9N5
Q15506,Q9HAT0
Q15506,O43687
Q15506,Q9P0M2
Q15506,Q96C74
Q15506,P14649
O76076,ENSG00000105991
Q9NQL9,Q9H0C1
Q9NQL9,P08048
Q9NQL9,Q9UJV3
Q9NQL9,Q15654
Q9NQL9,P61236
Q9NQL9,Q15323
Q9NQL9,P25788
Q9NQL9,O43482
Q9NQL9,Q08117
Q9NQL9,P50222
Q9NQL9,O15353
Q9NQL9,P54259
Q9NQL9,Q5TD97
Q9NQL9,Q99750
Q9NQL9,P36406
Q9NQL9,Q99471
Q9NQL9,O76013
Q9NQL9,P21673
Q9NQL9,P61289
Q9NQL9,O76011
Q9NQL9,O75525
Q9NQL9,Q5JR59
Q9NQL9,P25791
Q9NQL9,Q99932
Q9NQL9,O43559
Q9NQL9,Q9H5F2
Q9NQL9,Q9GZV8
Q9NQL9,Q8TF42
Q9NQL9,Q93062
Q9NQL9,P61421
Q9NQL9,O75031
Q9NQL9,Q86YR5
Q9NQL9,Q9BVN2
Q9NQL9,Q04864
Q9NQL9,Q8TDC0
Q9NQL9,Q92574
Q9NQL9,Q86U10
Q9NQL9,Q70EL1
Q9NQL9,O95273
Q9NQL9,Q8NI38
Q9NQL9,Q3V5L5
Q9NQL9,O76015
Q9NQL9,Q9H8W4
Q9NQL9,Q13643
Q9NQL9,Q7Z4V0
Q9NQL9,Q8HWS3
Q9NQL9,Q9NZC7
Q9NQL9,Q3LI66
Q9NQL9,Q3LI72
Q9NQL9,P60410
Q9NQL9,O15162
Q9NQL9,Q07627
Q9NQL9,Q0VD86
Q9NQL9,P15884
Q9NQL9,Q92764
Q9NQL9,A8MQ03
Q9NQL9,Q5T749
Q9NQL9,P14373
Q9NQL9,Q9BYQ3
Q9NQL9,Q6A162
Q9NQL9,P86481
Q9NQL9,P86496
Q9NQL9,P0C7H8
Q9NQL9,Q9BYR6
Q9NQL9,Q9BYR8
Q9NQL9,Q3LI67
Q9NQL9,Q9BYR9
Q9NQL9,P60411
Q9NQL9,Q9BYS1
Q9NQL9,Q8IUG1
Q9NQL9,P86480
Q9NQL9,P86479
Q9NQL9,P86478
Q9NQL9,Q9BYQ4
Q9NQL9,Q6L8G8
Q9NQL9,P26371
Q9NQL9,P0CG21
Q9NQL9,Q7Z3S9
Q9NQL9,A0A087WUL8
Q9NQL9,P60409
Q6P1X5,Q9UHX1
Q9Y5L0,P50222
Q9Y5L0,Q13867
Q9Y5L0,Q16740
Q9Y5L0,P30793
Q9Y5L0,Q13557
Q9Y5L0,Q13555
Q9Y5L0,Q8WVI7
Q9Y5L0,Q8NDH6
Q9Y5L0,O95678
Q9Y5L0,P60410
Q9Y5L0,O75521
Q9Y5L0,P15531
Q9Y5L0,Q16385
ENSG00000064489,P56524
ENSG00000064489,O95994
ENSG00000064489,Q14696
ENSG00000064489,Q8IYF3
ENSG00000064489,Q8WW24
ENSG00000064489,P78358
P10619,Q9Y680
P10619,Q9NR31
P10619,Q13520
P10619,O75208
P10619,P11912
P10619,P31937
P10619,P32856
P10619,O95196
P10619,Q5T7V8
P10619,Q5JX71
P10619,Q9Y282
P10619,Q53FP2
P10619,Q9H9V4
P10619,Q9HB07
P10619,O14880
P10619,Q8TEB9
P10619,Q5SR56
P10619,Q96Q45
P10619,Q96BA8
P10619,Q9BRI3
P10619,Q8WZ55
P10619,Q8NHU3
P10619,Q8WWF3
P10619,Q7Z7G2
P10619,P41181
P10619,O43653
P10619,Q9H6H4
P10619,Q3SXY8
P10619,Q6P9G4
P10619,Q8TBE3
P10619,Q8WY91
P10619,Q8IV31
P10619,Q5JXX7
P10619,P15941
P10619,Q8IVF2
P10619,P16150
P10619,Q12797
P10619,Q9Y320
P10619,Q96PQ1
Q8IX01,Q08379
Q9Y343,P14859
O00167,Q9BUZ4
O00167,P48378
O00167,Q9NZD8
O00167,Q86UW9
O00167,Q9HBE1
O00167,Q08117
O00167,Q71SY5
O00167,Q92734
O00167,Q07002
O00167,Q9H0I2
O00167,P09234
O00167,Q15475
O00167,Q13526
O00167,P51687
O00167,Q96MA1
O00167,Q7Z3K3
O00167,O95817
O00167,Q96M29
O00167,Q93062
O00167,Q96PN8
O00167,Q8WW24
O00167,Q8NA54
O00167,A5D8V6
O00167,P56470
O00167,Q8NEC5
O00167,O14964
O00167,Q9H596
O00167,P55771
Q9UHI6,P57678
Q9H0C5,Q9H0C5
Q9H0C5,Q8TBB1
Q9H0C5,Q16401
Q9H0C5,Q96HA8
Q9H0C5,Q13368
P28069,P15289
P28069,P63279
P28069,P35548
P28069,Q969G2
P28069,Q96D03
P28069,Q9Y4B4
P28069,Q3LI64
P28069,Q3LI76
P28069,P60410
P28069,Q03989
P54277,P51808
Q9P0W2,O75928
Q9P0W2,Q96KQ4
Q9P0W2,P30040
Q9P0W2,Q9BTA9
Q9P0W2,Q9UBB9
Q9P0W2,P61970
Q9P0W2,Q96JN2
Q9P0W2,Q8N6Y0
Q9P0W2,Q9NP66
Q9P0W2,Q68D86
Q9P0W2,P19012
Q9P0W2,O76015
Q9P0W2,Q8N0S2
Q9P0W2,O75971
Q9P0W2,Q15834
Q9P0W2,Q9NWQ9
Q92625,Q12888
Q92625,Q8TBB1
Q92625,Q14145
Q92625,Q9UJV3
Q92625,Q15323
Q92625,Q6UXX5
Q92625,Q7L273
Q92625,ENSG00000105991
Q92625,P50222
Q92625,Q9NX63
Q92625,P50458
Q92625,P09972
Q92625,Q14511
Q92625,Q5TD97
Q92625,Q02535
Q92625,Q9H2G9
Q92625,Q53FD0
Q92625,O60504
Q92625,Q96NM4
Q92625,Q9H944
Q92625,A1L443
Q92625,O76011
Q92625,Q5JR59
Q92625,Q5VWQ8
Q92625,Q7Z419
Q92625,O94868
Q92625,Q14134
Q92625,Q9NYB9
Q92625,Q8N5R6
Q92625,Q7L591
Q92625,Q96B97
Q92625,Q86T90
Q92625,ENSG00000158483
Q92625,Q9BVN2
Q92625,Q9UKT9
Q92625,Q16348
Q92625,Q9ULU8
Q92625,Q9NQ30
Q92625,Q3KP44
Q92625,Q86U28
Q92625,Q7Z699
Q92625,Q70EL1
Q92625,Q08379
Q92625,Q53HC5
Q92625,O95678
Q92625,P78385
Q92625,Q8WWY6
Q92625,Q6IA69
Q92625,Q13671
Q92625,P52742
Q92625,Q52MB2
Q92625,B2RXF5
Q92625,Q8IUC1
Q92625,Q14524
Q92625,Q7Z6I5
Q92625,Q3LI66
Q92625,Q93009
Q92625,P60410
Q92625,P31321
Q92625,Q5BKX5
Q92625,A4D161
Q92625,Q6ZSJ9
Q92625,Q5JTZ5
Q92625,Q9NTX9
Q92625,Q6A163
Q92625,A8MQ03
Q92625,Q92753
Q92625,Q5T749
Q92625,O60269
Q92625,Q9BYQ3
Q92625,P60411
Q92625,ENSG00000221972
Q92625,Q6P5X5
Q92625,P60412
Q92625,Q3SYF9
Q92625,Q9BYR5
Q92625,Q7Z3S9
Q92625,Q8WW18
Q92625,A0A087WUL8
P36508,Q9NU19
P36508,Q8TC99
P36508,P40199
P36508,P61236
P36508,Q8TAP6
P36508,O00505
P36508,Q9BQD7
P36508,Q7L273
P36508,Q9BUA6
P36508,Q9UPM6
P36508,Q9UBR4
P36508,Q5VWN6
P36508,Q14511
P36508,Q14192
P36508,Q9H2G9
P36508,Q9H019
P36508,Q53FD0
P36508,Q9BWD1
P36508,Q969G2
P36508,Q9BRX9
P36508,Q9H0I2
P36508,Q9UKM9
P36508,Q9NQZ6
P36508,Q96QF0
P36508,P35125
P36508,Q5JR59
P36508,Q6P9H5
P36508,Q96RS0
P36508,Q6PF18
P36508,Q8ND83
P36508,P55081
P36508,Q8N5R6
P36508,Q96P16
P36508,Q7Z3K3
P36508,Q96D03
P36508,Q96M29
P36508,A0JLT2
P36508,P19237
P36508,Q9UKT9
P36508,Q04864
P36508,Q9NRI5
P36508,Q9BWG6
P36508,Q96PJ5
P36508,O95789
P36508,Q9UIH9
P36508,Q10713
P36508,Q70EL1
P36508,P25800
P36508,Q8ND24
P36508,Q8TF50
P36508,O95202
P36508,Q8TAG6
P36508,Q8WYQ4
P36508,Q9H3K6
P36508,O95678
P36508,Q8WWY6
P36508,P07498
P36508,Q9Y3B2
P36508,Q86YD7
P36508,P63220
P36508,Q9BYJ1
P36508,O75123
P36508,ENSG00000185594
P36508,Q7Z713
P36508,Q86W67
P36508,A1L4K1
P36508,Q93009
P36508,P31321
P36508,Q8TC17
P36508,Q5MJ09
P36508,Q6MZP7
P36508,Q6ZNM6
P36508,Q8TAQ5
P36508,P43360
P36508,Q9NZ72
P36508,Q96JM7
P36508,Q9P267
P36508,Q6A162
P36508,ENSG00000215271
P36508,ENSG00000221972
P36508,ENSG00000222047
P36508,P48047
P36508,P52815
P36508,Q96GY3
Q15599,Q9BUZ4
Q15599,Q9Y2H0
Q15599,O00308
P08754,Q9UGC6
P08754,P81274
P08754,Q9UPV7
P08754,O43566
P08754,Q8IVA1
P08754,Q9Y4H4
Q7L590,Q14566
Q7L590,Q96ED9
Q7L590,Q9NRD5
Q7L590,Q9Y2I6
Q7L590,O94972
Q7L590,Q9P209
Q7L590,Q8NHQ1
Q7L590,Q9BSL1
Q7L590,Q13137
Q7L590,Q15025
Q7L590,Q2TBA0
Q7L590,Q96BR9
Q7L590,Q7Z7J5
Q7L590,Q08379
Q7L590,O43298
Q7L590,P19012
Q7L590,Q15834
Q9HAT0,Q9HAT0
Q9HAT0,Q92917
Q9HAT0,Q8TBB1
Q9HAT0,Q9BXS5
Q9HAT0,O75386
Q9HAT0,Q9HAQ2
Q9HAT0,Q9NZD8
Q9HAT0,Q9NRD5
Q9HAT0,Q96C24
Q9HAT0,Q96B02
Q9HAT0,Q9BUJ2
Q9HAT0,Q16543
Q9HAT0,Q96BZ8
Q9HAT0,O75382
Q9HAT0,O43687
Q9HAT0,Q9P0M2
Q9HAT0,O60504
Q9HAT0,Q63HK5
Q9HAT0,Q9BQ89
Q9HAT0,P25786
Q9HAT0,Q9NVN8
Q9HAT0,Q13131
Q9HAT0,O00560
Q9HAT0,Q32M84
Q9HAT0,Q96AX1
Q9HAT0,P61968
Q9HAT0,Q96HA8
Q9HAT0,Q8NFT6
Q9HAT0,Q6PJW8
Q9HAT0,P19447
Q9HAT0,Q9UHL3
Q9HAT0,Q3B820
Q9HAT0,Q86YD7
Q9HAT0,Q5GH77
Q9HAT0,P61024
Q9HAT0,Q3SY00
Q9HAT0,P24588
Q9HAT0,ENSG00000182230
Q9HAT0,Q8IYX8
Q9HAT0,Q9BUI4
Q9HAT0,Q86UN6
Q9HAT0,Q14D33
Q9HAT0,Q9UHV2
Q9HAT0,Q2KHM9
Q9HAT0,P0CW23
Q8N8A2,O00308
Q15046,Q13155
Q14554,Q99750
Q14554,Q8IUG1
Q14554,P60409
Q9NU19,Q9UJV3
Q9NU19,Q9BPX1
Q9NU19,Q15654
Q9NU19,Q96ED9
Q9NU19,Q9BWT7
Q9NU19,Q9NRD5
Q9NU19,Q10567
Q9NU19,P36406
Q9NU19,Q8NHQ1
Q9NU19,P51114
Q9NU19,Q8IYI6
Q9NU19,Q9H2G9
Q9NU19,Q8IYF3
Q9NU19,O60504
Q9NU19,Q5RL73
Q9NU19,P51116
Q9NU19,O43307
Q9NU19,P14136
Q9NU19,O76011
Q9NU19,Q5JR59
Q9NU19,Q9Y2V7
Q9NU19,Q13137
Q9NU19,Q9BYV2
Q9NU19,Q8ND83
Q9NU19,Q9NP66
Q9NU19,Q01850
Q9NU19,Q9BVG8
Q9NU19,Q13625
Q9NU19,Q96D03
Q9NU19,Q9UM82
Q9NU19,Q9UKT9
Q9NU19,Q68G74
Q9NU19,Q04864
Q9NU19,Q05D60
Q9NU19,Q08379
Q9NU19,Q96N21
Q9NU19,A6NC98
Q9NU19,P48059
Q9NU19,Q2TAC2
Q9NU19,Q8NAM6
Q9NU19,P98175
Q9NU19,Q96MT8
Q9NU19,Q13643
Q9NU19,Q7Z4V0
Q9NU19,Q5JST6
Q9NU19,Q8TF47
Q9NU19,Q58EX7
